"architecture","replicate","method","burnin_candidate","retained_draw_candidate","estimand","rhat","ess_bulk","ess_tail","mcse_mean","posterior_sd","relative_mcse","chain_count","draws_per_chain","total_draws","rhat_pass","ess_bulk_pass","ess_tail_pass","relative_mcse_pass","chain_count_pass","finite_pass","overall_pass","status","reason"
"sparse_homogeneous",1,"st_bed_bayesc",250,1000,"residual_variance",1.00163028984125,3545.38551594053,3808.62388665363,0.000373321278956646,0.0221495603552057,0.0168545683512362,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",250,1000,"heritability",1.00015777334791,4443.0128238437,4015.90046165331,0.000192602222921444,0.0128404100812846,0.0149996940675726,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",250,2000,"effect_variance",1.00058170502408,6644.03946233564,7463.85272465386,4.38654612642417e-05,0.00358685709158581,0.0122294978986319,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",250,2000,"genetic_variance",1.00016297397825,8331.62343337295,7903.18037881571,0.00024440563013351,0.0223078796230893,0.0109560224576675,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",250,2000,"residual_variance",1.00072464619231,6957.64208426717,7497.75774084463,0.00026888713034702,0.0223915611059231,0.0120084137535142,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",250,2000,"heritability",1.00003741131707,8175.32261141648,7890.00895613062,0.000140104497179756,0.012678834452055,0.0110502663087495,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,250,"effect_variance",1.00167351456639,899.055310033719,873.348161530466,0.00011931228330793,0.0035278514372675,0.0338200985584426,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,250,"genetic_variance",0.998222736541249,1117.23191355474,954.074127415025,0.000681896722060337,0.0227773935445168,0.0299374342690974,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,250,"residual_variance",1.0027889110071,925.927877588514,848.49770467012,0.000719095673478554,0.021981557642744,0.0327135904181896,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,250,"heritability",1.0007258829837,1081.57037343607,953.21187716522,0.000394473798500714,0.0129701630148934,0.0304139429895944,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,500,"effect_variance",1.00262560710275,1868.54450234476,2018.22109820645,8.13333181908986e-05,0.00349231224864219,0.023289245749008,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,500,"genetic_variance",1.00058706349073,2068.67796705757,1955.34983476437,0.000500554701714562,0.0228413012335551,0.0219144564749761,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,500,"residual_variance",1.00078140356972,1717.45174863229,1932.1472658651,0.000534583550479269,0.0221277587999505,0.0241589559662258,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,500,"heritability",1.00145636815454,2127.39287066611,2059.7177428817,0.000280784316533894,0.0129258907635742,0.021722627992893,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,1000,"effect_variance",1.00092098521396,3380.28334324871,3707.31927705336,6.05845231264075e-05,0.00352725480070508,0.0171761118914055,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,1000,"genetic_variance",0.999726598103589,4106.36888387634,3872.99295354984,0.000354711193577859,0.022711389538678,0.0156182074625499,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,1000,"residual_variance",1.00036439533431,3470.57905418356,3667.01519922764,0.000380498865264192,0.022374637877514,0.0170058111039457,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,1000,"heritability",1.00005734259192,4120.99803852025,4100.77172656505,0.000199864026616932,0.0128266462503274,0.0155819395589732,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,2000,"effect_variance",1.00004252592487,6769.22847581792,7582.79534937996,4.33721526962979e-05,0.0035808089864354,0.0121123893680444,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,2000,"genetic_variance",1.0000799867951,8023.77138269845,8142.55071576917,0.00024935103335016,0.0223161504616803,0.0111735683884337,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,2000,"residual_variance",1.00024113569942,7080.39572663163,7574.99604089634,0.00026679237486912,0.0224161415388907,0.0119017973903426,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",500,2000,"heritability",1.00001785142701,7843.30225390892,7973.68670269834,0.000143252937524974,0.0126850947813725,0.0112930127834232,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,250,"effect_variance",1.00410450146083,803.15289798874,943.492720506963,0.000121276632865665,0.00344607516498879,0.0351926835774807,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,250,"genetic_variance",0.999012845752287,1140.49152797869,915.999462488227,0.000687580369786684,0.023099191416038,0.0297664259065488,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,250,"residual_variance",1.00193959485186,887.203636899648,911.730195737362,0.000731401086217566,0.0218955573907718,0.0334040861880879,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,250,"heritability",0.999719089052426,1108.19809679099,987.727615590625,0.000390709709248543,0.0130252649978054,0.0299962963758797,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,500,"effect_variance",1.00245736056173,1578.19015355423,1854.74223030077,8.81616562327668e-05,0.00356265953904947,0.0247460233756405,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,500,"genetic_variance",0.999748971985656,2044.38579808451,1934.0756265487,0.000504127497857438,0.0225862095628469,0.0223201461252135,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,500,"residual_variance",1.00073570772164,1778.51578272332,1775.1836059255,0.000537439714778979,0.022614978716982,0.023764767657084,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,500,"heritability",1.00177515854106,2039.26864243337,2037.05170471801,0.00028331584724663,0.0127286883942311,0.0222580550699186,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,1000,"effect_variance",1.00087492540689,3183.48145281298,3709.20241191,6.3379978440891e-05,0.00358666498482742,0.0176710059927553,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,1000,"genetic_variance",1.00085563044183,3977.59925001881,3988.05541285404,0.000352360842533027,0.0221778275632138,0.0158879782759916,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,1000,"residual_variance",1.00040399419178,3441.40085073447,3655.39587247432,0.000386170410488309,0.022621105328271,0.0170712440830947,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,1000,"heritability",1.00108559675971,3859.2959063704,3973.36476208323,0.000203228885377105,0.0126347868190811,0.0160848685685925,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,2000,"effect_variance",1.00047108798977,6469.75081471915,7574.38168819302,4.46727192146889e-05,0.00361455802284585,0.0123591097258184,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,2000,"genetic_variance",1.00040241776236,8339.31354542436,7986.31733403156,0.000244136123318536,0.0222845156562892,0.0109554152795614,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,2000,"residual_variance",1.00072255990882,7051.10263468141,7526.27818322355,0.00026923622385135,0.0225974102543231,0.0119144725356235,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_bed_bayesc",1000,2000,"heritability",1.00017439265515,7852.32783897817,7748.72080691423,0.00014284042540015,0.0126717447613977,0.0112723565767588,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,250,"effect_variance",1.00194569820746,214.364877824785,524.756368519461,3.52326455302331e-05,0.000526285709094761,0.0669458526450111,4,250,1000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",250,250,"genetic_variance",0.999154149288254,910.903850052835,993.39155917713,0.000819154476019038,0.0247855381490753,0.0330496949911737,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,250,"residual_variance",1.00013683725096,870.463735473059,850.979597431056,0.000756010801669248,0.0222981964991951,0.0339045716857208,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,250,"heritability",1.00082418766162,881.168446663867,940.546179131116,0.000464048869173353,0.0137836323488525,0.0336666603859313,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,500,"effect_variance",1.00883891356973,439.649470959382,744.249817412506,2.78289611224008e-05,0.000576396651252395,0.0482809208935098,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,500,"genetic_variance",1.00050800162449,1491.03816198027,1895.34029102514,0.000643139299853547,0.024835040423548,0.0258964466691078,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,500,"residual_variance",1.0011244586259,1674.43676609533,1786.55335463181,0.000545344887342473,0.0223034036579253,0.0244511956877349,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,500,"heritability",1.00132273220092,1470.58421068184,1813.36106984786,0.000360111963934692,0.0137769345581257,0.0261387584019768,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,1000,"effect_variance",1.0108641585135,737.109582868551,1315.46347326687,2.07438272328354e-05,0.000558822935196529,0.0371205724144807,4,1000,4000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",250,1000,"genetic_variance",1.00228243440103,2790.16999584619,3447.43430974322,0.000459201929019167,0.0242305649492271,0.0189513504939477,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,1000,"residual_variance",1.00035479135978,3268.5213644716,3549.67997485928,0.000388376345317765,0.0222034316642774,0.0174917261074834,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,1000,"heritability",1.00137916071709,2924.68926717587,3440.62355376521,0.000247573737497761,0.0133803692960144,0.0185027581840739,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,2000,"effect_variance",1.00211810334748,1427.70966027705,2630.10401203019,1.48223447042326e-05,0.000559611214160489,0.0264868614658993,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,2000,"genetic_variance",1.00035251884683,5285.33875677359,7134.0469332037,0.000333700447048545,0.0242226807836922,0.0137763631543709,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,2000,"residual_variance",0.99998885133355,6626.46300949675,7388.70826895807,0.000274373372165722,0.0223301840671439,0.012287107501699,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",250,2000,"heritability",1.00045153804416,5603.91038193087,7140.26362299813,0.000178652867206376,0.0133620120405519,0.0133702070215315,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,250,"effect_variance",1.0155775353808,214.172518796019,268.888671789565,4.41927234856434e-05,0.000621582255201275,0.0710971446109467,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",500,250,"genetic_variance",1.00388890183835,652.06859538806,917.340305118324,0.000978861405073286,0.0248897752606663,0.0393278522936363,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,250,"residual_variance",1.00792292037637,762.973542098691,883.537513022204,0.000807218880967359,0.0223195554494169,0.0361664408055425,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,250,"heritability",1.00629363370323,630.642516864884,917.959376773964,0.000551236336689468,0.0137736653734599,0.0400210344699989,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,500,"effect_variance",1.01219904340724,385.485232921439,553.74721042571,3.06152139825524e-05,0.000580196023247924,0.0527670179660473,4,500,2000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",500,500,"genetic_variance",1.00231986937514,1274.79717051184,1502.10344853722,0.000679695031271842,0.0242268097074545,0.0280554905693052,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,500,"residual_variance",1.00104536797529,1551.52777806372,1682.0528547647,0.000567713539011892,0.022368533546391,0.0253800070458122,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,500,"heritability",1.0017412824744,1308.99325083416,1689.65911333248,0.000370595452217672,0.0134010050170677,0.0276543029232268,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,1000,"effect_variance",1.00286370731791,775.037026827433,1157.58557284617,2.04179901031429e-05,0.00055706813952345,0.0366525899697113,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,1000,"genetic_variance",1.00071168441397,2614.67392939372,3234.03851397701,0.000472016707102136,0.0241044333248463,0.0195821532388232,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,1000,"residual_variance",0.999708733994914,3153.21804887557,3586.94786170457,0.000397809736366913,0.0223278267072976,0.0178167692530905,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,1000,"heritability",1.00050460781394,2724.28551174859,3368.40724493962,0.000254999353065291,0.0132922629571688,0.0191840436716432,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,2000,"effect_variance",1.00500095699651,1387.10639529451,2393.75092001664,1.54009311984084e-05,0.000569284140517173,0.0270531534295287,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,2000,"genetic_variance",1.00087062713521,4950.02933410059,6834.01113078304,0.000342343673982324,0.0240475458687724,0.0142361168931954,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,2000,"residual_variance",0.999815211254348,6620.10154837675,7469.43791630373,0.000272547039011302,0.0221689462391742,0.0122940908454047,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",500,2000,"heritability",1.00065319192714,5380.71054722397,6851.66882143344,0.000180633661078032,0.0132399877355599,0.0136430383989622,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,250,"effect_variance",1.01322524216526,188.402554309417,413.70360428047,3.93223379422184e-05,0.000537646249415417,0.073137937788971,4,250,1000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",1000,250,"genetic_variance",1.00261534840891,755.659958860344,914.092390097023,0.000860856537315693,0.0235874331572823,0.036496406013128,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,250,"residual_variance",0.999970765628494,864.927059262554,880.900507196707,0.000742330949648837,0.0217709957098122,0.034097243853402,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,250,"heritability",0.999281195115792,802.569290585708,881.40436366241,0.000457303187492596,0.0129044489941993,0.0354376376471525,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,500,"effect_variance",1.0082011647299,392.424447660228,764.095174733967,2.70492172350106e-05,0.000532569857666746,0.050789989042032,4,500,2000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_bed_bayesr",1000,500,"genetic_variance",1.00130201570107,1381.55711225033,1850.75735410064,0.000646298707128826,0.0239833460250644,0.0269478123049801,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,500,"residual_variance",0.999383954013573,1627.90821876164,1817.86907453673,0.000552815887255387,0.0222926372838912,0.0247981376189553,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,500,"heritability",1.00013592673541,1444.58789341226,1771.5103854985,0.000346993568458738,0.0131842319914273,0.0263188306064671,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,1000,"effect_variance",1.00487929588407,680.1227374462,1298.17044004096,2.09969619522807e-05,0.000548067919529289,0.0383108757219618,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,1000,"genetic_variance",1.00017498454394,2454.45740561107,3475.42938625927,0.000485825155073464,0.0240530745615914,0.0201980480220704,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,1000,"residual_variance",0.999999743324599,3417.2598595393,3665.31767231198,0.000382682379705466,0.0223607971212125,0.0171139864840702,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,1000,"heritability",0.999905710509992,2749.86732592196,3448.52468305788,0.000253527803012469,0.0132724403617779,0.0191018227320562,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,2000,"effect_variance",1.00174456664481,1378.69186441949,2561.42363488588,1.5348252542752e-05,0.000568484217564311,0.0269985552255295,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,2000,"genetic_variance",0.999787083492166,4909.32550164657,6907.87620767683,0.000341323018326071,0.0238748752300901,0.0142963267885854,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,2000,"residual_variance",0.999731692164369,6770.52097415187,7443.3855632648,0.000269005182428156,0.0221371744805647,0.0121517397201856,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_bed_bayesr",1000,2000,"heritability",0.999758569304191,5327.97616155248,6978.53564502212,0.000180107954958185,0.0131333752973134,0.0137137598584446,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,250,"effect_variance",1.00056780833101,673.848107797624,730.02757348132,7.71585938517764e-05,0.00202148864669113,0.0381691947555943,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,250,"genetic_variance",1.00361410470049,1250.62860147334,1006.360711517,0.000671202437114547,0.0238072534059033,0.0281931907755522,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,250,"residual_variance",1.00340425470445,811.053722289796,733.943044174497,0.000849707006741406,0.0243103673980407,0.0349524543512201,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,250,"heritability",1.00166615973869,1142.30978691609,1052.94834453852,0.000406052970339735,0.0137271213662297,0.0295803438686476,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,500,"effect_variance",1.00165091365276,1285.75719067192,1535.17368993013,5.61158165523074e-05,0.00202045454207774,0.0277738575076281,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
