"architecture","replicate","configuration","method","estimand","available","unavailable_reason","posterior_mean","posterior_sd","posterior_median","lower_95","upper_95","truth","bias","squared_error","interval_coverage","interpretation","chain_count","draws_per_chain"
"sparse_homogeneous",1,"block_csr","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"block_csr","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"block_csr","sbayesc","global_nonnull_proportion",TRUE,"",0.0010062827176772,4.29050803557748e-05,0.00100819125329297,0.000922718153604944,0.00108935282107335,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","heritability",TRUE,"",0.294865625453626,0.0180413369439237,0.295857119955712,0.259446045927129,0.329778528528798,0.3,-0.00513437454637383,2.63618019824515e-05,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"block_csr","sbayesc","vbs",TRUE,"",0.0103032506070059,0.00253332528996741,0.00983073568506075,0.00656593045515239,0.0160865414394531,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","ves",TRUE,"",1.009516815258,0.0300387261032755,1.0098958518694,0.951568700650626,1.06758904610885,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","vgs",TRUE,"",0.422425646946823,0.0306586044197028,0.423576833922362,0.362663069976991,0.481712578463989,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","vld",TRUE,"",-0.000841405382091508,0.00107029025243629,-0.000801361863814992,-0.00291860786478643,0.00111813462736995,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"block_csr","sbayesc","vle",TRUE,"",0.423267052328915,0.0306594513499773,0.424083742991328,0.363628154059901,0.48327692303251,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","global_nonnull_proportion",TRUE,"",0.00101065060510269,4.3008785211386e-05,0.00100733951914711,0.000932606709380317,0.00110332931427375,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","heritability",TRUE,"",0.293332713072094,0.0178881264196384,0.293066269282788,0.259400332516092,0.328492403294944,0.3,-0.00666728692790597,4.44527149790258e-05,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"full_csr","sbayesc","vbs",TRUE,"",0.010291299287035,0.00275161415274866,0.00982224504375641,0.00650212730772115,0.0171329703952872,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","ves",TRUE,"",1.01085818749421,0.0290504800772186,1.01095004658412,0.957469800320861,1.06855534016379,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","vgs",TRUE,"",0.419923111886124,0.0309508252248902,0.419295936343763,0.358831370701551,0.481496200277106,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","vld",TRUE,"",-0.000562157838709394,0.000959661119717819,-0.000525589036994345,-0.0023240636419149,0.00136723090242096,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"full_csr","sbayesc","vle",TRUE,"",0.420485269724833,0.0309170177116064,0.420014660565925,0.359913672865127,0.482436035420089,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","global_nonnull_proportion",TRUE,"",0.00100693572213971,4.47931899263181e-05,0.00100555175373072,0.000925002775086476,0.00109922031482425,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","heritability",TRUE,"",0.292640152371366,0.0185604637306891,0.292361029780833,0.257164037202066,0.329785488367973,0.3,-0.0073598476286339,5.4167357116708e-05,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0995","sbayesc","vbs",TRUE,"",0.0101448120068823,0.00249592792940957,0.00977706499843456,0.00640773617814679,0.0161474002513102,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","ves",TRUE,"",1.01194831426137,0.0305342065049688,1.01110389834224,0.953041225981706,1.06956381267954,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","vgs",TRUE,"",0.418911823677385,0.0310121223559212,0.418435009401517,0.35884783967116,0.480987997683534,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","vld",TRUE,"",-0.000873879263427958,0.0011547559648505,-0.000820144345104995,-0.00310446728061602,0.00123213525253055,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0995","sbayesc","vle",TRUE,"",0.419785702940813,0.0309855436767421,0.419378868499561,0.359854559870332,0.482021312626149,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","global_nonnull_proportion",TRUE,"",0.00100580830776406,4.3916473955827e-05,0.00100550913516637,0.000923338468931445,0.00109326548375407,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","heritability",TRUE,"",0.2947235239063,0.0176955288091322,0.294046884177914,0.261116817487692,0.330384775180097,0.3,-0.00527647609370019,2.78411999673896e-05,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_0999","sbayesc","vbs",TRUE,"",0.0102098484946556,0.00250698494523411,0.00988637388018664,0.00642651731838946,0.0163212538153614,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","ves",TRUE,"",1.009960841477,0.0292497068766487,1.01021777174647,0.951740909710972,1.0655058932159,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","vgs",TRUE,"",0.422332472018559,0.0303648479408548,0.420617805400787,0.363634705470534,0.483502520519007,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","vld",TRUE,"",-0.000838754463132547,0.00112334523822174,-0.00080350804054144,-0.00305808877406058,0.00126741550918279,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_0999","sbayesc","vle",TRUE,"",0.423171226481692,0.0303714793501754,0.421208058436912,0.364843482171081,0.485070376891661,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","global_nonnull_proportion",TRUE,"",0.00100901826961163,4.37336953250257e-05,0.00100941370706945,0.000926024305320681,0.00109515847310802,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","heritability",TRUE,"",0.293744739550113,0.0183488792949078,0.293307081681656,0.259309961411603,0.329665449166667,0.3,-0.00625526044988745,3.91282832959261e-05,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",1,"low_rank_full","sbayesc","vbs",TRUE,"",0.0100791643442746,0.00254741777880571,0.00969072187491971,0.00614616449154644,0.0159999921605297,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","ves",TRUE,"",1.01054958596259,0.0287587921373636,1.01004450168996,0.955246664588993,1.0639733058673,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","vgs",TRUE,"",0.42059938204999,0.0310056927708547,0.419280393135833,0.364580259817568,0.483268362222403,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","vld",TRUE,"",-0.000880781912263868,0.00107042502405708,-0.000809198304030784,-0.00312103843145592,0.00120529383774996,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",1,"low_rank_full","sbayesc","vle",TRUE,"",0.421480163962254,0.0309909995753658,0.419924242904092,0.366038280587254,0.483815123811809,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","global_nonnull_proportion",TRUE,"",0.000979172580297157,4.03923235434725e-05,0.000986113254573983,0.000902523586895519,0.00106357296190414,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","heritability",TRUE,"",0.248369894403271,0.0143391412082916,0.248479349830089,0.219691265156223,0.276081407146799,0.3,-0.0516301055967285,0.00266566780392934,FALSE,"parameter_recovery",4,250
"sparse_homogeneous",2,"bed","bayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"bed","bayesc","vbs",TRUE,"",0.0164403494504244,0.00573396990256079,0.0153867787103793,0.00844935519427892,0.0306986755304875,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","ves",TRUE,"",1.06359327138038,0.0281465168855452,1.06403594531169,1.00927406260606,1.11957231091275,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","vgs",TRUE,"",0.351666336216118,0.0245838735778892,0.350358077169157,0.306779114628919,0.39783217405366,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","vld",TRUE,"",-0.00229861223797877,0.00344756354484742,-0.00239551320287174,-0.00918525818363806,0.00436031425201686,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"bed","bayesc","vle",TRUE,"",0.353964948454097,0.0250618276797678,0.352580284397196,0.307580871030817,0.402998470825955,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","global_nonnull_proportion",TRUE,"",0.00100810730711798,4.55240639821215e-05,0.00100819295949373,0.000924419551149992,0.00109914950161409,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","heritability",TRUE,"",0.276646341353941,0.0172646987448309,0.276065028641046,0.241770527010898,0.309008927701267,0.3,-0.0233536586460587,0.00054539337215663,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"block_csr","sbayesc","vbs",TRUE,"",0.00960461035552031,0.00269816620295167,0.0091194783987232,0.00588737461909308,0.0157599384809279,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","ves",TRUE,"",1.02332153479852,0.0289787259282667,1.02348918106123,0.96601138308697,1.07613594146281,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","vgs",TRUE,"",0.391628164403674,0.0288794558710104,0.391130297538784,0.335945705940385,0.446993734132332,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","vld",TRUE,"",0.000326879613143167,0.000804587602017338,0.000324130642641363,-0.00130977596111042,0.0019068579773423,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"block_csr","sbayesc","vle",TRUE,"",0.391301284790531,0.0288081493234531,0.390910943652483,0.335495589841377,0.446692246045909,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","global_nonnull_proportion",TRUE,"",0.00101008681822646,4.4799539965012e-05,0.0010078023876448,0.000927250606156637,0.00110324478059882,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","heritability",TRUE,"",0.277501043295555,0.0179756973508703,0.277065424104795,0.241515369851919,0.313122702555628,0.3,-0.0224989567044454,0.000506203052788509,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"full_csr","sbayesc","vbs",TRUE,"",0.00950628738407594,0.00248936106295616,0.00907690093026668,0.00580651954193506,0.0152252411660926,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","ves",TRUE,"",1.02209260137421,0.0300961204059052,1.02103890298992,0.965967980641284,1.0834072231225,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","vgs",TRUE,"",0.392834561601858,0.0298838405452233,0.392862211969971,0.333721910272927,0.45032646562002,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","vld",TRUE,"",0.000141402106125695,0.000612420029222426,4.3829669975487e-05,-0.00123225419111737,0.00146499893179677,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"full_csr","sbayesc","vle",TRUE,"",0.392693159495733,0.029846381952923,0.392923497514348,0.333916990388062,0.449901395629249,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","global_nonnull_proportion",TRUE,"",0.00100702461570526,4.60287506016283e-05,0.0010082532615053,0.000916353219785826,0.00110052706270484,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","heritability",TRUE,"",0.274610773651918,0.0176623799118869,0.273689712324518,0.239662826653648,0.31003732877753,0.3,-0.0253892263480817,0.000644612814554127,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0995","sbayesc","vbs",TRUE,"",0.00954600762670189,0.00243325284907997,0.00917976423906036,0.00596917092390045,0.0155650986522432,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","ves",TRUE,"",1.02546193426982,0.0297803822753097,1.0253637182223,0.968201857530157,1.08316362683019,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","vgs",TRUE,"",0.388433257024592,0.0289231856658799,0.386551858808546,0.333772283383756,0.448941525634474,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","vld",TRUE,"",0.000450706059202108,0.000788674937254991,0.000454516368793345,-0.00106043975763294,0.00202350576039805,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0995","sbayesc","vle",TRUE,"",0.387982550965389,0.028815862292922,0.386067578632139,0.333538872251042,0.447729913321283,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","component_proportion_0",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","component_proportion_1",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","component_proportion_2",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","component_proportion_3",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","effect_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","genetic_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","global_nonnull_proportion",TRUE,"",0.00100724346325734,4.47463527992836e-05,0.00100814666376486,0.00092013555638925,0.00109678611194773,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","heritability",TRUE,"",0.275567872539705,0.018360824460289,0.275179123774646,0.239432168410131,0.311254201451857,0.3,-0.0244321274602949,0.000596928852236098,TRUE,"parameter_recovery",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","residual_variance",FALSE,"not returned as identifiable per-chain draws by installed model",,,,,,,,,,"unavailable",4,0
"sparse_homogeneous",2,"low_rank_0999","sbayesc","vbs",TRUE,"",0.00944503006870194,0.00239214167317434,0.0090665818922297,0.00583875442465075,0.0152994691854668,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","ves",TRUE,"",1.02462569593215,0.0311165000141124,1.02452851456692,0.960433304217912,1.08532155778182,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","vgs",TRUE,"",0.38999785266596,0.0300543244738533,0.389626987191902,0.334635104538892,0.447310839534336,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","vld",TRUE,"",0.000325310281850611,0.000823067371399401,0.000358453976302658,-0.00136609380681863,0.0019308769695908,,,,,"posterior_behaviour",4,250
"sparse_homogeneous",2,"low_rank_0999","sbayesc","vle",TRUE,"",0.38967254238411,0.0299461077322492,0.389199795143311,0.334177670503138,0.447313329066243,,,,,"posterior_behaviour",4,250
