"replicate","method","trait","metric","value","architecture","simulation_seed","causal_selection_seed","mcmc_seed","sblr_version","qgg_version","sblrbench_commit","method_controls","runtime","convergence_status","status","reason"
1,"st_bed_bayesr","D1","exact_coverage_fraction",1,"separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","causal_loci_detected",7,"separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","sets_without_exact_causal",0,"separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_csr_sbayesc","D1","number_of_credible_sets",8,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","mean_set_size",1,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","median_set_size",1,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","exact_coverage_fraction",1,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","causal_loci_detected",8,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","sets_without_exact_causal",0,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesr","D1","number_of_credible_sets",8,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","mean_set_size",1,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","median_set_size",1,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","exact_coverage_fraction",1,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","causal_loci_detected",8,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","sets_without_exact_causal",0,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
2,"st_bed_bayesc","D1","number_of_credible_sets",6,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","mean_set_size",1,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","median_set_size",1,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","exact_coverage_fraction",1,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","causal_loci_detected",6,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","sets_without_exact_causal",0,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","sets_without_causal_or_proxy",0,"separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesr","D1","number_of_credible_sets",6,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","mean_set_size",1,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","median_set_size",1,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","exact_coverage_fraction",1,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","causal_loci_detected",6,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","sets_without_exact_causal",0,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","sets_without_causal_or_proxy",0,"separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_csr_sbayesc","D1","number_of_credible_sets",6,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","mean_set_size",1,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","median_set_size",1,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","exact_coverage_fraction",1,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","causal_loci_detected",6,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","sets_without_exact_causal",0,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","sets_without_causal_or_proxy",0,"separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesr","D1","number_of_credible_sets",6,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","mean_set_size",1,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","median_set_size",1,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","exact_coverage_fraction",1,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","causal_loci_detected",6,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","sets_without_exact_causal",0,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
2,"st_csr_sbayesr","D1","sets_without_causal_or_proxy",0,"separated",3003,2003,10204,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10204,""convergence"":""core"",""verbose"":false}",54.8099999999999,"reported","ok",""
3,"st_bed_bayesc","D1","number_of_credible_sets",8,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","mean_set_size",1,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","median_set_size",1,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","exact_coverage_fraction",1,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","ld_proxy_coverage_fraction",1,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","causal_loci_detected",8,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","sets_without_exact_causal",0,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesc","D1","sets_without_causal_or_proxy",0,"separated",3004,2004,10301,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10301,""convergence"":""core"",""verbose"":false}",69.28,"reported","ok",""
3,"st_bed_bayesr","D1","number_of_credible_sets",7,"separated",3004,2004,10302,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10302,""convergence"":""core"",""verbose"":false}",92.7199999999998,"reported","ok",""
3,"st_bed_bayesr","D1","mean_set_size",1,"separated",3004,2004,10302,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10302,""convergence"":""core"",""verbose"":false}",92.7199999999998,"reported","ok",""
3,"st_bed_bayesr","D1","median_set_size",1,"separated",3004,2004,10302,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10302,""convergence"":""core"",""verbose"":false}",92.7199999999998,"reported","ok",""
