"replicate","method","trait","study","scenario","metric","value","status.x","reason.x","architecture","simulation_seed","causal_selection_seed","mcmc_seed","sblr_version","qgg_version","sblrbench_commit","method_controls","runtime","convergence_status","status.y","reason.y"
1,"st_bed_bayesr","D1","01_finemapping","separated","pip_brier",5.90162933326314e-05,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","effect_rmse",0.00045678423054594,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","average_precision",0.800323765856085,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_mean",3528.3,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_worst",32172,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10102,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",86.0899999999999,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","pip_brier",9.42788555184123e-05,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","effect_rmse",0.00100033347080469,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","average_precision",0.800350770556986,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_mean",1108.5,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_worst",6452,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10103,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",22.25,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","pip_brier",8.70685162275276e-05,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","effect_rmse",0.000910473648591713,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","average_precision",0.80019874175371,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_mean",1930.9,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_worst",10782,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10104,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",53.8300000000002,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","pip_brier",6.96447053249454e-05,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","effect_rmse",0.000913517448370731,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","average_precision",0.800110094450882,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_mean",3575.3,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_worst",21619,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3003,2003,10201,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",76.8,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","pip_brier",7.3315364165197e-05,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","effect_rmse",0.000939847511265261,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","average_precision",0.800106004329982,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_mean",3695.6,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_worst",22113,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3003,2003,10202,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",91.0599999999999,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","pip_brier",9.68727330157142e-05,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","effect_rmse",0.00114466307708383,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","average_precision",0.800094784560829,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_mean",4085.4,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_worst",23711,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
2,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3003,2003,10203,"0.2.0","1.1.6","ae5e9f06ffa72127f5bd2b6bac8174e333d51221","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10203,""convergence"":""core"",""verbose"":false}",20.96,"reported","ok",""
