"study","architecture","replicate","method","method_label","prior_class","model_specification","estimand_id","estimand_label","truth","truth_type","posterior_mean","posterior_sd","posterior_median","lower_95","upper_95","bias","absolute_error","squared_error","relative_error","covered_95","interval_width_95","n_posterior_draws","status","reason"
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",0.00101694630446454,4.53689844881497e-05,0.0010150064914203,0.000938684575829363,0.00111212124254565,-0.000299154877394321,0.000299154877394321,8.94936406688114e-08,-0.227303858941753,FALSE,0.00017343666671629,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00852938484405529,"realized_quantity",0.00909862289424103,0.00212088832919439,0.00885978527638343,0.00557164874992051,0.0140691502652763,0.000569238050185742,0.000569238050185742,3.24031957779266e-07,0.0667384648005985,TRUE,0.00849750151535583,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.41926320306751,0.0252145055643828,0.418943127378489,0.371180494633323,0.467461029715306,-0.00930822550391913,0.00930822550391913,8.66430620318106e-05,-0.021719192842478,TRUE,0.0962805350819823,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.291805161334678,0.0144738171602196,0.291902460162561,0.264496184741476,0.320317237765549,-0.00819483866532178,0.00819483866532178,6.71553807506529e-05,-0.0273161288844059,TRUE,0.0558210530240726,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.01700701801255,0.0238111968515243,1.01830987243021,0.969120752810896,1.06165260863583,0.0170070180125479,0.0170070180125479,0.000289238661679128,0.0170070180125479,TRUE,0.0925318558249379,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.426469242202764,"realized_quantity",0.350932839847969,0.080687785300103,0.342563196377559,0.219275010245227,0.546375268047302,-0.0755364023547951,0.0755364023547951,0.0057057480807055,-0.177120399034267,TRUE,0.327100257802075,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",0.0099858462906912,0.000141418252648649,0.00998312013889885,0.00971593904167787,0.0102547654347162,0.00866974510883234,0.00866974510883234,7.51644802521223e-05,6.58744572859299,FALSE,0.000538826393038374,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00852938484405529,"realized_quantity",0.00410078401405323,0.00058539013633968,0.00404058260235086,0.00315494432360713,0.00547044617567024,-0.00442860083000206,0.00442860083000206,1.96125053114949e-05,-0.519216908484163,FALSE,0.00231550185206311,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.537861622175041,0.029486168498339,0.537788730119011,0.48322008351201,0.599148186967665,0.109290193603612,0.109290193603612,0.0119443464179151,0.255010451741762,FALSE,0.115928103455656,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.375229672565142,0.0175896322314073,0.37499504823544,0.341615721397482,0.409681488077735,0.0752296725651417,0.0752296725651417,0.00565950363425843,0.250765575217139,FALSE,0.0680657666802527,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",0.895250147889007,0.0270070392404854,0.89571845564812,0.839509497212298,0.944271890464042,-0.104749852110993,0.104749852110993,0.0109725315172749,-0.104749852110993,FALSE,0.104762393251745,500,"ok",
"03_parameter_estimation","sparse_homogeneous",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.426469242202764,"realized_quantity",1.55540310572121,0.22078160497722,1.52121326112683,1.20292055402345,2.09435392370757,1.12893386351844,1.12893386351844,1.27449166819868,2.64716362119661,FALSE,0.891433369684119,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",0.000964314033613358,4.36608827449894e-05,0.000965004460893147,0.000881829377183453,0.00105659381624481,-0.000351787148245502,0.000351787148245502,1.23754197670703e-07,-0.267294910979898,FALSE,0.000174764439061355,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","effect_variance","Nonzero effect variance",0.00849680704219547,"realized_quantity",0.0228745015316248,0.00852254642958013,0.0213189170458586,0.011627108995919,0.0423711970508608,0.0143776944894293,0.0143776944894293,0.000206718098831365,1.69212910426577,FALSE,0.0307440880549418,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.402579450618235,0.0214656538046243,0.400786722180916,0.364351702225828,0.444543505143005,-0.025991977953194,0.025991977953194,0.000675582917919321,-0.0606479485574525,TRUE,0.0801918029171774,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","heritability","Heritability",0.3,"realized_quantity",0.279018240603394,0.0111565869379261,0.278717539836511,0.25669289514424,0.301495340081708,-0.0209817593966057,0.0209817593966057,0.000440234227377051,-0.0699391979886856,TRUE,0.0448024449374675,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","residual_variance","Residual variance",1,"realized_quantity",1.03968729069699,0.0201331081078197,1.03911439099902,1.00191507800646,1.08106296126404,0.0396872906969927,0.0396872906969927,0.00157508104286761,0.0396872906969927,FALSE,0.0791478832575878,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesc","st_bed_bayesc","BayesC","misspecified","total_marker_effect_variance","Total marker-effect variance",0.424840352109774,"realized_quantity",0.838076142861006,0.315491247378814,0.785289897804823,0.429793218137786,1.55574650127926,0.413235790751232,0.413235790751232,0.170763818757796,0.972684889039109,FALSE,1.12595328314147,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesr","st_bed_bayesr","BayesR","matched","effect_variance","Nonzero effect variance",0.00849680704219547,"realized_quantity",0.00370388536224269,0.000539057540738625,0.00364569740073147,0.00284097310544949,0.00494835583601232,-0.00479292167995277,0.00479292167995277,2.29720982301613e-05,-0.564085032901294,FALSE,0.00210738273056283,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesr","st_bed_bayesr","BayesR","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.430667456038169,0.0232397547021353,0.431030600644492,0.387494473776068,0.47854058003687,0.00209602746673981,0.00209602746673981,4.39333114132772e-06,0.00489073075572623,TRUE,0.0910461062608018,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesr","st_bed_bayesr","BayesR","matched","heritability","Heritability",0.3,"realized_quantity",0.299622961412924,0.0128183366270361,0.298759254552331,0.275847082758622,0.324642972830421,-0.000377038587075884,0.000377038587075884,1.42158096144179e-07,-0.00125679529025295,TRUE,0.048795890071799,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_bed_bayesr","st_bed_bayesr","BayesR","matched","residual_variance","Residual variance",1,"realized_quantity",1.00620372248295,0.0209713604604062,1.00636981065209,0.965857710576024,1.04315057192097,0.00620372248295098,0.00620372248295098,3.84861726454715e-05,0.00620372248295098,TRUE,0.0772928613449496,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",0.000994890499890393,4.30340952855428e-05,0.000991931615715493,0.000914138696556988,0.00108005087512579,-0.000321210681968467,0.000321210681968467,1.03176302210648e-07,-0.244062300373281,FALSE,0.000165912178568806,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","effect_variance","Nonzero effect variance",0.00849680704219547,"realized_quantity",0.0122517748578544,0.00350633088187227,0.0115068663746928,0.0072981952067981,0.0217548495384432,0.0037549678156589,0.0037549678156589,1.40997832966342e-05,0.44192692584539,TRUE,0.0144566543316451,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.432708512193653,0.0247126400648599,0.433259563653906,0.380445060476788,0.479054551369929,0.0041370836222242,0.0041370836222242,1.71154608972757e-05,0.00965319511852313,TRUE,0.0986094908931405,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","heritability","Heritability",0.3,"realized_quantity",0.300879508149687,0.0138974410277586,0.301074415950387,0.271927596622538,0.327438441892802,0.000879508149687291,0.000879508149687291,7.73534585366363e-07,0.00293169383229097,TRUE,0.0555108452702636,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","residual_variance","Residual variance",1,"realized_quantity",1.00490968574324,0.0221460387512402,1.00466619844848,0.963145478570847,1.04624650771124,0.00490968574323936,0.00490968574323936,2.41050140973678e-05,0.00490968574323936,TRUE,0.0831010291403971,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesc","st_csr_sbayesc","BayesC","misspecified","total_marker_effect_variance","Total marker-effect variance",0.424840352109774,"realized_quantity",0.462504387806966,0.131639984549686,0.436090056311232,0.277208387834315,0.819120835425717,0.0376640356971923,0.0376640356971923,0.00141857958499938,0.0886545628496709,TRUE,0.541912447591401,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",0.0099524436068886,0.000141319096930068,0.00994931137772564,0.0096815360789696,0.0102305307254126,0.00863634242502974,0.00863634242502974,7.45864104823685e-05,6.5620657013861,FALSE,0.000548994646442983,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","effect_variance","Nonzero effect variance",0.00849680704219547,"realized_quantity",0.00468539358418298,0.000712906727932463,0.00461868828691277,0.00347393843614788,0.00610764131512508,-0.00381141345801249,0.00381141345801249,1.45268725479187e-05,-0.448570085101952,FALSE,0.00263370287897721,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.560342461349871,0.032341573881651,0.559731056125542,0.501962751904617,0.620770112431534,0.131771032778442,0.131771032778442,0.0173636050794973,0.307465743149698,FALSE,0.118807360526917,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","heritability","Heritability",0.3,"realized_quantity",0.389325441742325,0.0185442815379814,0.388673399775263,0.35292761743629,0.425819377517342,0.0893254417423254,0.0893254417423254,0.00797903454246156,0.297751472474418,FALSE,0.0728917600810516,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","residual_variance","Residual variance",1,"realized_quantity",0.878502831279838,0.0282848206759989,0.879171785152078,0.82130099181306,0.932019400035357,-0.121497168720162,0.121497168720162,0.0147615620070156,-0.121497168720162,FALSE,0.110718408222297,500,"ok",
"03_parameter_estimation","sparse_mixture",1,"st_csr_sbayesr","st_csr_sbayesr","BayesR","matched","total_marker_effect_variance","Total marker-effect variance",0.424840352109774,"realized_quantity",1.77118575466176,0.268211646131303,1.74576172474084,1.31212569174829,2.32700978301654,1.34634540255198,1.34634540255198,1.81264594297286,3.16906196849235,FALSE,1.01488409126825,500,"ok",
