"architecture","method","burnin_candidate","retained_draw_candidate","estimand","rhat","ess_bulk","ess_tail","mcse_mean","posterior_sd","relative_mcse","chain_count","draws_per_chain","total_draws","rhat_pass","ess_bulk_pass","ess_tail_pass","relative_mcse_pass","chain_count_pass","finite_pass","overall_pass","status","reason"
"sparse_homogeneous","st_bed_bayesc",1000,500,"heritability",1.00197952080896,2085.21157669691,1824.78432967085,0.000276417679246928,0.0126293165753863,0.0218869863303331,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,1000,"effect_variance",0.999538330173862,3267.40038005284,3727.46678803454,6.13293351170209e-05,0.00352827439137471,0.0173822464791706,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,1000,"genetic_variance",0.999964120235637,4379.08476168075,4143.59449773695,0.0003408045281013,0.0225320032534162,0.0151253541138038,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,1000,"residual_variance",1.00064140316319,3204.7437220091,3682.7581426463,0.00039223962487834,0.0222480126603182,0.0176303219018723,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,1000,"heritability",0.999985771799169,4223.72463904259,3719.40860257854,0.000195684251427953,0.0127266028264936,0.0153760005003524,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,2000,"effect_variance",0.99971203224193,6466.57112042929,7420.50389590205,4.29738845156396e-05,0.00349613869115316,0.012291813429594,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,2000,"genetic_variance",0.999981739326522,8782.08716651412,7905.82773060379,0.000237137963697457,0.0222002349571749,0.0106817772043812,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,2000,"residual_variance",1.00033698552233,6708.73088169235,7514.71918944033,0.000273232361995748,0.0224005830207956,0.0121975558288859,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_bed_bayesc",1000,2000,"heritability",1.00012266742679,8606.51384368846,7545.9973798007,0.000135325140342128,0.0125533394359528,0.0107800112497999,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,250,"effect_variance",1.01005204256991,189.579366483873,370.529652912539,3.99476705117916e-05,0.000555216131813453,0.0719497655468223,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",250,250,"genetic_variance",1.0069086737312,826.776175678342,916.876860951553,0.000814091737849549,0.023383292472215,0.034815103083404,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,250,"residual_variance",1.00750659390687,873.770850302762,713.16344463251,0.000772655752101942,0.0228713070836821,0.0337827544912466,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,250,"heritability",1.01062072561827,852.035353621651,1032.38133694563,0.000448333034308977,0.013081554805418,0.0342721519710556,4,250,1000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",250,500,"effect_variance",1.01200869495249,309.83127872509,624.505798915915,3.14118999622952e-05,0.000557255539945332,0.0563689325823065,4,500,2000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",250,500,"genetic_variance",1.00454839382051,1143.93472797751,1725.85562956868,0.000700241285858723,0.0237712546878659,0.0294574811070516,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,500,"residual_variance",1.00118304597856,1749.37811075914,1892.73975346627,0.000535241299429926,0.0224199846722584,0.0238734016661578,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,500,"heritability",1.00332979628086,1292.88248210276,1733.23468118853,0.000364245324832621,0.0130937544939276,0.0278182491508867,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,1000,"effect_variance",1.00279810579323,707.717521659636,1152.85316356773,2.06001561123564e-05,0.00054875479417905,0.0375398198446261,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,1000,"genetic_variance",0.999838016128364,2450.48432237207,3680.82606067494,0.000482719494712471,0.0239352335217832,0.0201677370004831,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,1000,"residual_variance",1.00005426857074,3530.56352677289,3890.4390052298,0.000372200922766341,0.0221279786402647,0.0168203760866379,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,1000,"heritability",0.999997935187163,2635.57626986339,3625.4986553186,0.00025572209677946,0.0131321277896977,0.0194730131228297,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,2000,"effect_variance",1.00462328818339,1402.89192758488,2523.85997830603,1.495096425197e-05,0.00055740817532973,0.0268222909416889,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,2000,"genetic_variance",1.00106993176153,4805.97337303554,7328.00306736729,0.000342233609401978,0.0237423245522048,0.0144144946148585,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,2000,"residual_variance",1.00038032991121,7135.82077505109,7647.25955503888,0.000261177766959051,0.0220733359113393,0.0118322743788301,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",250,2000,"heritability",1.00105582817686,5033.83446979707,6541.90016646721,0.00018365164745678,0.0130301898175009,0.0140943186575929,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,250,"effect_variance",1.01890483304527,144.391237301319,249.627905214491,4.62732990305197e-05,0.000559508865324872,0.0827034241962398,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",500,250,"genetic_variance",1.0049570617968,557.617068429009,785.514466504822,0.00101387245173777,0.0241294975330828,0.0420179678564667,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,250,"residual_variance",1.00135710983781,894.971675567547,949.297178173566,0.000733371439289178,0.0219661361487474,0.0333864560577714,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,250,"heritability",1.00468958709592,655.29864457808,831.289072277122,0.000512828136678298,0.0131006884147339,0.0391451289003667,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,500,"effect_variance",1.01714243396434,331.773758312343,448.777392886539,3.0045387370501e-05,0.000546561923950479,0.0549716071572217,4,500,2000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",500,500,"genetic_variance",1.00365973756452,1187.24666197924,1783.63527871411,0.000693925688719601,0.0238655325877538,0.0290764803244189,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,500,"residual_variance",0.999443567454909,1754.71047544586,1843.80768038136,0.000519687994843857,0.0217748327648011,0.0238664517177799,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,500,"heritability",1.00259194013993,1332.92552765127,1735.99175853337,0.000356226543424558,0.0129767205066609,0.0274511994954124,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,1000,"effect_variance",1.00716967848632,767.720848580971,1381.40533734246,1.94807574379058e-05,0.000539990670691918,0.0360761000054761,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,1000,"genetic_variance",1.00251913526295,2450.37296353779,3553.83361613868,0.000482320934606494,0.0239138322975258,0.0201691192196073,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,1000,"residual_variance",1.00014743102976,3597.86202156275,3882.0515787258,0.000366133637719948,0.0219748838307749,0.016661459534416,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,1000,"heritability",1.00199571168617,2561.83063936586,3350.41662554822,0.000258351646761252,0.0130771367074321,0.0197559796568023,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,2000,"effect_variance",1.00514876128796,1437.87579304774,2629.74377316906,1.4694831486857e-05,0.000555178553456678,0.0264686584079363,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,2000,"genetic_variance",1.00139429358723,4674.83102103516,7261.95210947351,0.000347366736510856,0.0237443837744029,0.0146294273126316,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,2000,"residual_variance",0.999916713913186,7230.85950953582,7809.11999184043,0.000257653404799932,0.0219189081362711,0.0117548466920928,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",500,2000,"heritability",1.00115431677412,4977.9855171876,6236.31474377728,0.000184543528990297,0.0130116790487684,0.0141829143109524,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,250,"effect_variance",1.00695333568783,206.268472722116,472.117837980454,3.73192223185145e-05,0.000546740714113471,0.068257624418966,4,250,1000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture","st_bed_bayesr",1000,250,"genetic_variance",1.00234408720426,661.3289933661,976.27079730146,0.000954480137036952,0.0245935708765421,0.0388101484663765,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,250,"residual_variance",0.997316134394662,898.602644977973,976.395223653319,0.000734081665693378,0.022081759388885,0.0332438033023259,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,250,"heritability",1.00108472827716,734.783150229848,637.925823557128,0.000495621843539373,0.013481237888661,0.0367638229984978,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,500,"effect_variance",1.0026401162317,460.752948849536,875.277915119166,2.45621249400517e-05,0.000533260116775442,0.0460603074697875,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,500,"genetic_variance",1.00108271947579,1326.11060797195,1796.24860405409,0.000657188541825685,0.0239539330735369,0.0274355171573772,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,500,"residual_variance",1.00012664372176,1826.76078274308,1899.95811740713,0.000517870900376447,0.0221782854503721,0.0233503577873626,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,500,"heritability",1.00142614331615,1374.5804313951,1726.81598002684,0.00035490002177712,0.0131731482768201,0.0269411695912975,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,1000,"effect_variance",1.00243506500394,745.677211604357,1638.99897697856,2.02213422413645e-05,0.000554109557040341,0.0364934009609446,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,1000,"genetic_variance",1.00131600900143,2418.67638600577,3693.71767801753,0.000483015970213948,0.0237497730981259,0.0203377088369768,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,1000,"residual_variance",0.999701565101337,3626.92694911714,3729.50199871955,0.000365370201063757,0.0220304371837518,0.0165847912148212,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,1000,"heritability",1.00102213763423,2507.33651866304,2883.07970682709,0.000259755708848023,0.0130188195208071,0.0199523242820036,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,2000,"effect_variance",1.00476349384421,1457.09546355556,2765.72242197189,1.47034644684268e-05,0.000559878076839695,0.0262619042907028,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,2000,"genetic_variance",1.0015636723755,4611.21857098449,6878.86743335411,0.000349078801097156,0.0236944257277416,0.0147325284481764,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,2000,"residual_variance",0.999782399577451,7110.0542076665,7419.17552528569,0.000262286353576509,0.0221358702411392,0.0118489289428998,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture","st_bed_bayesr",1000,2000,"heritability",1.00119639746829,4808.45481136153,5936.9887365252,0.000187180032621072,0.013013067455819,0.0143840054050724,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,250,"effect_variance",1.00581308609294,533.87800982205,663.770999132728,8.91472906668721e-05,0.00207980741700239,0.0428632429801407,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,250,"genetic_variance",1.00447178400787,1253.93137441809,1037.12290318406,0.000673311075551493,0.023917713568124,0.028151147208688,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,250,"residual_variance",0.999881382646947,770.309187745556,874.983631454692,0.000874993400135188,0.0243649114194964,0.0359120287806601,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,250,"heritability",1.00122862214754,1121.34175820031,900.758159063517,0.000409083735856259,0.0137222132428582,0.0298117897321824,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,500,"effect_variance",1.00105032260949,1303.75662434902,1723.06910265152,5.66610955700481e-05,0.00207224900726319,0.0273428026127421,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,500,"genetic_variance",1.00091317063215,2579.08259584472,2086.69473861032,0.000473128811958543,0.0240509122830928,0.0196719694616799,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,500,"residual_variance",1.00023956569632,1462.77601167784,1671.11705700505,0.000629782911176267,0.0240034054032677,0.0262372317842256,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous","st_csr_sbayesc",250,500,"heritability",1.00183264081647,2338.55874967385,1951.01230924219,0.000284923045443841,0.0137746427729144,0.0206846050486403,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
