"architecture","replicate","comparison_id","posterior_mean_effect_correlation","posterior_mean_effect_rmse","nonnull_probability_correlation","high_pip_overlap","component_probability_agreement"
"sparse_mixture",1,"block_eigen_hard_minus_bed",0.968108448803664,0.000722307414035854,0.830003484619557,0.533333333333333,0.999851237831264
"sparse_mixture",1,"block_eigen_ridge_fixed_minus_bed",0.967679200038677,0.000726742585580963,0.828508362129385,0.533333333333333,0.99984890047288
"sparse_mixture",1,"block_eigen_unfiltered_minus_bed",0.968094162069887,0.000723039275358255,0.829945707628021,0.533333333333333,0.999850438622932
"sparse_mixture",1,"full_csr_minus_bed",0.969021201796127,0.000711020982292782,0.831378277272664,0.571428571428571,0.999854067792619
"sparse_mixture",1,"hard_minus_unfiltered_block_eigen",0.999827337839225,5.33244794198777e-05,0.99407762048487,1,0.999993775901822
"sparse_mixture",1,"ridge_fixed_minus_unfiltered_block_eigen",0.999830403858348,5.28602539252669e-05,0.994109593304548,1,0.999993832539765
"sparse_mixture",1,"unfiltered_block_eigen_minus_block_csr",0.999837158787726,5.18756492947536e-05,0.994054167571305,1,0.999993789470414
"sparse_mixture",2,"block_csr_minus_bed",0.960778195111602,0.000867219299739439,0.783009109756518,0.4,0.999800018993788
"sparse_mixture",2,"block_csr_minus_full_csr",0.999064753525311,0.000134343099717485,0.99053297358411,0.947368421052632,0.999989492448267
"sparse_mixture",2,"block_eigen_hard_minus_bed",0.960438562938528,0.000870537998335869,0.780468527100619,0.4,0.999796499988654
"sparse_mixture",2,"block_eigen_ridge_fixed_minus_bed",0.960530194843265,0.000868854794731199,0.782246222668614,0.4,0.999798956526004
"sparse_mixture",2,"block_eigen_unfiltered_minus_bed",0.960401163042654,0.000870846346445927,0.781722763601713,0.4,0.99979786939493
"sparse_mixture",2,"full_csr_minus_bed",0.960235784545506,0.000872676746643395,0.781564455736113,0.421052631578947,0.999796307795837
"sparse_mixture",2,"hard_minus_unfiltered_block_eigen",0.99985531426669,5.28336022085213e-05,0.994899086934936,1,0.999993947765004
"sparse_mixture",2,"ridge_fixed_minus_unfiltered_block_eigen",0.999848914620929,5.400088738836e-05,0.994808637437172,1,0.999993920368553
"sparse_mixture",2,"unfiltered_block_eigen_minus_block_csr",0.999856280377266,5.26652383177952e-05,0.994893736929067,1,0.999993979938198
"sparse_mixture",3,"block_csr_minus_bed",0.959920827297458,0.000921549413927979,0.756714950967066,0.5,0.999787808847326
"sparse_mixture",3,"block_csr_minus_full_csr",0.999028376684781,0.000146760617230626,0.990918956555188,1,0.999989782323594
"sparse_mixture",3,"block_eigen_hard_minus_bed",0.959602937333215,0.000924180284232625,0.755131660410691,0.5,0.999785000280987
"sparse_mixture",3,"block_eigen_ridge_fixed_minus_bed",0.959892300888979,0.000920934739675024,0.756743891040486,0.5,0.999787623444705
"sparse_mixture",3,"block_eigen_unfiltered_minus_bed",0.959659975093805,0.000924974863014231,0.756597860009584,0.538461538461538,0.999786970237766
"sparse_mixture",3,"full_csr_minus_bed",0.957246702390812,0.000962524093796689,0.747583102004144,0.5,0.999772279735222
"sparse_mixture",3,"hard_minus_unfiltered_block_eigen",0.999860138479492,5.43100220352482e-05,0.994776452968229,0.928571428571429,0.999994005127585
"sparse_mixture",3,"ridge_fixed_minus_unfiltered_block_eigen",0.999865179177958,5.33575461005189e-05,0.994727810967663,0.928571428571429,0.999993979046884
"sparse_mixture",3,"unfiltered_block_eigen_minus_block_csr",0.999872343290911,5.18360919595214e-05,0.994819784050897,0.928571428571429,0.999994028858706
"sparse_mixture",4,"block_csr_minus_bed",0.964047784085244,0.000869230103543701,0.801220116836965,0.529411764705882,0.999810493971514
"sparse_mixture",4,"block_csr_minus_full_csr",0.999143077024314,0.000133358114473098,0.990735111943156,1,0.999989450433465
"sparse_mixture",4,"block_eigen_hard_minus_bed",0.964116037143383,0.000867994385113948,0.800335733447634,0.529411764705882,0.999810144118872
"sparse_mixture",4,"block_eigen_ridge_fixed_minus_bed",0.964364454680214,0.000865566701950756,0.800535719966109,0.5625,0.999811219910623
"sparse_mixture",4,"block_eigen_unfiltered_minus_bed",0.964476146008367,0.000865468859761634,0.801616184633257,0.529411764705882,0.999811685192814
"sparse_mixture",4,"full_csr_minus_bed",0.962448857097778,0.00089142404538258,0.794815298177996,0.529411764705882,0.999800675348529
"sparse_mixture",4,"hard_minus_unfiltered_block_eigen",0.999851290815585,5.53464217915192e-05,0.994977925433406,1,0.999993958164545
"sparse_mixture",4,"ridge_fixed_minus_unfiltered_block_eigen",0.999851452188588,5.52947862162416e-05,0.994880420413777,0.941176470588235,0.999993887054011
"sparse_mixture",4,"unfiltered_block_eigen_minus_block_csr",0.999853199773717,5.49463749044754e-05,0.99500196275696,1,0.999993973981949
"sparse_mixture",5,"block_csr_minus_bed",0.958294766583594,0.000846773009925958,0.813484343967854,0.529411764705882,0.999809733751928
"sparse_mixture",5,"block_csr_minus_full_csr",0.998342158628447,0.000172675127964632,0.989783556892829,0.894736842105263,0.999987368695362
"sparse_mixture",5,"block_eigen_hard_minus_bed",0.95905206749405,0.000837660403138198,0.815441216168072,0.5,0.999812286000906
"sparse_mixture",5,"block_eigen_ridge_fixed_minus_bed",0.958505665982161,0.000844007208671212,0.813928321826811,0.5,0.999809609086224
"sparse_mixture",5,"block_eigen_unfiltered_minus_bed",0.95851021980366,0.000844191920511644,0.814066246841852,0.5,0.999810122080688
"sparse_mixture",5,"full_csr_minus_bed",0.954813042900441,0.000887513004861429,0.804084921255266,0.473684210526316,0.999792977311161
"sparse_mixture",5,"hard_minus_unfiltered_block_eigen",0.999838509964744,5.33169548249814e-05,0.994976238589652,1,0.999993793991118
"sparse_mixture",5,"ridge_fixed_minus_unfiltered_block_eigen",0.999844459003066,5.22232282122174e-05,0.995073609624891,1,0.99999386539084
"sparse_mixture",5,"unfiltered_block_eigen_minus_block_csr",0.999842036174775,5.2663915348535e-05,0.99511615823939,0.944444444444444,0.999993932697557
