"architecture","replicate","configuration","method","vgs_posterior_mean","ves_posterior_mean","vbs_posterior_mean","pis_posterior_mean","vld_posterior_mean","vle_posterior_mean","benchmark_heritability","package_reported_heritability","marker_effect_variance","operator_diagonal_minimum","operator_diagonal_mean","log_cpo","mean_log_cpo"
"sparse_mixture",3,"block_eigen_hard","sbayesr",0.62922113135852,0.775275285409419,0.00534706435683375,0.00995408669840745,0.00209406029922443,0.627127071059296,0.448004796485347,,1.04985479529961e-05,,,,
"sparse_mixture",3,"block_eigen_ridge_fixed","sbayesr",0.62874046013077,0.775708327258749,0.00535804128936605,0.00995262988714466,0.00212083733916798,0.626619622791602,0.447677740745125,,1.04949527882589e-05,,,,
"sparse_mixture",3,"block_eigen_unfiltered","sbayesr",0.629336140875187,0.776322454214479,0.00539744822253117,0.00994942817985634,0.00210267636648177,0.627233464508705,0.44771621151368,,1.0519142295932e-05,,,,
"sparse_mixture",3,"full_csr","sbayesr",0.637745720894602,0.766913490740592,0.00542935382917657,0.00995358569403234,-6.05693940597923e-05,0.637806290288662,0.454021669891153,,1.07067077942742e-05,,,,
"sparse_mixture",4,"bed","bayesr",0.442447339314401,0.989383529684578,0.00391217224759806,,0.00930275759901221,0.433144581715389,0.309008102069852,,8.48939207413983e-06,,,,
"sparse_mixture",4,"block_csr","sbayesr",0.62085492660119,0.812188988645619,0.00525831958265945,0.00995333852437163,0.000268964859637891,0.620585961741552,0.433242080019761,,1.02652148625857e-05,,,,
"sparse_mixture",4,"block_eigen_hard","sbayesr",0.621220802572713,0.812479323164785,0.00524431372970474,0.00995966285706391,0.000285716209680233,0.620935086363033,0.433298980324184,,1.0258046826559e-05,,,,
"sparse_mixture",4,"block_eigen_ridge_fixed","sbayesr",0.621417863591307,0.812315176773671,0.00526459938577012,0.00995459315829684,0.000293408302210794,0.621124455289096,0.433426479055763,,1.02615274225337e-05,,,,
"sparse_mixture",4,"block_eigen_unfiltered","sbayesr",0.620351438156341,0.812946227578175,0.00526624821844278,0.00995288984336297,0.000292501495282946,0.620058936661058,0.43281409925302,,1.0277205851889e-05,,,,
"sparse_mixture",4,"full_csr","sbayesr",0.626355497295368,0.807026881119498,0.00529793410090407,0.00995696932818223,-0.00045495785430267,0.62681045514967,0.436977255146694,,1.03382316171751e-05,,,,
"sparse_mixture",5,"bed","bayesr",0.408666047392702,0.99641072558616,0.00363634386639173,,-0.0072729844131856,0.415939031805888,0.290849621352932,,7.9688796265449e-06,,,,
"sparse_mixture",5,"block_csr","sbayesr",0.550869693285194,0.856064818042135,0.00448343471746014,0.00996090746121728,0.00156312893392177,0.549306564351272,0.391538972745429,,8.77642666560524e-06,,,,
"sparse_mixture",5,"block_eigen_hard","sbayesr",0.550611953855075,0.856426054105843,0.00446773062749096,0.00996078406135733,0.00153122004448637,0.549080733810589,0.391326993826573,,8.74499016034072e-06,,,,
"sparse_mixture",5,"block_eigen_ridge_fixed","sbayesr",0.550177659179277,0.856289473450256,0.00443095379714775,0.00995834447213899,0.00159057231752058,0.548587086861757,0.391177046669171,,8.76312742670503e-06,,,,
"sparse_mixture",5,"block_eigen_unfiltered","sbayesr",0.550880164459259,0.856867859774288,0.004506446523209,0.00995696513676688,0.00155189014849169,0.549328274310767,0.391320147481072,,8.76763005040522e-06,,,,
"sparse_mixture",5,"full_csr","sbayesr",0.558577098238193,0.848560177167769,0.00454488489510423,0.00996140897235536,0.000357293912272683,0.55821980432592,0.396959918553108,,8.90917490783894e-06,,,,
