"comparison_id","architecture","metric","orientation","complete_paired_replicates","mean_difference","sd_difference","median_difference","minimum_difference","maximum_difference","interpretation_level"
"block_csr_minus_bed","sparse_mixture","phenotype_prediction_rmse","block_csr minus bed",5,0.00822949768066339,0.0031003013485429,0.00904639432597576,0.00291439111740721,0.0108077518401097,4
"block_csr_minus_bed","sparse_mixture","prediction_regression_slope","block_csr minus bed",5,-0.104204092458903,0.0232714280918846,-0.105930798575465,-0.124765468359415,-0.0654880670291742,4
"block_csr_minus_full_csr","sparse_homogeneous","causal_marker_effect_correlation","block_csr minus full_csr",5,-3.83527503373227e-05,0.00243146451466658,-0.000295322513908403,-0.00220313676218498,0.0040484506247026,2
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_correlation","block_csr minus full_csr",5,-0.000212084584699146,0.0031823262882867,-0.0013110276433197,-0.00253323828371743,0.0053772234000905,2
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_reconstruction_correlation","block_csr minus full_csr",5,-0.000332311495794979,0.0029275961490517,-0.0016228172697289,-0.00254395845306754,0.00475316417350791,2
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_rmse","block_csr minus full_csr",5,0.000228544547162091,0.00522492638285111,0.0019685818396501,-0.00900460196579911,0.00389317109016951,2
"block_csr_minus_full_csr","sparse_homogeneous","high_pip_marker_count","block_csr minus full_csr",5,0.4,0.547722557505166,0,0,1,2
"block_csr_minus_full_csr","sparse_homogeneous","marker_effect_correlation","block_csr minus full_csr",5,-0.000324829312611707,0.00322119132711292,-0.0018078702903066,-0.00255101363068522,0.00530449582831116,2
"block_csr_minus_full_csr","sparse_homogeneous","marker_effect_rmse","block_csr minus full_csr",5,2.30228868842342e-06,2.54428050255605e-05,1.24254516458107e-05,-4.25631839062316e-05,1.96611171827327e-05,2
"block_csr_minus_full_csr","sparse_homogeneous","noncausal_marker_rmse","block_csr minus full_csr",5,5.93286947103981e-06,2.05527774917791e-05,1.02454154861234e-05,-2.82859906463121e-05,2.74667206524558e-05,2
"block_csr_minus_full_csr","sparse_homogeneous","nonnull_probability_mean","block_csr minus full_csr",5,3.21655128846313e-06,1.14877073595318e-05,3.29025295464722e-06,-8.31775946934796e-06,2.1505093311574e-05,2
"block_csr_minus_full_csr","sparse_homogeneous","phenotype_prediction_correlation","block_csr minus full_csr",5,-7.22703147936876e-05,0.00176616925963547,-0.000796662273844007,-0.00107010701884536,0.00306900326843063,2
"block_csr_minus_full_csr","sparse_homogeneous","phenotype_prediction_rmse","block_csr minus full_csr",5,8.36334173814457e-05,0.00127624955858988,0.00056268574207885,-0.00219323038035069,0.000763098705575338,2
"block_csr_minus_full_csr","sparse_homogeneous","prediction_regression_slope","block_csr minus full_csr",5,-2.16606631366467e-05,0.0050760666362133,-0.00119736718518226,-0.00527350862922127,0.00703234361115368,2
"block_csr_minus_full_csr","sparse_mixture","causal_marker_effect_correlation","block_csr minus full_csr",5,-0.000146094738030311,0.00044936790367978,-0.000227104508795595,-0.000742339733944997,0.000506929309916027,2
"block_csr_minus_full_csr","sparse_mixture","genetic_value_correlation","block_csr minus full_csr",5,0.000954877694176237,0.0014863614151072,0.00100916037097865,-0.00128157430378473,0.00281401945645632,2
"block_csr_minus_full_csr","sparse_mixture","genetic_value_reconstruction_correlation","block_csr minus full_csr",5,0.00118465830406362,0.00169044646780408,0.00134369735251605,-0.00149874520836668,0.00317790704055598,2
"block_csr_minus_full_csr","sparse_mixture","genetic_value_rmse","block_csr minus full_csr",5,-0.00161428294743166,0.00203458783082537,-0.00226322069781587,-0.0037673157958335,0.00166764843610245,2
"block_csr_minus_full_csr","sparse_mixture","high_pip_marker_count","block_csr minus full_csr",5,0,1.22474487139159,0,-2,1,2
"block_csr_minus_full_csr","sparse_mixture","marker_effect_correlation","block_csr minus full_csr",5,0.00131695538628278,0.00206820813268239,0.00140607260881886,-0.00182498253894692,0.00390088307601366,2
"block_csr_minus_full_csr","sparse_mixture","marker_effect_rmse","block_csr minus full_csr",5,-1.10539174359554e-05,1.49762314410313e-05,-1.21507662403709e-05,-2.66805302251035e-05,1.2476378213415e-05,2
"block_csr_minus_full_csr","sparse_mixture","noncausal_marker_rmse","block_csr minus full_csr",5,-1.86876656762858e-05,2.34793580452058e-05,-2.1798253425854e-05,-4.00204644478064e-05,1.83307367841682e-05,2
"block_csr_minus_full_csr","sparse_mixture","nonnull_probability_mean","block_csr minus full_csr",5,-2.85278092179729e-05,2.71151031188339e-05,-2.60653839067142e-05,-5.3887762891211e-05,1.13579531994413e-05,2
"block_csr_minus_full_csr","sparse_mixture","phenotype_prediction_correlation","block_csr minus full_csr",5,0.000847399903210333,0.00166514261191873,0.000756795267631394,-0.000826861607064466,0.00351190204085172,2
"block_csr_minus_full_csr","sparse_mixture","phenotype_prediction_rmse","block_csr minus full_csr",5,-0.000598450848831922,0.00109383880171667,-0.000538121485245568,-0.00234364693304467,0.000509862614400891,2
"block_csr_minus_full_csr","sparse_mixture","prediction_regression_slope","block_csr minus full_csr",5,0.00521420630839273,0.00567979769930681,0.0047084283238632,-0.00233256894405875,0.0130642523898956,2
"block_eigen_hard_minus_bed","sparse_homogeneous","causal_marker_effect_correlation","block_eigen_hard minus bed",5,0.000802130823742409,0.00892847911565217,0.00012186178039042,-0.0111770359473149,0.0131289283855288,4
"block_eigen_hard_minus_bed","sparse_homogeneous","genetic_value_correlation","block_eigen_hard minus bed",5,-0.00904302422679415,0.00781515095317981,-0.00736054011565279,-0.0178384516909881,-0.000147000410735121,4
"block_eigen_hard_minus_bed","sparse_homogeneous","genetic_value_reconstruction_correlation","block_eigen_hard minus bed",5,-0.0086714901458979,0.00669058503018553,-0.00944905153614273,-0.0154212559760687,-0.000983172406381461,4
"block_eigen_hard_minus_bed","sparse_homogeneous","genetic_value_rmse","block_eigen_hard minus bed",5,0.0146551515827768,0.0110754236395786,0.0137160637683756,0.000514242106844642,0.0280467050884974,4
"block_eigen_hard_minus_bed","sparse_homogeneous","high_pip_marker_count","block_eigen_hard minus bed",5,1.6,1.51657508881031,2,-1,3,4
"block_eigen_hard_minus_bed","sparse_homogeneous","marker_effect_correlation","block_eigen_hard minus bed",5,-0.0103887768234023,0.00779514659067167,-0.0100843677247247,-0.0190348194251612,-0.00109806064683871,4
"block_eigen_hard_minus_bed","sparse_homogeneous","marker_effect_rmse","block_eigen_hard minus bed",5,8.36773025760084e-05,5.52059613533745e-05,8.88509645322882e-05,9.38959906896723e-06,0.000148614905241255,4
"block_eigen_hard_minus_bed","sparse_homogeneous","noncausal_marker_rmse","block_eigen_hard minus bed",5,0.000406285694959985,0.000100698261194829,0.000407014383362178,0.0002705681845399,0.000546430190516167,4
"block_eigen_hard_minus_bed","sparse_homogeneous","nonnull_probability_mean","block_eigen_hard minus bed",5,0.00056695006712116,3.1115187208334e-05,0.000576504961701456,0.000524492642994393,0.000596272801452976,4
"block_eigen_hard_minus_bed","sparse_homogeneous","phenotype_prediction_correlation","block_eigen_hard minus bed",5,-0.00354006333901969,0.00265945625211074,-0.00370395533545254,-0.00734243217642511,-0.00013150919504179,4
"block_eigen_hard_minus_bed","sparse_homogeneous","phenotype_prediction_rmse","block_eigen_hard minus bed",5,0.00269347442512657,0.00173003933463608,0.00295324101111816,0.000542816678959612,0.00520439760625302,4
"block_eigen_hard_minus_bed","sparse_homogeneous","prediction_regression_slope","block_eigen_hard minus bed",5,0.00137906101483576,0.0158206564189522,0.00514494391619191,-0.0247288889698438,0.0166689455068946,4
"block_eigen_hard_minus_bed","sparse_mixture","causal_marker_effect_correlation","block_eigen_hard minus bed",5,0.00120384018791122,0.00515858703888335,0.00319850415158218,-0.0065455295210719,0.00663140902595538,4
"block_eigen_hard_minus_bed","sparse_mixture","genetic_value_correlation","block_eigen_hard minus bed",5,-0.0396187133197984,0.0060665551571455,-0.0387064270726765,-0.0487303282428885,-0.0328658722291086,4
"block_eigen_hard_minus_bed","sparse_mixture","genetic_value_reconstruction_correlation","block_eigen_hard minus bed",5,-0.0422687197174631,0.00608341077451473,-0.0404746581350371,-0.0521580948609477,-0.0375052908307977,4
"block_eigen_hard_minus_bed","sparse_mixture","genetic_value_rmse","block_eigen_hard minus bed",5,0.0588351253830234,0.0153845302459242,0.0602106082237187,0.0369881511616504,0.0743706815532101,4
"block_eigen_hard_minus_bed","sparse_mixture","high_pip_marker_count","block_eigen_hard minus bed",5,8.2,1.30384048104053,8,7,10,4
"block_eigen_hard_minus_bed","sparse_mixture","marker_effect_correlation","block_eigen_hard minus bed",5,-0.039228613524079,0.0074297799632108,-0.0369490692594359,-0.0471385088833595,-0.0296646855645547,4
"block_eigen_hard_minus_bed","sparse_mixture","marker_effect_rmse","block_eigen_hard minus bed",5,0.000298077997529468,9.2445227168721e-05,0.000284267710217438,0.000168770596560621,0.000401375097069482,4
"block_eigen_hard_minus_bed","sparse_mixture","noncausal_marker_rmse","block_eigen_hard minus bed",5,0.000689481633221946,8.24682183386481e-05,0.000702533588731771,0.000568838053635104,0.000781152113091174,4
"block_eigen_hard_minus_bed","sparse_mixture","nonnull_probability_mean","block_eigen_hard minus bed",5,0.00119664920639099,6.67674693469453e-05,0.00117145508146666,0.00113249190597773,0.00130138059013977,4
"block_eigen_hard_minus_bed","sparse_mixture","phenotype_prediction_correlation","block_eigen_hard minus bed",5,-0.014189960873976,0.00532067490525622,-0.0142220351017645,-0.0194675642757434,-0.00564092417441497,4
"block_eigen_hard_minus_bed","sparse_mixture","phenotype_prediction_rmse","block_eigen_hard minus bed",5,0.00823076310351474,0.00331230373890365,0.00891546841781854,0.00254422479639715,0.0107468862581781,4
"block_eigen_hard_minus_bed","sparse_mixture","prediction_regression_slope","block_eigen_hard minus bed",5,-0.104065755341699,0.0252058206344394,-0.107202362472242,-0.124700773972608,-0.0616482400257561,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","causal_marker_effect_correlation","block_eigen_ridge_fixed minus bed",5,0.000764811911214891,0.00863242471620408,-0.000382627656432377,-0.0109705793651239,0.012564917619991,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","genetic_value_correlation","block_eigen_ridge_fixed minus bed",5,-0.00876530104205473,0.0073459064754611,-0.00768930546484126,-0.0168672705469464,-0.000466151809909277,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus bed",5,-0.00849255063006502,0.00632566225221389,-0.00973372476445811,-0.014537849690002,-0.00138279781054862,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","genetic_value_rmse","block_eigen_ridge_fixed minus bed",5,0.0143120483585284,0.0104320496714984,0.0143417230786644,0.00104554434056137,0.0266134041030155,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","high_pip_marker_count","block_eigen_ridge_fixed minus bed",5,1.6,1.51657508881031,2,-1,3,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","marker_effect_correlation","block_eigen_ridge_fixed minus bed",5,-0.0101824547782056,0.00740967854555582,-0.0102941140611279,-0.0182071752609166,-0.00147122146287337,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","marker_effect_rmse","block_eigen_ridge_fixed minus bed",5,8.23000433436004e-05,5.25029320656615e-05,9.07208179816163e-05,1.23796572285139e-05,0.000142587022797635,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","noncausal_marker_rmse","block_eigen_ridge_fixed minus bed",5,0.000401828622896182,0.000103083135045118,0.000401142098873339,0.000264751064057572,0.00054631831285395,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","nonnull_probability_mean","block_eigen_ridge_fixed minus bed",5,0.000564691637493091,3.7037184354389e-05,0.000569108473059409,0.000516306493643231,0.000600458003211287,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","phenotype_prediction_correlation","block_eigen_ridge_fixed minus bed",5,-0.00324007273220157,0.00279354992606331,-0.00311886494112423,-0.00665700731726648,0.000280911162026332,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","phenotype_prediction_rmse","block_eigen_ridge_fixed minus bed",5,0.00251041947696264,0.00180041878191697,0.00270520798194407,0.000250426350601129,0.00472601311121124,4
"block_eigen_ridge_fixed_minus_bed","sparse_homogeneous","prediction_regression_slope","block_eigen_ridge_fixed minus bed",5,0.00242750604801758,0.0161354880092748,0.00850465650076537,-0.0244341450969113,0.0163770604909221,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","causal_marker_effect_correlation","block_eigen_ridge_fixed minus bed",5,0.00119272297635016,0.00516705186092896,0.00346431045372309,-0.00659616873728208,0.00665147970544921,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","genetic_value_correlation","block_eigen_ridge_fixed minus bed",5,-0.0396823853952408,0.00567730287535407,-0.0383988067897775,-0.0484475731373929,-0.0335148876798746,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus bed",5,-0.0423381007716636,0.00592916350725371,-0.0409165945849481,-0.0520297555432084,-0.037313864535449,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","genetic_value_rmse","block_eigen_ridge_fixed minus bed",5,0.0588665693860873,0.0147251468492771,0.0597475251483151,0.0378578550567857,0.0739479513610093,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","high_pip_marker_count","block_eigen_ridge_fixed minus bed",5,8,1.4142135623731,7,7,10,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","marker_effect_correlation","block_eigen_ridge_fixed minus bed",5,-0.0392927133457169,0.0071479460273452,-0.0373371140147194,-0.0469939357248609,-0.0300858740085669,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","marker_effect_rmse","block_eigen_ridge_fixed minus bed",5,0.00029843175346029,9.01727267517894e-05,0.000284280303987983,0.000171798436263578,0.000398660945886474,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","noncausal_marker_rmse","block_eigen_ridge_fixed minus bed",5,0.000689986608315047,7.87053976962675e-05,0.000699946883966528,0.000572966231910423,0.000777779152984956,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","nonnull_probability_mean","block_eigen_ridge_fixed minus bed",5,0.00119740333236819,5.64524050473726e-05,0.00118517543628754,0.00115406938485431,0.00129132557711037,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","phenotype_prediction_correlation","block_eigen_ridge_fixed minus bed",5,-0.0142973619787558,0.00536611544502925,-0.0139735149138646,-0.0204087379987166,-0.00597226594937861,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","phenotype_prediction_rmse","block_eigen_ridge_fixed minus bed",5,0.00828416692262493,0.00328957416438106,0.0087008783347029,0.00275652989166697,0.011360937827033,4
"block_eigen_ridge_fixed_minus_bed","sparse_mixture","prediction_regression_slope","block_eigen_ridge_fixed minus bed",5,-0.104233013219935,0.0239850711387209,-0.109228307130542,-0.123466262234694,-0.0636680933250111,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","causal_marker_effect_correlation","block_eigen_unfiltered minus bed",5,0.000561814617159739,0.008629399669629,-0.000390542478556744,-0.0109781609501614,0.0123492314441418,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","genetic_value_correlation","block_eigen_unfiltered minus bed",5,-0.00921061137874661,0.00739894976639599,-0.00807137421153137,-0.0175960937305836,-0.000717540023957519,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus bed",5,-0.00885703325462062,0.0062302627944051,-0.00992243429744066,-0.015227719389447,-0.00183865461245381,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","genetic_value_rmse","block_eigen_unfiltered minus bed",5,0.01506871191759,0.0104053670967547,0.0149730883538391,0.00154866290481714,0.0276908560402053,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","high_pip_marker_count","block_eigen_unfiltered minus bed",5,1.6,1.51657508881031,2,-1,3,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","marker_effect_correlation","block_eigen_unfiltered minus bed",5,-0.0105943330200419,0.00736088130446895,-0.0106000469834574,-0.0187921062748209,-0.001852143694134,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","marker_effect_rmse","block_eigen_unfiltered minus bed",5,8.58692823682467e-05,5.17629456288323e-05,9.31699295130756e-05,1.54111658294566e-05,0.000146853278616522,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","noncausal_marker_rmse","block_eigen_unfiltered minus bed",5,0.000406258719448431,0.000101461085389008,0.000418747466842134,0.000264540068063775,0.000542192466628345,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","nonnull_probability_mean","block_eigen_unfiltered minus bed",5,0.000566507857124056,3.23540845162254e-05,0.000569555947461241,0.000522834355505251,0.00059856281750941,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","phenotype_prediction_correlation","block_eigen_unfiltered minus bed",5,-0.00345519456179252,0.00260996777436207,-0.00315242564202245,-0.00708854230483097,8.57952319144317e-06,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","phenotype_prediction_rmse","block_eigen_unfiltered minus bed",5,0.00265827171399904,0.00164989713406869,0.00262255526314514,0.000497280736378336,0.00502490064445138,4
"block_eigen_unfiltered_minus_bed","sparse_homogeneous","prediction_regression_slope","block_eigen_unfiltered minus bed",5,0.00144128656153983,0.0172538406052567,0.005932086076192,-0.0272264401369704,0.0173241342531419,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","causal_marker_effect_correlation","block_eigen_unfiltered minus bed",5,0.00124573462753801,0.00526051099767688,0.00346279929511717,-0.00674750229577947,0.00662145260952174,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","genetic_value_correlation","block_eigen_unfiltered minus bed",5,-0.0395456335374429,0.00611698283478994,-0.0378067229721318,-0.0488966956477302,-0.0328492453995527,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus bed",5,-0.0421960173856845,0.00622572010880323,-0.0406941887777097,-0.0523162680486993,-0.0368880892522004,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","genetic_value_rmse","block_eigen_unfiltered minus bed",5,0.0587127254318658,0.0153628788221985,0.0588870489978369,0.0369520890632029,0.0746165600721305,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","high_pip_marker_count","block_eigen_unfiltered minus bed",5,8,1.58113883008419,8,6,10,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","marker_effect_correlation","block_eigen_unfiltered minus bed",5,-0.0391809656391871,0.00744320883580793,-0.0371521019423163,-0.0472615082832238,-0.0297314659584916,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","marker_effect_rmse","block_eigen_unfiltered minus bed",5,0.000297742557476399,9.23747022353169e-05,0.000281085703155818,0.000168966200151518,0.000400583026819244,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","noncausal_marker_rmse","block_eigen_unfiltered minus bed",5,0.000690066736087967,8.11395362468353e-05,0.000701707143928335,0.000569684037088627,0.000781261564742374,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","nonnull_probability_mean","block_eigen_unfiltered minus bed",5,0.00118621384012003,5.8445403739131e-05,0.00118614277065621,0.00112506909531205,0.00128005317048775,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","phenotype_prediction_correlation","block_eigen_unfiltered minus bed",5,-0.0144898339312647,0.00509029024289716,-0.0143529840111583,-0.0201251670086707,-0.00646283301994022,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","phenotype_prediction_rmse","block_eigen_unfiltered minus bed",5,0.00841980688657107,0.00312306031145404,0.00900611897182757,0.00308547620914656,0.0111484735619354,4
"block_eigen_unfiltered_minus_bed","sparse_mixture","prediction_regression_slope","block_eigen_unfiltered minus bed",5,-0.105106453937599,0.023930226842213,-0.108694003046213,-0.12534596823983,-0.0647660678197937,4
"full_csr_minus_bed","sparse_homogeneous","causal_marker_effect_correlation","full_csr minus bed",5,0.000846295700499966,0.00950164361695631,-0.00163301448410513,-0.0097106388297199,0.0150154324068216,4
"full_csr_minus_bed","sparse_homogeneous","genetic_value_correlation","full_csr minus bed",5,-0.00848513609510382,0.0077800141771642,-0.0124131490755223,-0.0149306334525626,0.00224563526360766,4
"full_csr_minus_bed","sparse_homogeneous","genetic_value_reconstruction_correlation","full_csr minus bed",5,-0.00808854687215446,0.00709418790171331,-0.0124580658484569,-0.0138499468609988,0.00130547180302765,4
"full_csr_minus_bed","sparse_homogeneous","genetic_value_rmse","full_csr minus bed",5,0.0139474195946282,0.0117146377330351,0.020311610671234,-0.00315585174847327,0.0237059154006229,4
"full_csr_minus_bed","sparse_homogeneous","high_pip_marker_count","full_csr minus bed",5,1.2,1.48323969741913,1,-1,3,4
"full_csr_minus_bed","sparse_homogeneous","marker_effect_correlation","full_csr minus bed",5,-0.00976672992611329,0.00786104339033507,-0.0150592864434238,-0.015673514417288,0.00114643873662335,4
"full_csr_minus_bed","sparse_homogeneous","marker_effect_rmse","full_csr minus bed",5,7.93147127479446e-05,5.9242030703233e-05,0.000107489417430895,-8.00299757551938e-06,0.000128730562792017,4
"full_csr_minus_bed","sparse_homogeneous","noncausal_marker_rmse","full_csr minus bed",5,0.000395653073784032,9.10052976860877e-05,0.000405917764595847,0.000255593363634345,0.000504799532182886,4
"full_csr_minus_bed","sparse_homogeneous","nonnull_probability_mean","full_csr minus bed",5,0.000560043168118765,3.25315486402471e-05,0.000568503066515754,0.00050848885262299,0.000596035903240241,4
"full_csr_minus_bed","sparse_homogeneous","phenotype_prediction_correlation","full_csr minus bed",5,-0.00327511301166104,0.00331996492362185,-0.00339012613223177,-0.00753802332805376,0.000805785175170937,4
"full_csr_minus_bed","sparse_homogeneous","phenotype_prediction_rmse","full_csr minus bed",5,0.00247813632570644,0.00217897529012748,0.00261451406963031,-0.000154674319257087,0.00528718595906064,4
"full_csr_minus_bed","sparse_homogeneous","prediction_regression_slope","full_csr minus bed",5,0.0011733491166843,0.0140243506784002,0.00269323619098583,-0.0220939322923929,0.0141553144038489,4
"full_csr_minus_bed","sparse_mixture","causal_marker_effect_correlation","full_csr minus bed",5,0.00136032232762751,0.00490453589513351,0.00275350008624942,-0.00622022068381456,0.00645530398026728,4
"full_csr_minus_bed","sparse_mixture","genetic_value_correlation","full_csr minus bed",5,-0.0407271497786261,0.00623451289087229,-0.0399443992275396,-0.0495930612900251,-0.0322983656226388,4
"full_csr_minus_bed","sparse_mixture","genetic_value_reconstruction_correlation","full_csr minus bed",5,-0.0435276799122138,0.00637886791568742,-0.0443473752590042,-0.0529835516236935,-0.0366354802822176,4
"full_csr_minus_bed","sparse_mixture","genetic_value_rmse","full_csr minus bed",5,0.0606251814448161,0.0158083263975837,0.0612848261248507,0.0364083403888493,0.0756533218101648,4
"full_csr_minus_bed","sparse_mixture","high_pip_marker_count","full_csr minus bed",5,8,1.58113883008419,8,6,10,4
"full_csr_minus_bed","sparse_mixture","marker_effect_correlation","full_csr minus bed",5,-0.0406402596336152,0.00811171872511145,-0.0415694574259057,-0.0479821916796201,-0.028509645899817,4
"full_csr_minus_bed","sparse_mixture","marker_effect_rmse","full_csr minus bed",5,0.000309746498092043,9.84740691381486e-05,0.000296323335003025,0.000161336128444008,0.000418849073603585,4
"full_csr_minus_bed","sparse_mixture","noncausal_marker_rmse","full_csr minus bed",5,0.000709622513800054,9.78048904802051e-05,0.000711748851025834,0.000554445527772048,0.000814992091340866,4
"full_csr_minus_bed","sparse_mixture","nonnull_probability_mean","full_csr minus bed",5,0.00121841093943302,6.6340890745154e-05,0.00120677265668185,0.00114847595483141,0.00132531389013187,4
