"architecture","replicate","configuration","method","metric","value","available","unavailable_reason"
"sparse_homogeneous",1,"block_eigen_unfiltered","sbayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",1,"block_eigen_unfiltered","sbayesc","marker_effect_correlation",0.920418623677595,TRUE,""
"sparse_homogeneous",1,"block_eigen_unfiltered","sbayesc","marker_effect_rmse",0.00131118553180698,TRUE,""
"sparse_homogeneous",1,"block_eigen_unfiltered","sbayesc","noncausal_marker_rmse",0.00051922778861573,TRUE,""
"sparse_homogeneous",1,"block_eigen_unfiltered","sbayesc","nonnull_probability_mean",0.00110942065225975,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","causal_marker_effect_correlation",0.93600259734551,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.925154378087014,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","marker_effect_correlation",0.923417206108352,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","marker_effect_rmse",0.00128777136840201,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","noncausal_marker_rmse",0.000512687360185736,TRUE,""
"sparse_homogeneous",1,"full_csr","sbayesc","nonnull_probability_mean",0.00110836777131426,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","causal_marker_effect_correlation",0.914093850928462,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","genetic_value_reconstruction_correlation",0.91604612779472,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","high_pip_marker_count",17,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","marker_effect_correlation",0.912643788321132,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","marker_effect_rmse",0.00138257333198491,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","noncausal_marker_rmse",9.8656754559935e-05,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","nonnull_probability_mean",0.00056658155879024,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","causal_marker_effect_correlation",0.90287688252202,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.901149146906875,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","marker_effect_correlation",0.895505061400107,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","marker_effect_rmse",0.00150248820106161,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","noncausal_marker_rmse",0.000364495533680403,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","nonnull_probability_mean",0.00111610644626359,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","causal_marker_effect_correlation",0.902916814981147,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","genetic_value_reconstruction_correlation",0.901220898483851,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","marker_effect_correlation",0.895399140445505,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","marker_effect_rmse",0.00150312210747874,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","noncausal_marker_rmse",0.000369224939099835,TRUE,""
"sparse_homogeneous",2,"block_eigen_hard","sbayesc","nonnull_probability_mean",0.00111173699033982,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","causal_marker_effect_correlation",0.903123271563338,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","genetic_value_reconstruction_correlation",0.901666752938158,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","marker_effect_correlation",0.895882884442699,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","marker_effect_rmse",0.00150034519386097,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","noncausal_marker_rmse",0.000363407818617507,TRUE,""
"sparse_homogeneous",2,"block_eigen_ridge_fixed","sbayesc","nonnull_probability_mean",0.00110526177252507,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","causal_marker_effect_correlation",0.9031156899783,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","genetic_value_reconstruction_correlation",0.901732302429722,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","marker_effect_correlation",0.895740410499314,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","marker_effect_rmse",0.00150098213088739,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","noncausal_marker_rmse",0.00036319682262371,TRUE,""
"sparse_homogeneous",2,"block_eigen_unfiltered","sbayesc","nonnull_probability_mean",0.00111281619330894,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","causal_marker_effect_correlation",0.904383212098742,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.902825827246997,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","marker_effect_correlation",0.897312931690414,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","marker_effect_rmse",0.0014900627494158,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","noncausal_marker_rmse",0.00035425011819428,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","nonnull_probability_mean",0.00112060751230555,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","causal_marker_effect_correlation",0.938951713017399,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","genetic_value_reconstruction_correlation",0.940852242661623,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","marker_effect_correlation",0.93854623505995,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","marker_effect_rmse",0.00115144034317167,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","noncausal_marker_rmse",8.52949396524502e-05,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","nonnull_probability_mean",0.000587270669369061,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","causal_marker_effect_correlation",0.938690736557798,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.931755459974132,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","marker_effect_correlation",0.928791444444837,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","marker_effect_rmse",0.00123760772205745,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","noncausal_marker_rmse",0.000437691643471315,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","nonnull_probability_mean",0.00109986575767945,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","causal_marker_effect_correlation",0.93907357479779,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","genetic_value_reconstruction_correlation",0.93140319112548,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","marker_effect_correlation",0.928461867335225,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","marker_effect_rmse",0.00124029130770395,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","noncausal_marker_rmse",0.000453739392663693,TRUE,""
"sparse_homogeneous",3,"block_eigen_hard","sbayesc","nonnull_probability_mean",0.00111176331236345,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","causal_marker_effect_correlation",0.938569085360967,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","genetic_value_reconstruction_correlation",0.931118517897165,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","marker_effect_correlation",0.928252120998822,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","marker_effect_rmse",0.00124216116115328,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","noncausal_marker_rmse",0.000446251326379901,TRUE,""
"sparse_homogeneous",3,"block_eigen_ridge_fixed","sbayesc","nonnull_probability_mean",0.00110357716301229,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","causal_marker_effect_correlation",0.938561170538843,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","genetic_value_reconstruction_correlation",0.930929808364182,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","marker_effect_correlation",0.927946188076492,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","marker_effect_rmse",0.00124461027268474,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","noncausal_marker_rmse",0.000453296092888451,TRUE,""
"sparse_homogeneous",3,"block_eigen_unfiltered","sbayesc","nonnull_probability_mean",0.00111010502487431,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","causal_marker_effect_correlation",0.934642285933096,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.927002295800624,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","marker_effect_correlation",0.923486948616526,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","marker_effect_rmse",0.00128017090596368,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","noncausal_marker_rmse",0.000465977634117627,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","nonnull_probability_mean",0.00109575952199205,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","causal_marker_effect_correlation",0.928276873550522,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","genetic_value_reconstruction_correlation",0.929047338917929,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","high_pip_marker_count",18,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","marker_effect_correlation",0.927385940296753,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","marker_effect_rmse",0.00125495098210611,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","noncausal_marker_rmse",4.21994869272607e-05,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","nonnull_probability_mean",0.00057571530099234,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","causal_marker_effect_correlation",0.926348536552508,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.914966455799743,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","marker_effect_correlation",0.90978868286615,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","marker_effect_rmse",0.00139297132022021,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","noncausal_marker_rmse",0.000574465739762603,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","nonnull_probability_mean",0.00117038245900345,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","causal_marker_effect_correlation",0.925861354489076,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","genetic_value_reconstruction_correlation",0.91362608294186,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","marker_effect_correlation",0.908351120871592,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","marker_effect_rmse",0.00140356588734736,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","noncausal_marker_rmse",0.000588629677443428,TRUE,""
"sparse_homogeneous",4,"block_eigen_hard","sbayesc","nonnull_probability_mean",0.00116803979889974,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","causal_marker_effect_correlation",0.926483825678811,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","genetic_value_reconstruction_correlation",0.914509489227927,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","marker_effect_correlation",0.909178765035836,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","marker_effect_rmse",0.00139753800490374,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","noncausal_marker_rmse",0.000588517799781211,TRUE,""
"sparse_homogeneous",4,"block_eigen_ridge_fixed","sbayesc","nonnull_probability_mean",0.00117462030480903,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","causal_marker_effect_correlation",0.925684261009202,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","genetic_value_reconstruction_correlation",0.913819619528482,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","marker_effect_correlation",0.908593834021932,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","marker_effect_rmse",0.00140180426072263,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","noncausal_marker_rmse",0.000584391953555606,TRUE,""
"sparse_homogeneous",4,"block_eigen_unfiltered","sbayesc","nonnull_probability_mean",0.00117427811850175,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","causal_marker_effect_correlation",0.926643859066417,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.916589273069472,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","marker_effect_correlation",0.911712425879465,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","marker_effect_rmse",0.00137869593332569,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","noncausal_marker_rmse",0.000546999019110147,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","nonnull_probability_mean",0.00114887736569187,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","causal_marker_effect_correlation",0.947960810248576,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","genetic_value_reconstruction_correlation",0.94962156974903,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","high_pip_marker_count",22,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","marker_effect_correlation",0.948337066977143,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","marker_effect_rmse",0.00106305277039684,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","noncausal_marker_rmse",4.20987269015553e-05,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","nonnull_probability_mean",0.000660445895080414,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","causal_marker_effect_correlation",0.952594511218808,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.946830411252845,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","marker_effect_correlation",0.943774620644321,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","marker_effect_rmse",0.00111537707189488,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","noncausal_marker_rmse",0.000458966975390964,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","nonnull_probability_mean",0.0012597720512753,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","causal_marker_effect_correlation",0.952313229210129,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","genetic_value_reconstruction_correlation",0.946942828249002,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","marker_effect_correlation",0.943855078532483,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","marker_effect_rmse",0.00111403503894054,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","noncausal_marker_rmse",0.000449113110263733,TRUE,""
"sparse_homogeneous",5,"block_eigen_hard","sbayesc","nonnull_probability_mean",0.00125671869653339,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","causal_marker_effect_correlation",0.952366207077926,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","genetic_value_reconstruction_correlation",0.947192563720276,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","marker_effect_correlation",0.944158207749466,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","marker_effect_rmse",0.00111109362723102,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","noncausal_marker_rmse",0.000443240825774894,TRUE,""
"sparse_homogeneous",5,"block_eigen_ridge_fixed","sbayesc","nonnull_probability_mean",0.0012609038982917,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","causal_marker_effect_correlation",0.952381967860271,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","genetic_value_reconstruction_correlation",0.946639037140267,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","marker_effect_correlation",0.943513076651164,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","marker_effect_rmse",0.00111855600937654,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","noncausal_marker_rmse",0.000460846193743689,TRUE,""
"sparse_homogeneous",5,"block_eigen_unfiltered","sbayesc","nonnull_probability_mean",0.00125579742570609,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","causal_marker_effect_correlation",0.952829936742382,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.947401676842408,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","marker_effect_correlation",0.944420636101383,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","marker_effect_rmse",0.00110766440026959,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","noncausal_marker_rmse",0.000448016491497402,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","nonnull_probability_mean",0.00125648179832065,TRUE,""
"sparse_mixture",1,"bed","bayesr","causal_marker_effect_correlation",0.949145559448,TRUE,""
"sparse_mixture",1,"bed","bayesr","genetic_value_reconstruction_correlation",0.943856315255597,TRUE,""
"sparse_mixture",1,"bed","bayesr","high_pip_marker_count",8,TRUE,""
"sparse_mixture",1,"bed","bayesr","marker_effect_correlation",0.945162202455937,TRUE,""
"sparse_mixture",1,"bed","bayesr","marker_effect_rmse",0.00121161305472276,TRUE,""
"sparse_mixture",1,"bed","bayesr","noncausal_marker_rmse",0.000257049498352182,TRUE,""
"sparse_mixture",1,"bed","bayesr","nonnull_probability_mean",0.00830218341186071,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","causal_marker_effect_correlation",0.95556415018517,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.905722089765012,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","marker_effect_correlation",0.914827574017173,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","marker_effect_rmse",0.00138542556138018,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","noncausal_marker_rmse",0.000829825762908398,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","nonnull_probability_mean",0.00946201731989156,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","causal_marker_effect_correlation",0.955776968473955,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","genetic_value_reconstruction_correlation",0.90631720939948,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","marker_effect_correlation",0.915497516891382,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","marker_effect_rmse",0.00138038365128338,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","noncausal_marker_rmse",0.000825887551987286,TRUE,""
"sparse_mixture",1,"block_eigen_hard","sbayesr","nonnull_probability_mean",0.00943467531783844,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","causal_marker_effect_correlation",0.955797039153449,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","genetic_value_reconstruction_correlation",0.905802011154078,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","marker_effect_correlation",0.91507632844737,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","marker_effect_rmse",0.00138341149098634,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","noncausal_marker_rmse",0.000830015730262604,TRUE,""
"sparse_mixture",1,"block_eigen_ridge_fixed","sbayesr","nonnull_probability_mean",0.00945629227975047,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","causal_marker_effect_correlation",0.955767012057521,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","genetic_value_reconstruction_correlation",0.906206013198454,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","marker_effect_correlation",0.915430736497445,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","marker_effect_rmse",0.00138057925487428,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","noncausal_marker_rmse",0.000826733535440809,TRUE,""
"sparse_mixture",1,"block_eigen_unfiltered","sbayesr","nonnull_probability_mean",0.00945495643705089,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","causal_marker_effect_correlation",0.955600863428267,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.907220834973379,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","marker_effect_correlation",0.91665255655612,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","marker_effect_rmse",0.00137294918316677,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","noncausal_marker_rmse",0.000811495026124229,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","nonnull_probability_mean",0.00945065936669212,TRUE,""
"sparse_mixture",2,"bed","bayesr","causal_marker_effect_correlation",0.96643142693509,TRUE,""
"sparse_mixture",2,"bed","bayesr","genetic_value_reconstruction_correlation",0.961220324354627,TRUE,""
"sparse_mixture",2,"bed","bayesr","high_pip_marker_count",9,TRUE,""
"sparse_mixture",2,"bed","bayesr","marker_effect_correlation",0.962672160328454,TRUE,""
"sparse_mixture",2,"bed","bayesr","marker_effect_rmse",0.000990146519874058,TRUE,""
"sparse_mixture",2,"bed","bayesr","noncausal_marker_rmse",0.000232913422993148,TRUE,""
"sparse_mixture",2,"bed","bayesr","nonnull_probability_mean",0.00815133189439605,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","causal_marker_effect_correlation",0.95998410174248,TRUE,""
