"replicate","focal_value","reference_value","complete_pair","difference","architecture","comparison_id","metric","orientation","interpretation_level"
1,0.00130516396504649,0.00131118553180698,TRUE,-6.02156676048939e-06,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","marker_effect_rmse","block_eigen_hard minus block_eigen_unfiltered",3
1,0.00130743248558474,0.00128777136840201,TRUE,1.96611171827327e-05,"sparse_homogeneous","block_csr_minus_full_csr","marker_effect_rmse","block_csr minus full_csr",2
1,0.00130743248558474,0.00129577436597753,TRUE,1.16581196072134e-05,"sparse_homogeneous","block_csr_minus_bed","marker_effect_rmse","block_csr minus bed",4
1,0.00130815402320604,0.00129577436597753,TRUE,1.23796572285139e-05,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","marker_effect_rmse","block_eigen_ridge_fixed minus bed",4
1,0.00130815402320604,0.00131118553180698,TRUE,-3.03150860094274e-06,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","marker_effect_rmse","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.00131118553180698,0.00129577436597753,TRUE,1.54111658294566e-05,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","marker_effect_rmse","block_eigen_unfiltered minus bed",4
1,0.00131118553180698,0.00130743248558474,TRUE,3.75304622224327e-06,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","marker_effect_rmse","block_eigen_unfiltered minus block_csr",1
1,0.00137294918316677,0.00121161305472276,TRUE,0.000161336128444008,"sparse_mixture","full_csr_minus_bed","marker_effect_rmse","full_csr minus bed",4
1,0.00138038365128338,0.00121161305472276,TRUE,0.000168770596560621,"sparse_mixture","block_eigen_hard_minus_bed","marker_effect_rmse","block_eigen_hard minus bed",4
1,0.00138038365128338,0.00138057925487428,TRUE,-1.95603590897675e-07,"sparse_mixture","hard_minus_unfiltered_block_eigen","marker_effect_rmse","block_eigen_hard minus block_eigen_unfiltered",3
1,0.00138057925487428,0.00121161305472276,TRUE,0.000168966200151518,"sparse_mixture","block_eigen_unfiltered_minus_bed","marker_effect_rmse","block_eigen_unfiltered minus bed",4
1,0.00138057925487428,0.00138542556138018,TRUE,-4.84630650590527e-06,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","marker_effect_rmse","block_eigen_unfiltered minus block_csr",1
1,0.00138341149098634,0.00121161305472276,TRUE,0.000171798436263578,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","marker_effect_rmse","block_eigen_ridge_fixed minus bed",4
1,0.00138341149098634,0.00138057925487428,TRUE,2.83223611205973e-06,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","marker_effect_rmse","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.00138542556138018,0.00121161305472276,TRUE,0.000173812506657423,"sparse_mixture","block_csr_minus_bed","marker_effect_rmse","block_csr minus bed",4
1,0.00138542556138018,0.00137294918316677,TRUE,1.2476378213415e-05,"sparse_mixture","block_csr_minus_full_csr","marker_effect_rmse","block_csr minus full_csr",2
1,0.00943467531783844,0.00830218341186071,TRUE,0.00113249190597773,"sparse_mixture","block_eigen_hard_minus_bed","nonnull_probability_mean","block_eigen_hard minus bed",4
1,0.00943467531783844,0.00945495643705089,TRUE,-2.02811192124459e-05,"sparse_mixture","hard_minus_unfiltered_block_eigen","nonnull_probability_mean","block_eigen_hard minus block_eigen_unfiltered",3
1,0.00945065936669212,0.00830218341186071,TRUE,0.00114847595483141,"sparse_mixture","full_csr_minus_bed","nonnull_probability_mean","full_csr minus bed",4
1,0.00945495643705089,0.00830218341186071,TRUE,0.00115277302519018,"sparse_mixture","block_eigen_unfiltered_minus_bed","nonnull_probability_mean","block_eigen_unfiltered minus bed",4
1,0.00945495643705089,0.00946201731989156,TRUE,-7.0608828406718e-06,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","nonnull_probability_mean","block_eigen_unfiltered minus block_csr",1
1,0.00945629227975047,0.00830218341186071,TRUE,0.00115410886788976,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","nonnull_probability_mean","block_eigen_ridge_fixed minus bed",4
1,0.00945629227975047,0.00945495643705089,TRUE,1.33584269958534e-06,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","nonnull_probability_mean","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.00946201731989156,0.00830218341186071,TRUE,0.00115983390803085,"sparse_mixture","block_csr_minus_bed","nonnull_probability_mean","block_csr minus bed",4
1,0.00946201731989156,0.00945065936669212,TRUE,1.13579531994413e-05,"sparse_mixture","block_csr_minus_full_csr","nonnull_probability_mean","block_csr minus full_csr",2
1,0.250778752233027,0.253934603981501,TRUE,-0.00315585174847327,"sparse_homogeneous","full_csr_minus_bed","genetic_value_rmse","full_csr minus bed",4
1,0.254448846088345,0.253934603981501,TRUE,0.000514242106844642,"sparse_homogeneous","block_eigen_hard_minus_bed","genetic_value_rmse","block_eigen_hard minus bed",4
1,0.254448846088345,0.255483266886318,TRUE,-0.0010344207979725,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","genetic_value_rmse","block_eigen_hard minus block_eigen_unfiltered",3
1,0.254671923323197,0.250778752233027,TRUE,0.00389317109016951,"sparse_homogeneous","block_csr_minus_full_csr","genetic_value_rmse","block_csr minus full_csr",2
1,0.254671923323197,0.253934603981501,TRUE,0.000737319341696241,"sparse_homogeneous","block_csr_minus_bed","genetic_value_rmse","block_csr minus bed",4
1,0.254980148322062,0.253934603981501,TRUE,0.00104554434056137,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","genetic_value_rmse","block_eigen_ridge_fixed minus bed",4
1,0.254980148322062,0.255483266886318,TRUE,-0.000503118564255778,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_rmse","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.255483266886318,0.253934603981501,TRUE,0.00154866290481714,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","genetic_value_rmse","block_eigen_unfiltered minus bed",4
1,0.255483266886318,0.254671923323197,TRUE,0.000811343563120903,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","genetic_value_rmse","block_eigen_unfiltered minus block_csr",1
1,0.277805202902436,0.241396862513587,TRUE,0.0364083403888493,"sparse_mixture","full_csr_minus_bed","genetic_value_rmse","full_csr minus bed",4
1,0.27834895157679,0.241396862513587,TRUE,0.0369520890632029,"sparse_mixture","block_eigen_unfiltered_minus_bed","genetic_value_rmse","block_eigen_unfiltered minus bed",4
1,0.27834895157679,0.279472851338539,TRUE,-0.00112389976174881,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","genetic_value_rmse","block_eigen_unfiltered minus block_csr",1
1,0.278385013675237,0.241396862513587,TRUE,0.0369881511616504,"sparse_mixture","block_eigen_hard_minus_bed","genetic_value_rmse","block_eigen_hard minus bed",4
1,0.278385013675237,0.27834895157679,TRUE,3.60620984474758e-05,"sparse_mixture","hard_minus_unfiltered_block_eigen","genetic_value_rmse","block_eigen_hard minus block_eigen_unfiltered",3
1,0.279254717570373,0.241396862513587,TRUE,0.0378578550567857,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","genetic_value_rmse","block_eigen_ridge_fixed minus bed",4
1,0.279254717570373,0.27834895157679,TRUE,0.000905765993582774,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_rmse","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.279472851338539,0.241396862513587,TRUE,0.0380759888249518,"sparse_mixture","block_csr_minus_bed","genetic_value_rmse","block_csr minus bed",4
1,0.279472851338539,0.277805202902436,TRUE,0.00166764843610245,"sparse_mixture","block_csr_minus_full_csr","genetic_value_rmse","block_csr minus full_csr",2
1,0.498688970829547,0.498972541819593,TRUE,-0.000283570990045889,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","phenotype_prediction_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.498688970829547,0.519097708828264,TRUE,-0.0204087379987166,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","phenotype_prediction_correlation","block_eigen_ridge_fixed minus bed",4
1,0.498972541819593,0.499538415426896,TRUE,-0.000565873607302869,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","phenotype_prediction_correlation","block_eigen_unfiltered minus block_csr",1
1,0.498972541819593,0.519097708828264,TRUE,-0.0201251670086707,"sparse_mixture","block_eigen_unfiltered_minus_bed","phenotype_prediction_correlation","block_eigen_unfiltered minus bed",4
1,0.499538415426896,0.50036527703396,TRUE,-0.000826861607064466,"sparse_mixture","block_csr_minus_full_csr","phenotype_prediction_correlation","block_csr minus full_csr",2
1,0.499538415426896,0.519097708828264,TRUE,-0.0195592934013679,"sparse_mixture","block_csr_minus_bed","phenotype_prediction_correlation","block_csr minus bed",4
1,0.49963014455252,0.498972541819593,TRUE,0.000657602732927309,"sparse_mixture","hard_minus_unfiltered_block_eigen","phenotype_prediction_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.49963014455252,0.519097708828264,TRUE,-0.0194675642757434,"sparse_mixture","block_eigen_hard_minus_bed","phenotype_prediction_correlation","block_eigen_hard minus bed",4
1,0.50036527703396,0.519097708828264,TRUE,-0.0187324317943034,"sparse_mixture","full_csr_minus_bed","phenotype_prediction_correlation","full_csr minus bed",4
1,0.519399988288117,0.519883464072673,TRUE,-0.000483475784556542,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","phenotype_prediction_correlation","block_eigen_unfiltered minus block_csr",1
1,0.519399988288117,0.521934805077949,TRUE,-0.00253481678983258,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","phenotype_prediction_correlation","block_eigen_unfiltered minus bed",4
1,0.519681613222836,0.519399988288117,TRUE,0.000281624934719393,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","phenotype_prediction_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.519681613222836,0.521934805077949,TRUE,-0.00225319185511319,"sparse_homogeneous","block_eigen_hard_minus_bed","phenotype_prediction_correlation","block_eigen_hard minus bed",4
1,0.519883464072673,0.520953571091519,TRUE,-0.00107010701884536,"sparse_homogeneous","block_csr_minus_full_csr","phenotype_prediction_correlation","block_csr minus full_csr",2
1,0.519883464072673,0.521934805077949,TRUE,-0.00205134100527604,"sparse_homogeneous","block_csr_minus_bed","phenotype_prediction_correlation","block_csr minus bed",4
1,0.52046662674672,0.519399988288117,TRUE,0.001066638458603,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","phenotype_prediction_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.52046662674672,0.521934805077949,TRUE,-0.00146817833122959,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","phenotype_prediction_correlation","block_eigen_ridge_fixed minus bed",4
1,0.520953571091519,0.521934805077949,TRUE,-0.000981233986430685,"sparse_homogeneous","full_csr_minus_bed","phenotype_prediction_correlation","full_csr minus bed",4
1,0.905722089765012,0.907220834973379,TRUE,-0.00149874520836668,"sparse_mixture","block_csr_minus_full_csr","genetic_value_reconstruction_correlation","block_csr minus full_csr",2
1,0.905722089765012,0.943856315255597,TRUE,-0.0381342254905843,"sparse_mixture","block_csr_minus_bed","genetic_value_reconstruction_correlation","block_csr minus bed",4
1,0.905802011154078,0.906206013198454,TRUE,-0.000404002044375296,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.905802011154078,0.943856315255597,TRUE,-0.0380543041015182,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus bed",4
1,0.906206013198454,0.905722089765012,TRUE,0.000483923433441391,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus block_csr",1
1,0.906206013198454,0.943856315255597,TRUE,-0.0376503020571429,"sparse_mixture","block_eigen_unfiltered_minus_bed","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus bed",4
1,0.90631720939948,0.906206013198454,TRUE,0.000111196201026287,"sparse_mixture","hard_minus_unfiltered_block_eigen","genetic_value_reconstruction_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.90631720939948,0.943856315255597,TRUE,-0.0375391058561166,"sparse_mixture","block_eigen_hard_minus_bed","genetic_value_reconstruction_correlation","block_eigen_hard minus bed",4
1,0.907220834973379,0.943856315255597,TRUE,-0.0366354802822176,"sparse_mixture","full_csr_minus_bed","genetic_value_reconstruction_correlation","full_csr minus bed",4
1,0.910757902117348,0.912039476421133,TRUE,-0.00128157430378473,"sparse_mixture","block_csr_minus_full_csr","genetic_value_correlation","block_csr minus full_csr",2
1,0.910757902117348,0.944337842043772,TRUE,-0.0335799399264235,"sparse_mixture","block_csr_minus_bed","genetic_value_correlation","block_csr minus bed",4
1,0.910822954363897,0.911488596644219,TRUE,-0.000665642280321954,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.910822954363897,0.944337842043772,TRUE,-0.0335148876798746,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","genetic_value_correlation","block_eigen_ridge_fixed minus bed",4
1,0.911471969814663,0.911488596644219,TRUE,-1.66268295559435e-05,"sparse_mixture","hard_minus_unfiltered_block_eigen","genetic_value_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.911471969814663,0.944337842043772,TRUE,-0.0328658722291086,"sparse_mixture","block_eigen_hard_minus_bed","genetic_value_correlation","block_eigen_hard minus bed",4
1,0.911488596644219,0.910757902117348,TRUE,0.000730694526870801,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","genetic_value_correlation","block_eigen_unfiltered minus block_csr",1
1,0.911488596644219,0.944337842043772,TRUE,-0.0328492453995527,"sparse_mixture","block_eigen_unfiltered_minus_bed","genetic_value_correlation","block_eigen_unfiltered minus bed",4
1,0.912039476421133,0.944337842043772,TRUE,-0.0322983656226388,"sparse_mixture","full_csr_minus_bed","genetic_value_correlation","full_csr minus bed",4
1,0.914827574017173,0.91665255655612,TRUE,-0.00182498253894692,"sparse_mixture","block_csr_minus_full_csr","marker_effect_correlation","block_csr minus full_csr",2
1,0.914827574017173,0.945162202455937,TRUE,-0.0303346284387639,"sparse_mixture","block_csr_minus_bed","marker_effect_correlation","block_csr minus bed",4
1,0.91507632844737,0.915430736497445,TRUE,-0.00035440805007525,"sparse_mixture","ridge_fixed_minus_unfiltered_block_eigen","marker_effect_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.91507632844737,0.945162202455937,TRUE,-0.0300858740085669,"sparse_mixture","block_eigen_ridge_fixed_minus_bed","marker_effect_correlation","block_eigen_ridge_fixed minus bed",4
1,0.915430736497445,0.914827574017173,TRUE,0.000603162480272257,"sparse_mixture","unfiltered_block_eigen_minus_block_csr","marker_effect_correlation","block_eigen_unfiltered minus block_csr",1
1,0.915430736497445,0.945162202455937,TRUE,-0.0297314659584916,"sparse_mixture","block_eigen_unfiltered_minus_bed","marker_effect_correlation","block_eigen_unfiltered minus bed",4
1,0.915497516891382,0.915430736497445,TRUE,6.67803939369271e-05,"sparse_mixture","hard_minus_unfiltered_block_eigen","marker_effect_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.915497516891382,0.945162202455937,TRUE,-0.0296646855645547,"sparse_mixture","block_eigen_hard_minus_bed","marker_effect_correlation","block_eigen_hard minus bed",4
1,0.91665255655612,0.945162202455937,TRUE,-0.028509645899817,"sparse_mixture","full_csr_minus_bed","marker_effect_correlation","full_csr minus bed",4
1,0.920418623677595,0.920866192477667,TRUE,-0.000447568800072129,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","marker_effect_correlation","block_eigen_unfiltered minus block_csr",1
1,0.920418623677595,0.922270767371729,TRUE,-0.001852143694134,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","marker_effect_correlation","block_eigen_unfiltered minus bed",4
1,0.920799545908856,0.920418623677595,TRUE,0.000380922231260628,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","marker_effect_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.920799545908856,0.922270767371729,TRUE,-0.00147122146287337,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","marker_effect_correlation","block_eigen_ridge_fixed minus bed",4
1,0.920866192477667,0.922270767371729,TRUE,-0.00140457489406187,"sparse_homogeneous","block_csr_minus_bed","marker_effect_correlation","block_csr minus bed",4
1,0.920866192477667,0.923417206108352,TRUE,-0.00255101363068522,"sparse_homogeneous","block_csr_minus_full_csr","marker_effect_correlation","block_csr minus full_csr",2
1,0.92117270672489,0.920418623677595,TRUE,0.000754083047295295,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","marker_effect_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.92117270672489,0.922270767371729,TRUE,-0.00109806064683871,"sparse_homogeneous","block_eigen_hard_minus_bed","marker_effect_correlation","block_eigen_hard minus bed",4
1,0.922010251671533,0.922610419633947,TRUE,-0.000600167962413911,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus block_csr",1
1,0.922010251671533,0.923848906283986,TRUE,-0.00183865461245381,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","genetic_value_reconstruction_correlation","block_eigen_unfiltered minus bed",4
1,0.922435000111255,0.922864937115102,TRUE,-0.000429937003847747,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","genetic_value_correlation","block_eigen_unfiltered minus block_csr",1
1,0.922435000111255,0.923152540135212,TRUE,-0.000717540023957519,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","genetic_value_correlation","block_eigen_unfiltered minus bed",4
1,0.922466108473438,0.922010251671533,TRUE,0.000455856801905186,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.922466108473438,0.923848906283986,TRUE,-0.00138279781054862,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","genetic_value_reconstruction_correlation","block_eigen_ridge_fixed minus bed",4
1,0.922610419633947,0.923848906283986,TRUE,-0.00123848665003989,"sparse_homogeneous","block_csr_minus_bed","genetic_value_reconstruction_correlation","block_csr minus bed",4
1,0.922610419633947,0.925154378087014,TRUE,-0.00254395845306754,"sparse_homogeneous","block_csr_minus_full_csr","genetic_value_reconstruction_correlation","block_csr minus full_csr",2
1,0.922686388325303,0.922435000111255,TRUE,0.000251388214048243,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","genetic_value_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.922686388325303,0.923152540135212,TRUE,-0.000466151809909277,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","genetic_value_correlation","block_eigen_ridge_fixed minus bed",4
1,0.922864937115102,0.923152540135212,TRUE,-0.000287603020109772,"sparse_homogeneous","block_csr_minus_bed","genetic_value_correlation","block_csr minus bed",4
1,0.922864937115102,0.92539817539882,TRUE,-0.00253323828371743,"sparse_homogeneous","block_csr_minus_full_csr","genetic_value_correlation","block_csr minus full_csr",2
1,0.922865733877605,0.922010251671533,TRUE,0.000855482206072344,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","genetic_value_reconstruction_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.922865733877605,0.923848906283986,TRUE,-0.000983172406381461,"sparse_homogeneous","block_eigen_hard_minus_bed","genetic_value_reconstruction_correlation","block_eigen_hard minus bed",4
1,0.923005539724477,0.922435000111255,TRUE,0.000570539613222398,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","genetic_value_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.923005539724477,0.923152540135212,TRUE,-0.000147000410735121,"sparse_homogeneous","block_eigen_hard_minus_bed","genetic_value_correlation","block_eigen_hard minus bed",4
1,0.923417206108352,0.922270767371729,TRUE,0.00114643873662335,"sparse_homogeneous","full_csr_minus_bed","marker_effect_correlation","full_csr minus bed",4
1,0.925154378087014,0.923848906283986,TRUE,0.00130547180302765,"sparse_homogeneous","full_csr_minus_bed","genetic_value_reconstruction_correlation","full_csr minus bed",4
1,0.92539817539882,0.923152540135212,TRUE,0.00224563526360766,"sparse_homogeneous","full_csr_minus_bed","genetic_value_correlation","full_csr minus bed",4
1,0.93333639638283,0.920987164938688,TRUE,0.0123492314441418,"sparse_homogeneous","block_eigen_unfiltered_minus_bed","causal_marker_effect_correlation","block_eigen_unfiltered minus bed",4
1,0.93333639638283,0.933799460583325,TRUE,-0.0004630642004948,"sparse_homogeneous","unfiltered_block_eigen_minus_block_csr","causal_marker_effect_correlation","block_eigen_unfiltered minus block_csr",1
1,0.933552082558679,0.920987164938688,TRUE,0.012564917619991,"sparse_homogeneous","block_eigen_ridge_fixed_minus_bed","causal_marker_effect_correlation","block_eigen_ridge_fixed minus bed",4
1,0.933552082558679,0.93333639638283,TRUE,0.000215686175849217,"sparse_homogeneous","ridge_fixed_minus_unfiltered_block_eigen","causal_marker_effect_correlation","block_eigen_ridge_fixed minus block_eigen_unfiltered",3
1,0.933799460583325,0.920987164938688,TRUE,0.0128122956446366,"sparse_homogeneous","block_csr_minus_bed","causal_marker_effect_correlation","block_csr minus bed",4
1,0.933799460583325,0.93600259734551,TRUE,-0.00220313676218498,"sparse_homogeneous","block_csr_minus_full_csr","causal_marker_effect_correlation","block_csr minus full_csr",2
1,0.934116093324217,0.920987164938688,TRUE,0.0131289283855288,"sparse_homogeneous","block_eigen_hard_minus_bed","causal_marker_effect_correlation","block_eigen_hard minus bed",4
1,0.934116093324217,0.93333639638283,TRUE,0.00077969694138702,"sparse_homogeneous","hard_minus_unfiltered_block_eigen","causal_marker_effect_correlation","block_eigen_hard minus block_eigen_unfiltered",3
1,0.93600259734551,0.920987164938688,TRUE,0.0150154324068216,"sparse_homogeneous","full_csr_minus_bed","causal_marker_effect_correlation","full_csr minus bed",4
1,0.95556415018517,0.949145559448,TRUE,0.00641859073717033,"sparse_mixture","block_csr_minus_bed","causal_marker_effect_correlation","block_csr minus bed",4
1,0.95556415018517,0.955600863428267,TRUE,-3.6713243096953e-05,"sparse_mixture","block_csr_minus_full_csr","causal_marker_effect_correlation","block_csr minus full_csr",2
