"architecture","replicate","configuration","metric","value","available","unavailable_reason"
"sparse_homogeneous",1,"low_rank_0999","pip_causal_mean",0.3567,TRUE,""
"sparse_homogeneous",1,"low_rank_0999","pip_null_mean",0.000636883582404259,TRUE,""
"sparse_homogeneous",1,"low_rank_0999","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",1,"low_rank_0999","total_pip_mass",41.999,TRUE,""
"sparse_homogeneous",1,"low_rank_full","pip_auprc",0.442620715860529,TRUE,""
"sparse_homogeneous",1,"low_rank_full","pip_auroc",0.797229646029361,TRUE,""
"sparse_homogeneous",1,"low_rank_full","pip_causal_mean",0.3561,TRUE,""
"sparse_homogeneous",1,"low_rank_full","pip_null_mean",0.000646213858359031,TRUE,""
"sparse_homogeneous",1,"low_rank_full","top_marker_causal_enrichment",334.3208,TRUE,""
"sparse_homogeneous",1,"low_rank_full","total_pip_mass",42.323,TRUE,""
"sparse_homogeneous",2,"bed","pip_auprc",0.513241310524712,TRUE,""
"sparse_homogeneous",2,"bed","pip_auroc",0.840589599641549,TRUE,""
"sparse_homogeneous",2,"bed","pip_causal_mean",0.34356,TRUE,""
"sparse_homogeneous",2,"bed","pip_null_mean",0.00011457262591919,TRUE,""
"sparse_homogeneous",2,"bed","top_marker_causal_enrichment",395.1064,TRUE,""
"sparse_homogeneous",2,"bed","total_pip_mass",21.525,TRUE,""
"sparse_homogeneous",2,"block_csr","pip_auprc",0.457021681643598,TRUE,""
"sparse_homogeneous",2,"block_csr","pip_auroc",0.794063677815556,TRUE,""
"sparse_homogeneous",2,"block_csr","pip_causal_mean",0.3449,TRUE,""
"sparse_homogeneous",2,"block_csr","pip_null_mean",0.000663055797158747,TRUE,""
"sparse_homogeneous",2,"block_csr","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",2,"block_csr","total_pip_mass",42.402,TRUE,""
"sparse_homogeneous",2,"full_csr","pip_auprc",0.456137040976895,TRUE,""
"sparse_homogeneous",2,"full_csr","pip_auroc",0.843881025803221,TRUE,""
"sparse_homogeneous",2,"full_csr","pip_causal_mean",0.3504,TRUE,""
"sparse_homogeneous",2,"full_csr","pip_null_mean",0.000660314699138136,TRUE,""
"sparse_homogeneous",2,"full_csr","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",2,"full_csr","total_pip_mass",42.573,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","pip_auprc",0.449179669233595,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","pip_auroc",0.828362457499802,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","pip_causal_mean",0.34534,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","pip_null_mean",0.000654279012150444,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","total_pip_mass",42.091,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","pip_auprc",0.455494366560681,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","pip_auroc",0.823586357766005,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","pip_causal_mean",0.34556,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","pip_null_mean",0.000658838723280883,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","total_pip_mass",42.275,TRUE,""
"sparse_homogeneous",2,"low_rank_full","pip_auprc",0.4560783047327,TRUE,""
"sparse_homogeneous",2,"low_rank_full","pip_auroc",0.830926965551778,TRUE,""
"sparse_homogeneous",2,"low_rank_full","pip_causal_mean",0.34614,TRUE,""
"sparse_homogeneous",2,"low_rank_full","pip_null_mean",0.000658153448775731,TRUE,""
"sparse_homogeneous",2,"low_rank_full","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",2,"low_rank_full","total_pip_mass",42.278,TRUE,""
"sparse_homogeneous",3,"bed","pip_auprc",0.467588028931321,TRUE,""
"sparse_homogeneous",3,"bed","pip_auroc",0.779641812287499,TRUE,""
"sparse_homogeneous",3,"bed","pip_causal_mean",0.37376,TRUE,""
"sparse_homogeneous",3,"bed","pip_null_mean",9.54903666218603e-05,TRUE,""
"sparse_homogeneous",3,"bed","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",3,"bed","total_pip_mass",22.311,TRUE,""
"sparse_homogeneous",3,"block_csr","pip_auprc",0.435714851254707,TRUE,""
"sparse_homogeneous",3,"block_csr","pip_auroc",0.73024116391239,TRUE,""
"sparse_homogeneous",3,"block_csr","pip_causal_mean",0.37668,TRUE,""
"sparse_homogeneous",3,"block_csr","pip_null_mean",0.00060491289106771,TRUE,""
"sparse_homogeneous",3,"block_csr","top_marker_causal_enrichment",334.3208,TRUE,""
"sparse_homogeneous",3,"block_csr","total_pip_mass",41.785,TRUE,""
"sparse_homogeneous",3,"full_csr","pip_auprc",0.430000891226827,TRUE,""
"sparse_homogeneous",3,"full_csr","pip_auroc",0.785013573706544,TRUE,""
"sparse_homogeneous",3,"full_csr","pip_causal_mean",0.36522,TRUE,""
"sparse_homogeneous",3,"full_csr","pip_null_mean",0.000615903639861891,TRUE,""
"sparse_homogeneous",3,"full_csr","top_marker_causal_enrichment",334.3208,TRUE,""
"sparse_homogeneous",3,"full_csr","total_pip_mass",41.629,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","pip_auprc",0.44280197908948,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","pip_auroc",0.79113386573891,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","pip_causal_mean",0.38212,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","pip_null_mean",0.000613716032787749,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","top_marker_causal_enrichment",334.3208,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","total_pip_mass",42.391,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","pip_auprc",0.440346122582136,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","pip_auroc",0.814109538493977,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","pip_causal_mean",0.37552,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","pip_null_mean",0.000598850847368282,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","top_marker_causal_enrichment",334.3208,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","total_pip_mass",41.497,TRUE,""
"sparse_homogeneous",3,"low_rank_full","pip_auprc",0.436890726898555,TRUE,""
"sparse_homogeneous",3,"low_rank_full","pip_auroc",0.805374397090219,TRUE,""
"sparse_homogeneous",3,"low_rank_full","pip_causal_mean",0.37602,TRUE,""
"sparse_homogeneous",3,"low_rank_full","pip_null_mean",0.000615402862338895,TRUE,""
"sparse_homogeneous",3,"low_rank_full","top_marker_causal_enrichment",319.1244,TRUE,""
"sparse_homogeneous",3,"low_rank_full","total_pip_mass",42.15,TRUE,""
"sparse_homogeneous",4,"bed","pip_auprc",0.611233938582055,TRUE,""
"sparse_homogeneous",4,"bed","pip_auroc",0.83196357502438,TRUE,""
"sparse_homogeneous",4,"bed","pip_causal_mean",0.3696,TRUE,""
"sparse_homogeneous",4,"bed","pip_null_mean",8.94019662106956e-05,TRUE,""
"sparse_homogeneous",4,"bed","top_marker_causal_enrichment",455.892,TRUE,""
"sparse_homogeneous",4,"bed","total_pip_mass",21.872,TRUE,""
"sparse_homogeneous",4,"block_csr","pip_auprc",0.487280222458886,TRUE,""
"sparse_homogeneous",4,"block_csr","pip_auroc",0.841234811944862,TRUE,""
"sparse_homogeneous",4,"block_csr","pip_causal_mean",0.37158,TRUE,""
"sparse_homogeneous",4,"block_csr","pip_null_mean",0.000682243483303023,TRUE,""
"sparse_homogeneous",4,"block_csr","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",4,"block_csr","total_pip_mass",44.464,TRUE,""
"sparse_homogeneous",4,"full_csr","pip_auprc",0.48544445129373,TRUE,""
"sparse_homogeneous",4,"full_csr","pip_auroc",0.811746132152553,TRUE,""
"sparse_homogeneous",4,"full_csr","pip_causal_mean",0.37482,TRUE,""
"sparse_homogeneous",4,"full_csr","pip_null_mean",0.000656440262512849,TRUE,""
"sparse_homogeneous",4,"full_csr","top_marker_causal_enrichment",379.91,TRUE,""
"sparse_homogeneous",4,"full_csr","total_pip_mass",43.647,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","pip_auprc",0.490504770828078,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","pip_auroc",0.874894704936612,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","pip_causal_mean",0.3736,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","pip_null_mean",0.000674204686223347,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","total_pip_mass",44.26,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","pip_auprc",0.489146137204,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","pip_auroc",0.856354866766822,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","pip_causal_mean",0.37062,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","pip_null_mean",0.000674204686223347,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","top_marker_causal_enrichment",349.5172,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","total_pip_mass",44.111,TRUE,""
"sparse_homogeneous",4,"low_rank_full","pip_auprc",0.480853340787319,TRUE,""
"sparse_homogeneous",4,"low_rank_full","pip_auroc",0.78661131757202,TRUE,""
"sparse_homogeneous",4,"low_rank_full","pip_causal_mean",0.37002,TRUE,""
"sparse_homogeneous",4,"low_rank_full","pip_null_mean",0.000683350465195962,TRUE,""
"sparse_homogeneous",4,"low_rank_full","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",4,"low_rank_full","total_pip_mass",44.428,TRUE,""
"sparse_homogeneous",5,"bed","pip_auprc",0.528606200069854,TRUE,""
"sparse_homogeneous",5,"bed","pip_auroc",0.839362958277325,TRUE,""
"sparse_homogeneous",5,"bed","pip_causal_mean",0.43014,TRUE,""
"sparse_homogeneous",5,"bed","pip_null_mean",9.44624548641311e-05,TRUE,""
"sparse_homogeneous",5,"bed","top_marker_causal_enrichment",379.91,TRUE,""
"sparse_homogeneous",5,"bed","total_pip_mass",25.091,TRUE,""
"sparse_homogeneous",5,"block_csr","pip_auprc",0.498675890097669,TRUE,""
"sparse_homogeneous",5,"block_csr","pip_auroc",0.819952030784639,TRUE,""
"sparse_homogeneous",5,"block_csr","pip_causal_mean",0.45826,TRUE,""
"sparse_homogeneous",5,"block_csr","pip_null_mean",0.000657520887694051,TRUE,""
"sparse_homogeneous",5,"block_csr","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",5,"block_csr","total_pip_mass",47.86,TRUE,""
"sparse_homogeneous",5,"full_csr","pip_auprc",0.494860562469406,TRUE,""
"sparse_homogeneous",5,"full_csr","pip_auroc",0.82121399014259,TRUE,""
"sparse_homogeneous",5,"full_csr","pip_causal_mean",0.45484,TRUE,""
"sparse_homogeneous",5,"full_csr","pip_null_mean",0.000658733296433937,TRUE,""
"sparse_homogeneous",5,"full_csr","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",5,"full_csr","total_pip_mass",47.735,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","pip_auprc",0.498230970148893,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","pip_auroc",0.810864763712079,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","pip_causal_mean",0.45628,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","pip_null_mean",0.000654463509132601,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","total_pip_mass",47.645,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","pip_auprc",0.492901634808291,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","pip_auroc",0.808315806120029,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","pip_causal_mean",0.45784,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","pip_null_mean",0.000660472839408555,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","total_pip_mass",47.951,TRUE,""
"sparse_homogeneous",5,"low_rank_full","pip_auprc",0.495534622901994,TRUE,""
"sparse_homogeneous",5,"low_rank_full","pip_auroc",0.804013072929021,TRUE,""
"sparse_homogeneous",5,"low_rank_full","pip_causal_mean",0.45586,TRUE,""
"sparse_homogeneous",5,"low_rank_full","pip_null_mean",0.000656703829630215,TRUE,""
"sparse_homogeneous",5,"low_rank_full","top_marker_causal_enrichment",364.7136,TRUE,""
"sparse_homogeneous",5,"low_rank_full","total_pip_mass",47.709,TRUE,""
"sparse_mixture",1,"bed","pip_auprc",0.238080717974684,TRUE,""
"sparse_mixture",1,"bed","pip_auroc",0.713916607364065,TRUE,""
"sparse_mixture",1,"bed","pip_causal_mean",0.164835,TRUE,""
"sparse_mixture",1,"bed","pip_null_mean",0.00808962599826047,TRUE,""
"sparse_mixture",1,"bed","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",1,"bed","total_pip_mass",315.17025,TRUE,""
"sparse_mixture",1,"block_csr","pip_auprc",0.202126865183675,TRUE,""
"sparse_mixture",1,"block_csr","pip_auroc",0.75291637015366,TRUE,""
"sparse_mixture",1,"block_csr","pip_causal_mean",0.18985,TRUE,""
"sparse_mixture",1,"block_csr","pip_null_mean",0.00919077646872777,TRUE,""
"sparse_mixture",1,"block_csr","top_marker_causal_enrichment",167.1604,TRUE,""
"sparse_mixture",1,"block_csr","total_pip_mass",358.19975,TRUE,""
"sparse_mixture",1,"full_csr","pip_auprc",0.203260966747309,TRUE,""
"sparse_mixture",1,"full_csr","pip_auroc",0.733781397432856,TRUE,""
"sparse_mixture",1,"full_csr","pip_causal_mean",0.1901275,TRUE,""
"sparse_mixture",1,"full_csr","pip_null_mean",0.00919542183917133,TRUE,""
"sparse_mixture",1,"full_csr","top_marker_causal_enrichment",167.1604,TRUE,""
"sparse_mixture",1,"full_csr","total_pip_mass",358.389874999999,TRUE,""
"sparse_mixture",1,"low_rank_0995","pip_auprc",0.206472824457141,TRUE,""
"sparse_mixture",1,"low_rank_0995","pip_auroc",0.804708099417517,TRUE,""
"sparse_mixture",1,"low_rank_0995","pip_causal_mean",0.190805,TRUE,""
"sparse_mixture",1,"low_rank_0995","pip_null_mean",0.00919589625998261,TRUE,""
"sparse_mixture",1,"low_rank_0995","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",1,"low_rank_0995","total_pip_mass",358.44175,TRUE,""
"sparse_mixture",1,"low_rank_0999","pip_auprc",0.201102120320106,TRUE,""
"sparse_mixture",1,"low_rank_0999","pip_auroc",0.747640547165336,TRUE,""
"sparse_mixture",1,"low_rank_0999","pip_causal_mean",0.190015,TRUE,""
"sparse_mixture",1,"low_rank_0999","pip_null_mean",0.00918912258506629,TRUE,""
"sparse_mixture",1,"low_rank_0999","top_marker_causal_enrichment",167.1604,TRUE,""
"sparse_mixture",1,"low_rank_0999","total_pip_mass",358.14525,TRUE,""
"sparse_mixture",1,"low_rank_full","pip_auprc",0.201822390495524,TRUE,""
"sparse_mixture",1,"low_rank_full","pip_auroc",0.760216915737593,TRUE,""
"sparse_mixture",1,"low_rank_full","pip_causal_mean",0.190395,TRUE,""
"sparse_mixture",1,"low_rank_full","pip_null_mean",0.00919797185103187,TRUE,""
"sparse_mixture",1,"low_rank_full","top_marker_causal_enrichment",167.1604,TRUE,""
"sparse_mixture",1,"low_rank_full","total_pip_mass",358.5,TRUE,""
"sparse_mixture",2,"bed","pip_auprc",0.256730278948876,TRUE,""
"sparse_mixture",2,"bed","pip_auroc",0.763420574049182,TRUE,""
"sparse_mixture",2,"bed","pip_causal_mean",0.196525,TRUE,""
"sparse_mixture",2,"bed","pip_null_mean",0.00787396879365331,TRUE,""
"sparse_mixture",2,"bed","top_marker_causal_enrichment",212.7496,TRUE,""
"sparse_mixture",2,"bed","total_pip_mass",308.5725,TRUE,""
"sparse_mixture",2,"block_csr","pip_auprc",0.202492295603277,TRUE,""
"sparse_mixture",2,"block_csr","pip_auroc",0.709980496033315,TRUE,""
"sparse_mixture",2,"block_csr","pip_causal_mean",0.196885,TRUE,""
"sparse_mixture",2,"block_csr","pip_null_mean",0.00906540418017449,TRUE,""
"sparse_mixture",2,"block_csr","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",2,"block_csr","total_pip_mass",353.79475,TRUE,""
"sparse_mixture",2,"full_csr","pip_auprc",0.203996160306742,TRUE,""
"sparse_mixture",2,"full_csr","pip_auroc",0.746056772357081,TRUE,""
"sparse_mixture",2,"full_csr","pip_causal_mean",0.1974,TRUE,""
"sparse_mixture",2,"full_csr","pip_null_mean",0.00910035647452622,TRUE,""
"sparse_mixture",2,"full_csr","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",2,"full_csr","total_pip_mass",355.146624999999,TRUE,""
"sparse_mixture",2,"low_rank_0995","pip_auprc",0.209829754018683,TRUE,""
"sparse_mixture",2,"low_rank_0995","pip_auroc",0.710879523470652,TRUE,""
"sparse_mixture",2,"low_rank_0995","pip_causal_mean",0.20341,TRUE,""
"sparse_mixture",2,"low_rank_0995","pip_null_mean",0.00908724730502623,TRUE,""
"sparse_mixture",2,"low_rank_0995","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",2,"low_rank_0995","total_pip_mass",354.94975,TRUE,""
"sparse_mixture",2,"low_rank_0999","pip_auprc",0.201346636432858,TRUE,""
"sparse_mixture",2,"low_rank_0999","pip_auroc",0.730957012203158,TRUE,""
"sparse_mixture",2,"low_rank_0999","pip_causal_mean",0.1973,TRUE,""
"sparse_mixture",2,"low_rank_0999","pip_null_mean",0.00906113439287315,TRUE,""
"sparse_mixture",2,"low_rank_0999","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",2,"low_rank_0999","total_pip_mass",353.6535,TRUE,""
"sparse_mixture",2,"low_rank_full","pip_auprc",0.204143727777132,TRUE,""
"sparse_mixture",2,"low_rank_full","pip_auroc",0.703811444084236,TRUE,""
"sparse_mixture",2,"low_rank_full","pip_causal_mean",0.19763,TRUE,""
"sparse_mixture",2,"low_rank_full","pip_null_mean",0.00907220421180254,TRUE,""
"sparse_mixture",2,"low_rank_full","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",2,"low_rank_full","total_pip_mass",354.09,TRUE,""
"sparse_mixture",3,"bed","pip_auprc",0.182194606981183,TRUE,""
"sparse_mixture",3,"bed","pip_auroc",0.747835059697952,TRUE,""
"sparse_mixture",3,"bed","pip_causal_mean",0.16057,TRUE,""
"sparse_mixture",3,"bed","pip_null_mean",0.00781963443240822,TRUE,""
"sparse_mixture",3,"bed","top_marker_causal_enrichment",136.7676,TRUE,""
"sparse_mixture",3,"bed","total_pip_mass",304.71325,TRUE,""
"sparse_mixture",3,"block_csr","pip_auprc",0.150734800764971,TRUE,""
"sparse_mixture",3,"block_csr","pip_auroc",0.692969610711368,TRUE,""
"sparse_mixture",3,"block_csr","pip_causal_mean",0.156675,TRUE,""
"sparse_mixture",3,"block_csr","pip_null_mean",0.00908507287630796,TRUE,""
"sparse_mixture",3,"block_csr","top_marker_causal_enrichment",106.3748,TRUE,""
"sparse_mixture",3,"block_csr","total_pip_mass",352.5305,TRUE,""
"sparse_mixture",3,"full_csr","pip_auprc",0.152622509664722,TRUE,""
"sparse_mixture",3,"full_csr","pip_auroc",0.689084367834269,TRUE,""
"sparse_mixture",3,"full_csr","pip_causal_mean",0.1589725,TRUE,""
"sparse_mixture",3,"full_csr","pip_null_mean",0.00913188569094118,TRUE,""
"sparse_mixture",3,"full_csr","top_marker_causal_enrichment",121.5712,TRUE,""
"sparse_mixture",3,"full_csr","total_pip_mass",354.421499999999,TRUE,""
"sparse_mixture",3,"low_rank_0995","pip_auprc",0.151129944031544,TRUE,""
"sparse_mixture",3,"low_rank_0995","pip_auroc",0.700337102343112,TRUE,""
"sparse_mixture",3,"low_rank_0995","pip_causal_mean",0.157005,TRUE,""
"sparse_mixture",3,"low_rank_0995","pip_null_mean",0.00910331172082972,TRUE,""
"sparse_mixture",3,"low_rank_0995","top_marker_causal_enrichment",106.3748,TRUE,""
"sparse_mixture",3,"low_rank_0995","total_pip_mass",353.239,TRUE,""
"sparse_mixture",3,"low_rank_0999","pip_auprc",0.151555901616251,TRUE,""
"sparse_mixture",3,"low_rank_0999","pip_auroc",0.729477873540497,TRUE,""
"sparse_mixture",3,"low_rank_0999","pip_causal_mean",0.15722,TRUE,""
"sparse_mixture",3,"low_rank_0999","pip_null_mean",0.00911805830104637,TRUE,""
"sparse_mixture",3,"low_rank_0999","top_marker_causal_enrichment",106.3748,TRUE,""
"sparse_mixture",3,"low_rank_0999","total_pip_mass",353.80925,TRUE,""
"sparse_mixture",3,"low_rank_full","pip_auprc",0.150866537617118,TRUE,""
"sparse_mixture",3,"low_rank_full","pip_auroc",0.700762236103424,TRUE,""
"sparse_mixture",3,"low_rank_full","pip_causal_mean",0.15669,TRUE,""
"sparse_mixture",3,"low_rank_full","pip_null_mean",0.00910568382488602,TRUE,""
"sparse_mixture",3,"low_rank_full","top_marker_causal_enrichment",106.3748,TRUE,""
"sparse_mixture",3,"low_rank_full","total_pip_mass",353.31325,TRUE,""
"sparse_mixture",4,"bed","pip_auprc",0.240425465800386,TRUE,""
"sparse_mixture",4,"bed","pip_auroc",0.75299544028887,TRUE,""
"sparse_mixture",4,"bed","pip_causal_mean",0.1945,TRUE,""
"sparse_mixture",4,"bed","pip_null_mean",0.00791409688727235,TRUE,""
"sparse_mixture",4,"bed","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"bed","total_pip_mass",309.99375,TRUE,""
"sparse_mixture",4,"block_csr","pip_auprc",0.213903523749003,TRUE,""
"sparse_mixture",4,"block_csr","pip_auroc",0.75009910123613,TRUE,""
"sparse_mixture",4,"block_csr","pip_causal_mean",0.208115,TRUE,""
"sparse_mixture",4,"block_csr","pip_null_mean",0.00910006984528611,TRUE,""
"sparse_mixture",4,"block_csr","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"block_csr","total_pip_mass",355.6715,TRUE,""
"sparse_mixture",4,"full_csr","pip_auprc",0.21287626397653,TRUE,""
"sparse_mixture",4,"full_csr","pip_auroc",0.747360111752458,TRUE,""
"sparse_mixture",4,"full_csr","pip_causal_mean",0.209515,TRUE,""
"sparse_mixture",4,"full_csr","pip_null_mean",0.00912684496982155,TRUE,""
"sparse_mixture",4,"full_csr","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"full_csr","total_pip_mass",356.757374999999,TRUE,""
"sparse_mixture",4,"low_rank_0995","pip_auprc",0.212715863738747,TRUE,""
"sparse_mixture",4,"low_rank_0995","pip_auroc",0.711300703724203,TRUE,""
"sparse_mixture",4,"low_rank_0995","pip_causal_mean",0.207955,TRUE,""
"sparse_mixture",4,"low_rank_0995","pip_null_mean",0.00908207480034792,TRUE,""
"sparse_mixture",4,"low_rank_0995","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"low_rank_0995","total_pip_mass",354.98075,TRUE,""
"sparse_mixture",4,"low_rank_0999","pip_auprc",0.214161286515956,TRUE,""
"sparse_mixture",4,"low_rank_0999","pip_auroc",0.712647004559711,TRUE,""
"sparse_mixture",4,"low_rank_0999","pip_causal_mean",0.206515,TRUE,""
"sparse_mixture",4,"low_rank_0999","pip_null_mean",0.00910057721198704,TRUE,""
"sparse_mixture",4,"low_rank_0999","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"low_rank_0999","total_pip_mass",355.61075,TRUE,""
"sparse_mixture",4,"low_rank_full","pip_auprc",0.214116416531267,TRUE,""
"sparse_mixture",4,"low_rank_full","pip_auroc",0.732539205608708,TRUE,""
"sparse_mixture",4,"low_rank_full","pip_causal_mean",0.208265,TRUE,""
"sparse_mixture",4,"low_rank_full","pip_null_mean",0.00909993806172743,TRUE,""
"sparse_mixture",4,"low_rank_full","top_marker_causal_enrichment",182.3568,TRUE,""
"sparse_mixture",4,"low_rank_full","total_pip_mass",355.674,TRUE,""
"sparse_mixture",5,"bed","pip_auprc",0.310669504295615,TRUE,""
"sparse_mixture",5,"bed","pip_auroc",0.696776310587491,TRUE,""
"sparse_mixture",5,"bed","pip_causal_mean",0.20969,TRUE,""
"sparse_mixture",5,"bed","pip_null_mean",0.00798266387285523,TRUE,""
"sparse_mixture",5,"bed","top_marker_causal_enrichment",243.1424,TRUE,""
"sparse_mixture",5,"bed","total_pip_mass",313.35475,TRUE,""
"sparse_mixture",5,"block_csr","pip_auprc",0.250574558082747,TRUE,""
"sparse_mixture",5,"block_csr","pip_auroc",0.719828944940829,TRUE,""
"sparse_mixture",5,"block_csr","pip_causal_mean",0.23545,TRUE,""
"sparse_mixture",5,"block_csr","pip_null_mean",0.00908152789857938,TRUE,""
"sparse_mixture",5,"block_csr","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",5,"block_csr","total_pip_mass",356.33475,TRUE,""
"sparse_mixture",5,"full_csr","pip_auprc",0.248385371777625,TRUE,""
