"replicate","method","trait","metric","value","architecture","simulation_seed","causal_selection_seed","mcmc_seed","sblr_version","qgg_version","sblrbench_commit","method_controls","runtime","convergence_status","status","reason"
1,"st_bed_bayesr","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","causal_loci_detected",7,"separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","sets_without_exact_causal",0,"separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_csr_sbayesc","D1","number_of_credible_sets",8,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","mean_set_size",1,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","median_set_size",1,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","exact_coverage_fraction",1,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","causal_loci_detected",8,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","sets_without_exact_causal",0,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesr","D1","number_of_credible_sets",8,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","mean_set_size",1,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","median_set_size",1,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","exact_coverage_fraction",1,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","ld_proxy_coverage_fraction",1,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","causal_loci_detected",8,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","sets_without_exact_causal",0,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","sets_without_causal_or_proxy",0,"separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
10,"st_bed_bayesc","D1","number_of_credible_sets",7,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","mean_set_size",1,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","median_set_size",1,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","exact_coverage_fraction",1,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","ld_proxy_coverage_fraction",1,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","causal_loci_detected",7,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","sets_without_exact_causal",0,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","sets_without_causal_or_proxy",0,"separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesr","D1","number_of_credible_sets",7,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","mean_set_size",1,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","median_set_size",1,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","exact_coverage_fraction",1,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","ld_proxy_coverage_fraction",1,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","causal_loci_detected",7,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","sets_without_exact_causal",0,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","sets_without_causal_or_proxy",0,"separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_csr_sbayesc","D1","number_of_credible_sets",7,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","mean_set_size",1,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","median_set_size",1,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","exact_coverage_fraction",1,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","ld_proxy_coverage_fraction",1,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","causal_loci_detected",7,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","sets_without_exact_causal",0,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","sets_without_causal_or_proxy",0,"separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesr","D1","number_of_credible_sets",7,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","mean_set_size",1,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","median_set_size",1,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","exact_coverage_fraction",1,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","ld_proxy_coverage_fraction",1,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","causal_loci_detected",7,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","sets_without_exact_causal",0,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
10,"st_csr_sbayesr","D1","sets_without_causal_or_proxy",0,"separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
2,"st_bed_bayesc","D1","number_of_credible_sets",6,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","mean_set_size",1,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","median_set_size",1,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","exact_coverage_fraction",1,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","causal_loci_detected",6,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","sets_without_exact_causal",0,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesc","D1","sets_without_causal_or_proxy",0,"separated",3003,2003,10201,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10201,""convergence"":""core"",""verbose"":false}",42.13,"reported","ok",""
2,"st_bed_bayesr","D1","number_of_credible_sets",6,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
2,"st_bed_bayesr","D1","mean_set_size",1,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
2,"st_bed_bayesr","D1","median_set_size",1,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
2,"st_bed_bayesr","D1","exact_coverage_fraction",1,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
2,"st_bed_bayesr","D1","ld_proxy_coverage_fraction",1,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
2,"st_bed_bayesr","D1","causal_loci_detected",6,"separated",3003,2003,10202,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10202,""convergence"":""core"",""verbose"":false}",93.96,"reported","ok",""
