"replicate","method","trait","study","scenario","metric","value","status.x","reason.x","architecture","simulation_seed","causal_selection_seed","mcmc_seed","sblr_version","qgg_version","sblrbench_commit","method_controls","runtime","convergence_status","status.y","reason.y"
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_mean",3528.5,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_worst",32149,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10102,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10102,""convergence"":""core"",""verbose"":false}",87.98,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","pip_brier",9.42788555184123e-05,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","effect_rmse",0.00100033347080469,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","average_precision",0.800350770556986,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_mean",1108.5,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_worst",6452,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10103,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10103,""convergence"":""core"",""verbose"":false}",17.62,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","pip_brier",8.65738727593378e-05,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","effect_rmse",0.000906370488055258,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","average_precision",0.80139307798114,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_mean",932.6,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_rank_worst",8585,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_10_recall",0.8,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_20_recall",0.8,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
1,"st_csr_sbayesr","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3002,2002,10104,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":10104,""convergence"":""core"",""verbose"":false}",60.36,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","pip_brier",8.80964438946066e-05,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","effect_rmse",0.000720779457692451,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","average_precision",0.702412711769566,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_mean",3677.4,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_rank_worst",32835,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_10_recall",0.7,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_20_recall",0.7,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesc","D1","01_finemapping","separated","causal_top_50_recall",0.7,"ok","","separated",3011,2011,11001,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11001,""convergence"":""core"",""verbose"":false}",18.5799999999999,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","pip_brier",8.68720486430997e-05,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","effect_rmse",0.000692650524654829,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","average_precision",0.705667661654557,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_mean",3779,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_rank_worst",33004,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_10_recall",0.7,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_20_recall",0.7,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_bed_bayesr","D1","01_finemapping","separated","causal_top_50_recall",0.7,"ok","","separated",3011,2011,11002,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11002,""convergence"":""core"",""verbose"":false}",24.9400000000001,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","pip_brier",0.000116610355084099,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","effect_rmse",0.00104331062994083,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","average_precision",0.718926226708542,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_mean",1245.4,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_median",5.5,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_best",1,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_rank_worst",7680,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_10_recall",0.7,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_20_recall",0.7,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesc","D1","01_finemapping","separated","causal_top_50_recall",0.8,"ok","","separated",3011,2011,11003,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11003,""convergence"":""core"",""verbose"":false}",5.20000000000005,"reported","ok",""
10,"st_csr_sbayesr","D1","01_finemapping","separated","pip_brier",0.000108708167723935,"ok","","separated",3011,2011,11004,"0.1.2","1.1.6","f178b332fb3ac6cee95914d519a84301a305ff24","{""nit"":500,""nburn"":250,""nthin"":1,""nchains"":1,""ncores"":1,""convergence_control"":{""warn"":false},""seed"":11004,""convergence"":""core"",""verbose"":false}",12.22,"reported","ok",""
