"architecture","replicate","configuration","method","metric","value","available","unavailable_reason"
"sparse_homogeneous",1,"low_rank_0999","sbayesc","marker_effect_rmse",0.00130865136715458,TRUE,""
"sparse_homogeneous",1,"low_rank_0999","sbayesc","noncausal_marker_rmse",0.000519323297397034,TRUE,""
"sparse_homogeneous",1,"low_rank_0999","sbayesc","nonnull_probability_mean",0.00110549867073781,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","causal_marker_effect_correlation",0.933530929823202,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","genetic_value_reconstruction_correlation",0.922202708335754,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","marker_effect_correlation",0.920540346019919,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","marker_effect_rmse",0.00131021610617766,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","noncausal_marker_rmse",0.000520552945233855,TRUE,""
"sparse_homogeneous",1,"low_rank_full","sbayesc","nonnull_probability_mean",0.00111402700639625,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","causal_marker_effect_correlation",0.914093850928462,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","genetic_value_reconstruction_correlation",0.91604612779472,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","high_pip_marker_count",17,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","marker_effect_correlation",0.912643788321132,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","marker_effect_rmse",0.00138257333198491,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","noncausal_marker_rmse",9.8656754559935e-05,TRUE,""
"sparse_homogeneous",2,"bed","bayesc","nonnull_probability_mean",0.00056658155879024,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","causal_marker_effect_correlation",0.902876882469517,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.901149146851602,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","marker_effect_correlation",0.895505061346184,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","marker_effect_rmse",0.00150248820152161,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","noncausal_marker_rmse",0.000364495533735402,TRUE,""
"sparse_homogeneous",2,"block_csr","sbayesc","nonnull_probability_mean",0.00111610644626359,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","causal_marker_effect_correlation",0.904383212098742,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.902825827246997,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","marker_effect_correlation",0.897312931690414,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","marker_effect_rmse",0.0014900627494158,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","noncausal_marker_rmse",0.00035425011819428,TRUE,""
"sparse_homogeneous",2,"full_csr","sbayesc","nonnull_probability_mean",0.00112060751230555,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","causal_marker_effect_correlation",0.902439871311587,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","genetic_value_reconstruction_correlation",0.900249142183476,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","marker_effect_correlation",0.894060327409269,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","marker_effect_rmse",0.00151204979765551,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","noncausal_marker_rmse",0.000383998386956814,TRUE,""
"sparse_homogeneous",2,"low_rank_0995","sbayesc","nonnull_probability_mean",0.00110792029691243,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","causal_marker_effect_correlation",0.90340613322561,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","genetic_value_reconstruction_correlation",0.901901753478862,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","marker_effect_correlation",0.896047399624842,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","marker_effect_rmse",0.0014992414645651,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","noncausal_marker_rmse",0.000362851155372544,TRUE,""
"sparse_homogeneous",2,"low_rank_0999","sbayesc","nonnull_probability_mean",0.00111276354926167,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","causal_marker_effect_correlation",0.90311563518747,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","genetic_value_reconstruction_correlation",0.901733259977224,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","high_pip_marker_count",16,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","marker_effect_correlation",0.895740383762065,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","marker_effect_rmse",0.00150098232941184,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","noncausal_marker_rmse",0.000363196896098008,TRUE,""
"sparse_homogeneous",2,"low_rank_full","sbayesc","nonnull_probability_mean",0.00111284251533258,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","causal_marker_effect_correlation",0.938951713017399,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","genetic_value_reconstruction_correlation",0.940852242661623,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","marker_effect_correlation",0.93854623505995,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","marker_effect_rmse",0.00115144034317167,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","noncausal_marker_rmse",8.52949396524502e-05,TRUE,""
"sparse_homogeneous",3,"bed","bayesc","nonnull_probability_mean",0.000587270669369061,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","causal_marker_effect_correlation",0.938690736551644,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.931755459974928,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","marker_effect_correlation",0.928791444449806,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","marker_effect_rmse",0.00123760772194741,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","noncausal_marker_rmse",0.000437691643499949,TRUE,""
"sparse_homogeneous",3,"block_csr","sbayesc","nonnull_probability_mean",0.00109986575767945,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","causal_marker_effect_correlation",0.934642285933096,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.927002295800624,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","marker_effect_correlation",0.923486948616526,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","marker_effect_rmse",0.00128017090596368,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","noncausal_marker_rmse",0.000465977634117627,TRUE,""
"sparse_homogeneous",3,"full_csr","sbayesc","nonnull_probability_mean",0.00109575952199205,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","causal_marker_effect_correlation",0.940437783808664,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","genetic_value_reconstruction_correlation",0.93300931791561,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","marker_effect_correlation",0.930057319839249,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","marker_effect_rmse",0.00122671913277669,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","noncausal_marker_rmse",0.000451647904825061,TRUE,""
"sparse_homogeneous",3,"low_rank_0995","sbayesc","nonnull_probability_mean",0.00111581690400358,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","causal_marker_effect_correlation",0.938535254631907,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","genetic_value_reconstruction_correlation",0.931718979920901,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","marker_effect_correlation",0.928621975563464,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","marker_effect_rmse",0.00123901086329736,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","noncausal_marker_rmse",0.000438489269160523,TRUE,""
"sparse_homogeneous",3,"low_rank_0999","sbayesc","nonnull_probability_mean",0.00109228501487194,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","causal_marker_effect_correlation",0.938493483727051,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","genetic_value_reconstruction_correlation",0.930754594840426,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","high_pip_marker_count",21,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","marker_effect_correlation",0.927745859535421,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","marker_effect_rmse",0.00124619657012238,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","noncausal_marker_rmse",0.000456324523839792,TRUE,""
"sparse_homogeneous",3,"low_rank_full","sbayesc","nonnull_probability_mean",0.00110947329630702,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","causal_marker_effect_correlation",0.928276873550522,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","genetic_value_reconstruction_correlation",0.929047338917929,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","high_pip_marker_count",18,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","marker_effect_correlation",0.927385940296753,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","marker_effect_rmse",0.00125495098210611,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","noncausal_marker_rmse",4.21994869272607e-05,TRUE,""
"sparse_homogeneous",4,"bed","bayesc","nonnull_probability_mean",0.00057571530099234,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","causal_marker_effect_correlation",0.926348536544297,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.914966455791432,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","marker_effect_correlation",0.909788682861543,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","marker_effect_rmse",0.00139297132024497,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","noncausal_marker_rmse",0.000574465739670646,TRUE,""
"sparse_homogeneous",4,"block_csr","sbayesc","nonnull_probability_mean",0.00117038245900345,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","causal_marker_effect_correlation",0.926643859066417,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.916589273069472,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","high_pip_marker_count",19,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","marker_effect_correlation",0.911712425879465,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","marker_effect_rmse",0.00137869593332569,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","noncausal_marker_rmse",0.000546999019110147,TRUE,""
"sparse_homogeneous",4,"full_csr","sbayesc","nonnull_probability_mean",0.00114887736569187,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","causal_marker_effect_correlation",0.926617607463229,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","genetic_value_reconstruction_correlation",0.916832227834997,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","marker_effect_correlation",0.911698989509434,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","marker_effect_rmse",0.00137878043877369,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","noncausal_marker_rmse",0.000542429830606973,TRUE,""
"sparse_homogeneous",4,"low_rank_0995","sbayesc","nonnull_probability_mean",0.00116501276618146,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","causal_marker_effect_correlation",0.925997677503234,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","genetic_value_reconstruction_correlation",0.914240381862382,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","marker_effect_correlation",0.909022439317189,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","marker_effect_rmse",0.00139870459459891,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","noncausal_marker_rmse",0.000580862666449156,TRUE,""
"sparse_homogeneous",4,"low_rank_0999","sbayesc","nonnull_probability_mean",0.00116109078465952,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","causal_marker_effect_correlation",0.925386803302938,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","genetic_value_reconstruction_correlation",0.913689395013155,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","high_pip_marker_count",20,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","marker_effect_correlation",0.908477005403622,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","marker_effect_rmse",0.00140269965615106,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","noncausal_marker_rmse",0.000581439577981919,TRUE,""
"sparse_homogeneous",4,"low_rank_full","sbayesc","nonnull_probability_mean",0.00116943486615251,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","causal_marker_effect_correlation",0.947960810248576,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","genetic_value_reconstruction_correlation",0.94962156974903,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","high_pip_marker_count",22,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","marker_effect_correlation",0.948337066977143,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","marker_effect_rmse",0.00106305277039684,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","noncausal_marker_rmse",4.20987269015553e-05,TRUE,""
"sparse_homogeneous",5,"bed","bayesc","nonnull_probability_mean",0.000660445895080414,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","causal_marker_effect_correlation",0.952594511214216,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","genetic_value_reconstruction_correlation",0.946830411255691,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","marker_effect_correlation",0.943774620640475,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","marker_effect_rmse",0.00111537707208716,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","noncausal_marker_rmse",0.000458966975504121,TRUE,""
"sparse_homogeneous",5,"block_csr","sbayesc","nonnull_probability_mean",0.0012597720512753,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","causal_marker_effect_correlation",0.952829936742382,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","genetic_value_reconstruction_correlation",0.947401676842408,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","marker_effect_correlation",0.944420636101383,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","marker_effect_rmse",0.00110766440026959,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","noncausal_marker_rmse",0.000448016491497402,TRUE,""
"sparse_homogeneous",5,"full_csr","sbayesc","nonnull_probability_mean",0.00125648179832065,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","causal_marker_effect_correlation",0.952143699061676,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","genetic_value_reconstruction_correlation",0.947904631530299,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","high_pip_marker_count",23,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","marker_effect_correlation",0.944980361522725,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","marker_effect_rmse",0.00110110832868683,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","noncausal_marker_rmse",0.000412942862078107,TRUE,""
"sparse_homogeneous",5,"low_rank_0995","sbayesc","nonnull_probability_mean",0.00125411281619331,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","causal_marker_effect_correlation",0.952415539159163,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","genetic_value_reconstruction_correlation",0.946764448964699,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","marker_effect_correlation",0.943595967047004,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","marker_effect_rmse",0.00111817657945941,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","noncausal_marker_rmse",0.00045975863128842,TRUE,""
"sparse_homogeneous",5,"low_rank_0999","sbayesc","nonnull_probability_mean",0.00126216735542629,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","causal_marker_effect_correlation",0.952382025766833,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","genetic_value_reconstruction_correlation",0.946639511097621,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","high_pip_marker_count",24,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","marker_effect_correlation",0.943513092799153,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","marker_effect_rmse",0.00111855576878866,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","noncausal_marker_rmse",0.000460847131728303,TRUE,""
"sparse_homogeneous",5,"low_rank_full","sbayesc","nonnull_probability_mean",0.00125579742570609,TRUE,""
"sparse_mixture",1,"bed","bayesr","causal_marker_effect_correlation",0.948841992924542,TRUE,""
"sparse_mixture",1,"bed","bayesr","genetic_value_reconstruction_correlation",0.943660527554471,TRUE,""
"sparse_mixture",1,"bed","bayesr","high_pip_marker_count",8,TRUE,""
"sparse_mixture",1,"bed","bayesr","marker_effect_correlation",0.944918339653835,TRUE,""
"sparse_mixture",1,"bed","bayesr","marker_effect_rmse",0.00121419096318655,TRUE,""
"sparse_mixture",1,"bed","bayesr","noncausal_marker_rmse",0.000255745765136273,TRUE,""
"sparse_mixture",1,"bed","bayesr","nonnull_probability_mean",0.00829591877023506,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","causal_marker_effect_correlation",0.955670645242983,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.906407951090425,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","marker_effect_correlation",0.915627817040988,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","marker_effect_rmse",0.00137930311270141,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","noncausal_marker_rmse",0.000823607564106072,TRUE,""
"sparse_mixture",1,"block_csr","sbayesr","nonnull_probability_mean",0.00942854228633098,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","causal_marker_effect_correlation",0.955758244119189,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.907298993166649,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","marker_effect_correlation",0.916820848734417,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","marker_effect_rmse",0.00137142490563386,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","noncausal_marker_rmse",0.000811937212019831,TRUE,""
"sparse_mixture",1,"full_csr","sbayesr","nonnull_probability_mean",0.00943354676107497,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","causal_marker_effect_correlation",0.956360917638664,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","genetic_value_reconstruction_correlation",0.907266984150507,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","marker_effect_correlation",0.916277751214007,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","marker_effect_rmse",0.00137595983725324,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","noncausal_marker_rmse",0.000821242764911496,TRUE,""
"sparse_mixture",1,"low_rank_0995","sbayesr","nonnull_probability_mean",0.00943491221605118,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","causal_marker_effect_correlation",0.95571169665851,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","genetic_value_reconstruction_correlation",0.90656759376173,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","marker_effect_correlation",0.915648816567464,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","marker_effect_rmse",0.00137914193968849,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","noncausal_marker_rmse",0.000824131815112367,TRUE,""
"sparse_mixture",1,"low_rank_0999","sbayesr","nonnull_probability_mean",0.00942710773604276,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","causal_marker_effect_correlation",0.955672445154565,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","genetic_value_reconstruction_correlation",0.905845519855603,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","marker_effect_correlation",0.915093734700448,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","marker_effect_rmse",0.00138265707322066,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","noncausal_marker_rmse",0.000830016422857909,TRUE,""
"sparse_mixture",1,"low_rank_full","sbayesr","nonnull_probability_mean",0.00943644547392804,TRUE,""
"sparse_mixture",2,"bed","bayesr","causal_marker_effect_correlation",0.96646742922296,TRUE,""
"sparse_mixture",2,"bed","bayesr","genetic_value_reconstruction_correlation",0.961202405937414,TRUE,""
"sparse_mixture",2,"bed","bayesr","high_pip_marker_count",9,TRUE,""
"sparse_mixture",2,"bed","bayesr","marker_effect_correlation",0.962665203861484,TRUE,""
"sparse_mixture",2,"bed","bayesr","marker_effect_rmse",0.000988052100886778,TRUE,""
"sparse_mixture",2,"bed","bayesr","noncausal_marker_rmse",0.000234698265021173,TRUE,""
"sparse_mixture",2,"bed","bayesr","nonnull_probability_mean",0.00812225263878288,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","causal_marker_effect_correlation",0.959747915323485,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.909521993793598,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","high_pip_marker_count",19,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","marker_effect_correlation",0.91598395667711,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","marker_effect_rmse",0.00135856753854933,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","noncausal_marker_rmse",0.000930178054876791,TRUE,""
"sparse_mixture",2,"block_csr","sbayesr","nonnull_probability_mean",0.00931259377220921,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","causal_marker_effect_correlation",0.960101383689477,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.908582453240679,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","high_pip_marker_count",18,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","marker_effect_correlation",0.915172717019917,TRUE,""
