"scenario","replicate","method","quantity","parameter_name","annotation_name","stick_name","burnin","retained_draws","rhat","ess_bulk","ess_tail","mcse_mean","posterior_sd","relative_mcse","chain_count","draws_per_chain","rhat_pass","ess_bulk_pass","ess_tail_pass","relative_mcse_pass","chain_count_pass","finite_nonconstant_pass","overall_pass"
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",750,500,2.48854061218124,4.87993705241581,14.3119285148579,0.0630060592063075,0.13265501890848,0.474961744566756,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",750,1000,2.1432396972502,5.22924244515675,20.0197892538848,0.0594298649804728,0.130872973029794,0.454103422613797,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",750,1500,1.85335461914754,5.85384410974776,28.2903826381972,0.0496453115435247,0.118273698756238,0.419749378480534,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",750,2000,1.42473243483425,8.38186113341995,25.6968400871915,0.0415395824203027,0.115125687166271,0.360819409141149,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",1000,500,2.35016900939048,5.00161688150069,12.6065345398908,0.0523340348795334,0.113630938130791,0.460561496194779,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",1000,1000,2.04247239676008,5.4001267719065,19.4616659117374,0.0533960884222111,0.120969616765005,0.441400823199583,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",1000,1500,1.57684115278712,6.98225853962585,22.9845765195086,0.0418242478356682,0.107918945128681,0.387552415248293,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_0_stick","alpha","continuous_signal","component_0_stick",1000,2000,1.50000117203206,7.62748197251295,38.0628982795191,0.0419904372976745,0.114315204045928,0.367321544392329,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",250,500,1.35479730146267,9.86067309572456,42.8713004949506,0.280384849990615,0.889702254344865,0.315144587553144,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",250,1000,1.33684698558896,10.5608568725307,92.9753718888633,0.324832826834794,1.06392677174494,0.305315023046218,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",250,1500,1.18628124061244,15.6232513485993,67.0154501207456,0.293510045332412,1.21222832904094,0.242124390513645,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",250,2000,1.19443310995893,16.376894609005,94.1541196219449,0.33742419380207,1.37974177591735,0.244556046422329,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",250,2500,1.22568378162732,13.3742824879613,24.7105059133342,0.402147679842248,1.58653193574817,0.25347594383759,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",500,500,1.32707328689471,10.1092313076807,33.0754997708745,0.323859235605131,1.03218040815986,0.313762238698656,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",500,1000,1.38511687197504,8.95165584293852,34.5999189510368,0.395532093448506,1.21531804270579,0.325455625235261,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",500,1500,1.1478262827965,20.7005100793554,87.312096513739,0.30775811032191,1.42377161889069,0.216156935732217,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",500,2000,1.23870842365022,13.8292254222231,86.7992734392897,0.385950166902334,1.49519967903592,0.258126170245828,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",500,2500,1.18389272866762,15.4007859802923,31.5239556858351,0.397022404916813,1.62971518402567,0.243614595242404,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",750,500,1.3478726195764,9.81701723645072,40.2281348753678,0.372349475691291,1.17733829882703,0.316263792711286,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",750,1000,1.21838080845344,13.0887440391199,44.9665516790759,0.359181577667256,1.32166806047094,0.27176383269735,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",750,1500,1.29032297319674,12.1281749080909,92.2060525180499,0.414032611885111,1.47941925251287,0.2798615816185,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",750,2000,1.21358578323779,12.971784545374,21.9142321852765,0.456338483245053,1.71155374723161,0.26662235058827,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",1000,500,1.69662061523549,6.45093962398306,24.1991889436274,0.544861795698434,1.37358059579912,0.396672606882194,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",1000,1000,1.30589926167139,12.3689964801688,63.6657629279331,0.438453054099431,1.57721460281321,0.277992007756828,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",1000,1500,1.20992571953264,13.6729206416739,76.5123388939205,0.42302495658606,1.61801680633348,0.261446577643813,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_1_stick","alpha","continuous_signal","component_1_stick",1000,2000,1.19181682611822,14.9058809219865,22.4052435594705,0.456801369299209,1.74650968507624,0.261551008392644,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",250,500,1.99974056575256,5.4986134009624,14.8890984604242,2.44945455678239,5.50341818128728,0.445078763069654,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",250,1000,1.40392807277305,8.98963149688719,13.5370819088811,1.68337735935349,4.4868542171029,0.375179864979082,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",250,1500,1.25851469629188,11.6882424137721,16.3122553923946,1.40256189987604,3.83076860086539,0.366130676637372,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",250,2000,1.17303305989073,17.7218130201092,17.4191217687343,1.02457851719943,3.4320921282105,0.298528850311966,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",250,2500,1.10684678053613,29.4451377875032,16.0195572751415,0.85282510181924,3.2414875389335,0.263096831802053,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",500,500,1.7262435119581,6.27579323013384,16.7568937523772,2.37466331454726,5.12313692250149,0.463517440675346,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",500,1000,1.30974817695499,10.3436756596064,10.8031721845933,1.68345073884491,3.99790443110392,0.421083286970936,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",500,1500,1.18984804713479,15.2381546628517,11.3047317000482,1.14666039741559,3.41406193409368,0.335863970704443,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",500,2000,1.11360577182353,24.4074408923621,11.6993046950256,0.909016202776761,3.20663842943987,0.28347948257314,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",500,2500,1.08033185726592,53.1068503563961,14.9213478990613,0.677606404870579,2.9565054459429,0.22919166470687,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",750,500,1.32418047387163,10.2562351127133,11.3822056904446,1.16781969468365,2.99690613336824,0.389675099156722,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",750,1000,1.13675744437083,24.9910574912236,13.4873037763796,0.64547681056855,2.43120218038742,0.265496969267152,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",750,1500,1.08618087189937,62.6561985579937,21.3108327403188,0.33584098694102,2.20722505902051,0.152155298150726,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",750,2000,1.05386797776826,73.3319395762243,36.4927489913461,0.30114026312357,2.19294352721819,0.137322397675044,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",1000,500,1.07516388064769,40.6921108186536,19.9021572076141,0.301360754522747,1.7562375118574,0.17159453233864,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",1000,1000,1.0587616752277,55.7380582689515,60.858351196303,0.23393080046827,1.67533260696382,0.139632452383422,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",1000,1500,1.04167588796871,58.1297342772892,54.0448931499319,0.275779317229643,1.88520712803192,0.146285950826817,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:continuous_signal:component_2_stick","alpha","continuous_signal","component_2_stick",1000,2000,1.04923630497724,93.8720123299579,78.1130643838026,0.203207380043605,1.79267859209573,0.113354050714716,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",250,500,1.16535473425761,25.4438081514276,29.493826674447,0.0307812671688228,0.155210883455773,0.198318999824479,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",250,1000,1.06608513216512,43.3041590655181,125.9952528706,0.0253714245847373,0.164581427964965,0.154157275814487,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",250,1500,1.13200200719188,26.5609458645314,47.5717480394438,0.0342634728277149,0.184259525441954,0.185952247220504,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",250,2000,1.11819569463078,27.8604324780192,49.282535717268,0.035929481416745,0.188481632729265,0.190625902887599,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",250,2500,1.17531459875782,19.846052024066,131.289930890709,0.0424821988807964,0.189601734790606,0.224060180291669,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",500,500,1.13271402099075,21.4015968026721,55.4670371823559,0.0372872828996302,0.167558607687402,0.22253278070437,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",500,1000,1.14131022894575,28.5534744520209,30.9549861162292,0.0347083836389442,0.186646953895106,0.18595740736519,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",500,1500,1.13597869709314,20.391619516623,42.2496925946557,0.044051355392953,0.198502329085519,0.221918581992933,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",500,2000,1.21613651374211,15.9516301939246,92.1317627590693,0.0475595347911058,0.189515045511024,0.250953873677218,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",500,2500,1.21236653174156,15.4169323756533,105.844198416754,0.0483733784464005,0.195721107891268,0.247154632260074,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",750,500,1.08100419823647,25.2517759030058,62.9699873257057,0.0347260845312193,0.166614230481099,0.208422080340602,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",750,1000,1.21930010772162,13.765409258175,35.8917983671523,0.0497136901650419,0.189633991466813,0.262156007899786,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",750,1500,1.21971925244925,15.287305016741,67.4045456436147,0.0492417894424954,0.190410591113737,0.258608458460602,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",750,2000,1.20348815492983,17.3703398571692,54.8355582496076,0.0451126352546246,0.188314585784919,0.239559963274163,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",1000,500,1.35767808538262,9.1702710058363,20.6636072759881,0.0672781853863427,0.201492430136912,0.333899319893199,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",1000,1000,1.31313939819788,10.3793275954993,33.8680875966869,0.0653865925777914,0.20983980263612,0.31160243078944,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",1000,1500,1.25288229272379,12.8663405874273,44.981216554705,0.0540417275194351,0.193362579614885,0.279483898213752,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_0_stick","alpha","enriched_binary","component_0_stick",1000,2000,1.15627871083677,20.9583468893678,47.8625175167664,0.0437711078898111,0.196631539114851,0.222604715839836,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",250,500,1.12500535112786,25.3228495838822,128.076458595543,0.20468800558888,1.03227554944831,0.198288146704892,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",250,1000,1.09861261947792,43.8466162677324,63.3635069049064,0.23291039927893,1.51358709544962,0.153879746979305,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",250,1500,1.06067156793481,65.1438404595806,80.4172894739271,0.221277682854711,1.72086669251387,0.12858502277795,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",250,2000,1.0499443660606,86.8467083048159,122.560326007089,0.182699803850579,1.67078702229563,0.109349546897696,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",250,2500,1.07846958502781,73.490941510994,134.380425779544,0.174013498696978,1.64374161795021,0.105864265281533,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",500,500,1.14497043073323,19.2735638120721,51.0767804676109,0.324494152638655,1.47797775909983,0.219552798166793,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",500,1000,1.11852975873387,46.4395053981301,52.4644189336168,0.262378224082456,1.76628083982949,0.148548417763386,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",500,1500,1.06356474698786,64.2595478337719,96.4725541519029,0.224823000443808,1.78570373005725,0.125901624474178,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",500,2000,1.0902035329762,71.8177007335916,112.912737491894,0.205763897391672,1.73452381738617,0.118628464670925,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",500,2500,1.04776363459449,96.0074093630763,138.115513688795,0.168540999424667,1.64054241739228,0.102734923302118,4,2500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",750,500,1.07711902607869,27.648913753566,44.9651824006325,0.340534562703157,1.79840401451426,0.189353760309045,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",750,1000,1.05390640738082,43.483047384128,76.5724851337894,0.291030098989616,1.89926913431054,0.153232679735652,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",750,1500,1.10534094168569,58.6081227394905,78.7905824926836,0.238560743527924,1.7990618690219,0.132602856875413,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",750,2000,1.07013583868095,72.5589184166295,113.509443333073,0.204086163663538,1.73342827950359,0.117735568339743,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",1000,500,1.18966139727988,27.6880382421169,24.5044499682123,0.373714774403162,1.94336626944931,0.192302799671964,4,500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",1000,1000,1.15788004641789,43.2409376909674,53.6090371881864,0.29118815702308,1.88452264637502,0.154515605096705,4,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",1000,1500,1.07986215827567,53.9418390533619,88.2532271049715,0.245249615230604,1.79169593706891,0.136881269950199,4,1500,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"informative_annotations",1,"st_bed_bayesrc","alpha:enriched_binary:component_1_stick","alpha","enriched_binary","component_1_stick",1000,2000,1.0507424177288,79.508441522269,115.524091101419,0.186644338256926,1.66221664551357,0.112286409091553,4,2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
