"study","architecture","replicate","method","method_label","prior_class","model_specification","estimand_id","estimand_label","truth","truth_type","posterior_mean","posterior_sd","posterior_median","lower_95","upper_95","bias","absolute_error","squared_error","relative_error","covered_95","interval_width_95","n_posterior_draws","chain_count","draws_per_chain","status","reason"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.412529278931576,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00825058557863151,"realized_quantity",0.0045585381106835,0.000665679241985079,0.00449483321060957,0.00347645153104693,0.00600915850593513,-0.00369204746794801,0.00369204746794801,1.36312145055813e-05,-0.447489142771899,FALSE,0.0025327069748882,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.598499865567009,0.0321735157650078,0.598144210547471,0.536572276239096,0.663696785099657,0.16992843699558,0.16992843699558,0.0288756736997609,0.39649968632302,FALSE,0.127124508860561,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.411857083791885,0.0175305699598329,0.411945732775004,0.377516226861087,0.446603759363698,0.111857083791885,0.111857083791885,0.0125120071944247,0.372856945972948,FALSE,0.0690875325026111,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",0.854228616924894,0.0259906155750074,0.854039370617361,0.803748441715992,0.906028277282096,-0.145771383075106,0.145771383075106,0.0212492961236293,-0.145771383075106,FALSE,0.102279835566104,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.412529278931576,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.0163045823837547,0.00551233645635705,0.015423162931157,0.00867660049497506,0.0284799989820497,0.00768153684270285,0.00768153684270285,5.90060082658013e-05,0.890814829416503,FALSE,0.0198033984870746,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.358704899311302,0.0209988358839417,0.358405916867803,0.320090335174631,0.401016553960622,-0.0698665292601269,0.0698665292601269,0.00488133191085617,-0.163021901606963,FALSE,0.080926218785991,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.256090917629086,0.0120423522190662,0.25592861643379,0.234289863939925,0.27978316162095,-0.0439090823709143,0.0439090823709143,0.00192800751465574,-0.146363607903048,FALSE,0.0454932976810252,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.04145755339119,0.0221491171122382,1.0414659015934,1.00010206703675,1.08614055732894,0.041457553391188,0.041457553391188,0.0017187287331832,0.041457553391188,FALSE,0.0860384902921947,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.00324781116779913,0.000479014992054158,0.00320343815914791,0.00244789050452271,0.00432230184416025,-0.00537523437325274,0.00537523437325274,2.88931445673978e-05,-0.623356834619831,FALSE,0.00187441133963755,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.392812959028756,0.0230054031518011,0.392795720250948,0.348671343712939,0.438805187722855,-0.0357584695426725,0.0357584695426725,0.00127866814403424,-0.0834364289329024,TRUE,0.0901338440099163,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.280608306438316,0.0133515292592609,0.280660688798811,0.254677540061864,0.306479952918561,-0.0193916935616844,0.0193916935616844,0.000376037779190273,-0.064638978538948,TRUE,0.0518024128566966,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",1.00653266949358,0.0222066918706112,1.00627119387733,0.963537372763537,1.05158608105732,0.00653266949357978,0.00653266949357978,4.26757707123479e-05,0.00653266949357978,TRUE,0.0880487082937846,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.00975860807613405,0.00247465267858342,0.00934703900052527,0.00613154297892608,0.0153145011881161,0.00113556253508218,0.00113556253508218,1.28950227108227e-06,0.131689265663284,TRUE,0.00918295820918998,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.387363103101314,0.0229889568466068,0.386283067629169,0.345423468188353,0.432365910898136,-0.0412083254701147,0.0412083254701147,0.00169812608805091,-0.0961527594302676,TRUE,0.0869424427097829,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.276472274879638,0.0137331881460516,0.275803459783782,0.250054576694056,0.303782464664202,-0.0235277251203623,0.0235277251203623,0.000553553849339329,-0.0784257504012077,TRUE,0.0537278879701461,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.01328439102437,0.0233272061487454,1.01323529175225,0.967040687355103,1.06150611665194,0.0132843910243666,0.0132843910243666,0.000176475044888273,0.0132843910243666,TRUE,0.0944654292968408,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.00405751456418595,0.000615205544661098,0.00398408246331832,0.00301298682273489,0.0054086120936226,-0.00456553097686591,0.00456553097686591,2.08440731007222e-05,-0.529456901871934,FALSE,0.00239562527088771,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.510138858792894,0.0306067116310551,0.509240220033816,0.451004699750282,0.571141320402128,0.0815674302214652,0.0815674302214652,0.0066532456729336,0.190324003850085,FALSE,0.120136620651846,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.364276685882461,0.0182165490596496,0.364158677361694,0.328522359194106,0.399827861203693,0.0642766858824611,0.0642766858824611,0.00413149234803257,0.214255619608204,FALSE,0.0713055020095877,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",0.88982838272174,0.0268321662643376,0.889663875491421,0.838662176985009,0.943262085386807,-0.11017161727826,0.11017161727826,0.0121377852537074,-0.11017161727826,FALSE,0.104599908401798,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00872129062404772,"realized_quantity",0.0151913130223599,0.00424308798756256,0.0146122965371277,0.00885595601057635,0.025690244219825,0.00647002239831217,0.00647002239831217,4.18611898346612e-05,0.741865244172922,FALSE,0.0168342882092486,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.409759288536137,0.0233724172133133,0.409386348017128,0.366447212704824,0.456206013713564,-0.0188121400352914,0.0188121400352914,0.000353896612707414,-0.04389499341568,TRUE,0.0897588010087398,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.282006529422014,0.0127143448335927,0.282213549026369,0.258055391402906,0.307144160755144,-0.0179934705779861,0.0179934705779861,0.000323764983440852,-0.0599782352599537,TRUE,0.0490887693522378,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.0426825075687,0.0217055097332013,1.04280547934525,1.00169605921674,1.08722772416418,0.0426825075686978,0.0426825075686978,0.00182179645235195,0.0426825075686978,FALSE,0.0855316649474376,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.436064531202386,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00872129062404772,"realized_quantity",0.00362318142679804,0.000533364280356706,0.00358595418497135,0.00270618811883135,0.00478717907132679,-0.00509810919724968,0.00509810919724968,2.59907173870818e-05,-0.584559031113167,FALSE,0.00208099095249545,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.441705417562985,0.0243769406309363,0.441460303464787,0.393901221654279,0.488983093525162,0.0131339889915562,0.0131339889915562,0.00017250166683032,0.0306459743136312,TRUE,0.0950818718708835,4000,4,1000,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.30429139763003,0.0133021178279713,0.304428380743256,0.277824799355036,0.329808073279092,0.00429139763002961,0.00429139763002961,1.84160936190238e-05,0.0143046587667654,TRUE,0.0519832739240565,4000,4,1000,"ok",""
