"architecture","replicate","estimand_id","comparison_id","focal_method","comparison_method","comparison_type","estimate_difference","absolute_error_difference","interval_width_difference","coverage_agreement","complete_pair","reason"
"sparse_homogeneous",2,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0553080083721702,-0.0100603448669454,0.00385572703275072,TRUE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00654597430762067,-0.00654597430762067,-0.0106204402778846,FALSE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0286582037900122,-0.0286582037900122,0.00601622392379186,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.020381357250552,-0.020381357250552,0.00823459028912091,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0281731623668213,-0.0281731623668213,0.00842693900464608,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00571004356946347,-0.00571004356946347,-0.00787682274610415,FALSE,TRUE,""
"sparse_homogeneous",4,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0153093423797139,-0.0153093423797139,0.00758611134652848,TRUE,TRUE,""
"sparse_homogeneous",4,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0104313258180355,-0.0104313258180355,0.00494970996065808,TRUE,TRUE,""
"sparse_homogeneous",4,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0147066065206989,-0.0147066065206989,0.00988698429817503,FALSE,TRUE,""
"sparse_homogeneous",4,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00442870110212856,-0.00442870110212856,-0.00724256920423564,TRUE,TRUE,""
"sparse_homogeneous",5,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0384213294677324,-0.0384213294677324,0.00771884196901251,FALSE,TRUE,""
"sparse_homogeneous",5,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0271229663436527,-0.0271229663436527,0.00914925911368963,FALSE,TRUE,""
"sparse_homogeneous",5,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0383919577989256,-0.0383919577989256,0.00764842175807701,FALSE,TRUE,""
"sparse_homogeneous",5,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.010331998091398,-0.010331998091398,-0.0154883804611093,FALSE,TRUE,""
"sparse_mixture",1,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0314075581532035,-0.0216708393281493,0.0127801164396519,TRUE,TRUE,""
"sparse_mixture",1,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0225628071613826,-0.0201375827947842,0.00727706307186921,TRUE,TRUE,""
"sparse_mixture",1,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0352484535358617,-0.0352484535358617,0.00983918474342615,FALSE,TRUE,""
"sparse_mixture",1,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0175446507315093,-0.0175446507315093,-0.0364838269572347,TRUE,TRUE,""
"sparse_mixture",2,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0210492172826224,-0.0210492172826224,0.00810805471595571,FALSE,TRUE,""
"sparse_mixture",2,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0151589148221633,-0.0151589148221633,0.00805192006306557,FALSE,TRUE,""
"sparse_mixture",2,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0220176941158823,-0.0220176941158823,0.0105893226056464,TRUE,TRUE,""
"sparse_mixture",2,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.014383121467171,-0.014383121467171,-0.0254646475849127,FALSE,TRUE,""
"sparse_mixture",3,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0243028315219832,0.0175609296727,0.0180629762216323,TRUE,TRUE,""
"sparse_mixture",3,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.016664200384881,0.00177377701508175,0.0105445079959929,TRUE,TRUE,""
"sparse_mixture",3,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0240707714564588,-0.0240707714564588,0.0024854852454631,TRUE,TRUE,""
"sparse_mixture",3,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0117273520748443,-0.0117273520748443,-0.0227878426221624,FALSE,TRUE,""
"sparse_mixture",4,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0273353553601942,-0.00564808915727599,0.0108462286904003,TRUE,TRUE,""
"sparse_mixture",4,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0188758294620567,-0.00622027619252269,0.0105619652431889,TRUE,TRUE,""
"sparse_mixture",4,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0264971165247473,-0.0155841632209176,0.00675118361246063,TRUE,TRUE,""
"sparse_mixture",4,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0106811074053524,-0.0106811074053524,-0.0204664891989498,TRUE,TRUE,""
"sparse_mixture",5,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0435393456734082,0.0299558157150221,0.0058874529681372,TRUE,TRUE,""
"sparse_mixture",5,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.030083805164452,0.0123604717205775,0.0043770695982811,TRUE,TRUE,""
"sparse_mixture",5,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0436325553985359,-0.00909226273788843,0.00135877514507499,TRUE,TRUE,""
"sparse_mixture",5,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000752088474049775,-0.000752088474049776,0.000527281614287427,TRUE,TRUE,""
"sparse_homogeneous",1,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.113272094560178,0.105632976611077,0.024262622651665,FALSE,TRUE,""
"sparse_homogeneous",1,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0790142672455782,0.0715920998285024,0.0149395343440898,FALSE,TRUE,""
"sparse_homogeneous",1,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.113192504499445,0.0964939846054544,0.0189607914987816,FALSE,TRUE,""
"sparse_homogeneous",1,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000934342035089234,-0.000934342035089234,0.000502625314345911,TRUE,TRUE,""
"sparse_homogeneous",2,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.143131314651769,0.143131314651769,0.0316683653286347,FALSE,TRUE,""
"sparse_homogeneous",2,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0986055239572759,0.0986055239572759,0.0187743291098215,FALSE,TRUE,""
"sparse_homogeneous",2,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.143605919378442,0.143605919378442,0.0156861482944652,FALSE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000809703396386824,-0.000809703396386825,0.000521213931250158,TRUE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.117325899764138,0.0458089606787928,0.0300027766419299,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0836683794441455,0.0448849923207767,0.0195030891528911,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.11670428677184,0.10363894778468,0.0165512001080133,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000629515296103238,-0.000629515296103238,0.000371235367355588,TRUE,TRUE,""
"sparse_homogeneous",4,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.110217429249345,0.110217429249345,0.0247511965085806,FALSE,TRUE,""
"sparse_homogeneous",4,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.075470820909756,0.075470820909756,0.0169033384167314,FALSE,TRUE,""
"sparse_homogeneous",4,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.108343938716063,0.089601053155161,0.0218695187066188,FALSE,TRUE,""
"sparse_homogeneous",4,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.00103639187170996,-0.00103639187170996,0.000724157381737273,TRUE,TRUE,""
"sparse_homogeneous",5,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.13092967993549,0.094959188725922,0.0292008809704964,FALSE,TRUE,""
"sparse_homogeneous",5,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0926036937542609,0.0724705205527567,0.0198948197721514,FALSE,TRUE,""
"sparse_homogeneous",5,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.13139090923127,0.121274183363583,0.020091554919667,FALSE,TRUE,""
"sparse_homogeneous",5,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000912713123699749,-0.000912713123699749,0.000594043941621472,TRUE,TRUE,""
"sparse_mixture",1,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.127295773862878,0.127295773862878,0.0255078343431877,FALSE,TRUE,""
"sparse_mixture",1,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0883302335698125,0.0883302335698125,0.0174281136717291,FALSE,TRUE,""
"sparse_mixture",1,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.126734444106733,0.115132088084773,0.0178665450596734,FALSE,TRUE,""
"sparse_mixture",1,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000928089011890148,-0.000928089011890149,0.000687806316066487,TRUE,TRUE,""
"sparse_mixture",2,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.109298695693088,0.0750006691734281,0.02779472320037,FALSE,TRUE,""
"sparse_mixture",2,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0776396598810699,0.0636121792713381,0.0159148030194526,FALSE,TRUE,""
"sparse_mixture",2,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.108531384717815,0.108531384717815,0.0155697882681881,FALSE,TRUE,""
"sparse_mixture",2,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000871259402757658,-0.000871259402757658,0.000516596779053193,TRUE,TRUE,""
"sparse_mixture",3,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.128009401251274,0.128009401251274,0.0317428861660476,FALSE,TRUE,""
"sparse_mixture",3,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0880016616924784,0.0880016616924784,0.01979955403768,FALSE,TRUE,""
"sparse_mixture",3,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.127390678330825,0.127390678330825,0.0208723627473024,FALSE,TRUE,""
"sparse_mixture",3,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000885079841629341,-0.000885079841629341,0.000681521383892052,TRUE,TRUE,""
"sparse_mixture",4,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.134160647211985,0.134160647211985,0.0365549943735448,FALSE,TRUE,""
"sparse_mixture",4,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0935376551080457,0.0935376551080457,0.0225901885009961,FALSE,TRUE,""
"sparse_mixture",4,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.133947378548242,0.133947378548242,0.0219557579111571,FALSE,TRUE,""
"sparse_mixture",4,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.00127651383690931,-0.00127651383690931,0.000704305671480027,TRUE,TRUE,""
"sparse_mixture",5,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.143657095429363,0.143657095429363,0.0349431671546067,FALSE,TRUE,""
"sparse_mixture",5,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0991277024502534,0.0991277024502534,0.0204503163261636,FALSE,TRUE,""
"sparse_mixture",5,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.14312644547203,0.14312644547203,0.0175837387004428,FALSE,TRUE,""
"sparse_mixture",5,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.00959183028997308,0.000830605267927912,-0.012248900333576,FALSE,TRUE,""
"sparse_homogeneous",1,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0356113076453802,-0.0356113076453802,0.00660102630769399,TRUE,TRUE,""
"sparse_homogeneous",1,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0247693248681484,-0.0247693248681484,0.00310878023982331,FALSE,TRUE,""
"sparse_homogeneous",1,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0351726400866272,-0.0351726400866272,0.00616147890803587,FALSE,TRUE,""
"sparse_homogeneous",1,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0115903858702832,-0.00233760686420873,-0.0163015215120063,TRUE,TRUE,""
"sparse_homogeneous",2,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0352563642093678,0.0183378804782536,0.00383977729201729,TRUE,TRUE,""
"sparse_homogeneous",2,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0241842289238809,0.00231889074533637,0.00181432568354351,TRUE,TRUE,""
"sparse_homogeneous",2,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0348496403162212,-0.0305187129228944,0.00327265115118069,TRUE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0130567712159556,-0.00230630246945011,-0.017928987147437,TRUE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0341080597174545,-0.0341080597174545,0.00920762522392526,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0245173888092299,-0.0245173888092299,0.00630911517567137,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0349248838976082,-0.0349248838976082,0.00201021800158996,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
