"architecture","replicate","estimand_id","comparison_id","focal_method","comparison_method","comparison_type","estimate_difference","absolute_error_difference","interval_width_difference","coverage_agreement","complete_pair","reason"
"sparse_homogeneous",2,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0553080083721702,-0.0100603448669454,0.00385572703275072,TRUE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00654597430762067,-0.00654597430762067,-0.0106204402778846,FALSE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0286582037900122,-0.0286582037900122,0.00601622392379186,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.020381357250552,-0.020381357250552,0.00823459028912091,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0281731623668213,-0.0281731623668213,0.00842693900464608,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00571004356946347,-0.00571004356946347,-0.00787682274610414,FALSE,TRUE,""
"sparse_homogeneous",4,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0153093423797139,-0.0153093423797139,0.00758611134652848,TRUE,TRUE,""
"sparse_homogeneous",4,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0104313258180355,-0.0104313258180355,0.00494970996065813,TRUE,TRUE,""
"sparse_homogeneous",4,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0147066065206989,-0.0147066065206989,0.00988698429817503,FALSE,TRUE,""
"sparse_homogeneous",4,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.00442870110212856,-0.00442870110212856,-0.00724256920423564,TRUE,TRUE,""
"sparse_homogeneous",5,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0384213294677324,-0.0384213294677324,0.00771884196901251,FALSE,TRUE,""
"sparse_homogeneous",5,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0271229663436527,-0.0271229663436527,0.00914925911368963,FALSE,TRUE,""
"sparse_homogeneous",5,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0383919577989256,-0.0383919577989256,0.00764842175807701,FALSE,TRUE,""
"sparse_homogeneous",5,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.010331998091398,-0.010331998091398,-0.0154883804611093,FALSE,TRUE,""
"sparse_mixture",1,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0314075581532035,-0.0216708393281493,0.0127801164396517,TRUE,TRUE,""
"sparse_mixture",1,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0225628071613826,-0.0201375827947842,0.00727706307186909,TRUE,TRUE,""
"sparse_mixture",1,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0352484535358617,-0.0352484535358617,0.00983918474342615,FALSE,TRUE,""
"sparse_mixture",1,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0175446507315093,-0.0175446507315093,-0.0364838269572347,TRUE,TRUE,""
"sparse_mixture",2,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0210492172826224,-0.0210492172826224,0.00810805471595571,FALSE,TRUE,""
"sparse_mixture",2,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0151589148221633,-0.0151589148221633,0.00805192006306557,FALSE,TRUE,""
"sparse_mixture",2,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0220176941158823,-0.0220176941158823,0.0105893226056464,TRUE,TRUE,""
"sparse_mixture",2,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.014383121467171,-0.014383121467171,-0.0254646475849127,FALSE,TRUE,""
"sparse_mixture",3,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0243028315219832,0.0175609296727,0.0180629762216329,TRUE,TRUE,""
"sparse_mixture",3,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.016664200384881,0.00177377701508175,0.0105445079959928,TRUE,TRUE,""
"sparse_mixture",3,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0240707714564588,-0.0240707714564588,0.00248548524546321,TRUE,TRUE,""
"sparse_mixture",3,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0117273520748443,-0.0117273520748443,-0.0227878426221624,FALSE,TRUE,""
"sparse_mixture",4,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0273353553601942,-0.00564808915727599,0.0108462286904003,TRUE,TRUE,""
"sparse_mixture",4,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0188758294620567,-0.00622027619252269,0.0105619652431889,TRUE,TRUE,""
"sparse_mixture",4,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0264971165247473,-0.0155841632209176,0.00675118361246063,TRUE,TRUE,""
"sparse_mixture",4,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"causal_proportion","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0106811074053524,-0.0106811074053524,-0.0204664891989498,TRUE,TRUE,""
"sparse_mixture",5,"genetic_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.0435393456734082,0.0299558157150221,0.0058874529681372,TRUE,TRUE,""
"sparse_mixture",5,"heritability","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",0.030083805164452,0.0123604717205775,0.0043770695982811,TRUE,TRUE,""
"sparse_mixture",5,"residual_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",-0.0436325553985359,-0.00909226273788843,0.00135877514507499,TRUE,TRUE,""
"sparse_mixture",5,"total_marker_effect_variance","csr_vs_bed_bayesc","st_csr_sbayesc","st_bed_bayesc","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000737616186547891,-0.000737616186547892,0.00047402339245784,TRUE,TRUE,""
"sparse_homogeneous",1,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.112668004802233,0.106797986822214,0.023723073972937,FALSE,TRUE,""
"sparse_homogeneous",1,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0786486464275195,0.0720024838937712,0.0149943720308295,FALSE,TRUE,""
"sparse_homogeneous",1,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.113002829154268,0.0959208101026749,0.0153728252003866,FALSE,TRUE,""
"sparse_homogeneous",1,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000995401280975876,-0.000995401280975876,0.000655610214132445,TRUE,TRUE,""
"sparse_homogeneous",2,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.143829131379744,0.143829131379744,0.0292605007964293,FALSE,TRUE,""
"sparse_homogeneous",2,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.098744170566056,0.098744170566056,0.0162642329265494,FALSE,TRUE,""
"sparse_homogeneous",2,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.143114408764746,0.143114408764746,0.0141579760646493,FALSE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000834220054446005,-0.000834220054446005,0.000570200304577371,TRUE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.118089275320686,0.0477840664343074,0.0311093874001048,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0842404450121735,0.0462955591684063,0.0192354202117453,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.117574484996471,0.105522448958126,0.0191135339682624,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000636188346068587,-0.000636188346068587,0.000390416124895707,TRUE,TRUE,""
"sparse_homogeneous",4,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.109792751407727,0.109792751407727,0.027448401202229,FALSE,TRUE,""
"sparse_homogeneous",4,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.075431960126608,0.075431960126608,0.0173093804334488,FALSE,TRUE,""
"sparse_homogeneous",4,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.108895447771052,0.091028282006425,0.0191458842110895,FALSE,TRUE,""
"sparse_homogeneous",4,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",5,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.00103857210019031,-0.00103857210019031,0.000850215085692109,TRUE,TRUE,""
"sparse_homogeneous",5,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.13170983645692,0.0952958208331836,0.029405747419713,FALSE,TRUE,""
"sparse_homogeneous",5,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0929617860062212,0.072622172604524,0.0187267731981608,FALSE,TRUE,""
"sparse_homogeneous",5,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.131405908157026,0.121370348033445,0.0181256665849141,FALSE,TRUE,""
"sparse_homogeneous",5,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",1,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000914556645338388,-0.000914556645338388,0.000738540375261886,TRUE,TRUE,""
"sparse_mixture",1,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.127043795924288,0.127043795924288,0.0301194134308118,FALSE,TRUE,""
"sparse_mixture",1,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0881839942474646,0.0881839942474646,0.0179294173710891,FALSE,TRUE,""
"sparse_mixture",1,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.126745270927627,0.115825009521129,0.0182650548215523,FALSE,TRUE,""
"sparse_mixture",1,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",2,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000878360263017258,-0.000878360263017257,0.000652415428979795,TRUE,TRUE,""
"sparse_mixture",2,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.108173396735709,0.0780251118362953,0.0250844479626887,FALSE,TRUE,""
"sparse_mixture",2,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0767589257509031,0.0651054375142525,0.0161017861536433,FALSE,TRUE,""
"sparse_mixture",2,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.107363915334194,0.107363915334194,0.0141904055731573,FALSE,TRUE,""
"sparse_mixture",2,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",3,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.000838614348332971,-0.000838614348332971,0.000571100892955808,TRUE,TRUE,""
"sparse_mixture",3,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.128134882399827,0.128134882399827,0.0295751652111794,FALSE,TRUE,""
"sparse_mixture",3,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0881519214698566,0.0881519214698566,0.0199080025504991,FALSE,TRUE,""
"sparse_mixture",3,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.12799230675737,0.12799230675737,0.0220922688246985,FALSE,TRUE,""
"sparse_mixture",3,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",4,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.00086963770979794,-0.00086963770979794,0.00056836111230422,TRUE,TRUE,""
"sparse_mixture",4,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.134683860949477,0.134683860949477,0.0343020834802151,FALSE,TRUE,""
"sparse_mixture",4,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0941547632192632,0.0941547632192632,0.0220995361720022,FALSE,TRUE,""
"sparse_mixture",4,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.135568846675132,0.135568846675132,0.024155051606143,FALSE,TRUE,""
"sparse_mixture",4,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"causal_proportion","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_mixture",5,"effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.00135039674774914,-0.00135039674774914,0.000957887306281842,TRUE,TRUE,""
"sparse_mixture",5,"genetic_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.144949088779616,0.144949088779616,0.0332494511920019,FALSE,TRUE,""
"sparse_mixture",5,"heritability","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",0.0999195215988024,0.0999195215988024,0.0186783515931941,FALSE,TRUE,""
"sparse_mixture",5,"residual_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",-0.14412571531112,0.14412571531112,0.0171703014374976,FALSE,TRUE,""
"sparse_mixture",5,"total_marker_effect_variance","csr_vs_bed_bayesr","st_csr_sbayesr","st_bed_bayesr","BED-versus-CSR",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",1,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.00954878758964597,0.000787562567600805,-0.0122306426787041,FALSE,TRUE,""
"sparse_homogeneous",1,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0364958576299212,-0.0364958576299212,0.00671579066413103,TRUE,TRUE,""
"sparse_homogeneous",1,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0251573273098121,-0.0251573273098121,0.00290348512999261,FALSE,TRUE,""
"sparse_homogeneous",1,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0349808905078262,-0.0349808905078262,0.00775073074566546,FALSE,TRUE,""
"sparse_homogeneous",1,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",2,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0115858946228962,-0.00234209811159578,-0.0163095549566075,TRUE,TRUE,""
"sparse_homogeneous",2,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0350764318068827,0.0181579480757686,0.00321835046144314,TRUE,TRUE,""
"sparse_homogeneous",2,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0240182527432817,0.00215291456473721,0.00318566229156536,TRUE,TRUE,""
"sparse_homogeneous",2,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0344651690851977,-0.0309031841539179,0.00481907958193317,TRUE,TRUE,""
"sparse_homogeneous",2,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",3,"effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.013004109838384,-0.00235896384702168,-0.0178740646554286,TRUE,TRUE,""
"sparse_homogeneous",3,"genetic_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0347139248169375,-0.0347139248169375,0.00587920047657498,FALSE,TRUE,""
"sparse_homogeneous",3,"heritability","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",0.0249366394490307,-0.0249366394490307,0.00518223563466499,FALSE,TRUE,""
"sparse_homogeneous",3,"residual_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",-0.0354315353720154,-0.0354315353720154,-2.92225640019517e-07,FALSE,TRUE,""
"sparse_homogeneous",3,"total_marker_effect_variance","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
"sparse_homogeneous",4,"causal_proportion","bayesr_vs_bayesc_bed","st_bed_bayesr","st_bed_bayesc","prior-class",,,,,FALSE,"one or both method-specific estimands unavailable"
