"study","architecture","replicate","method","method_label","prior_class","model_specification","estimand_id","estimand_label","truth","truth_type","posterior_mean","posterior_sd","posterior_median","lower_95","upper_95","bias","absolute_error","squared_error","relative_error","covered_95","interval_width_95","n_posterior_draws","chain_count","draws_per_chain","status","reason"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.412529278931576,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00825058557863151,"realized_quantity",0.0046240886039572,0.000684085410508891,0.00456859301368402,0.00344331418321047,0.00612097261328394,-0.00362649697467431,0.00362649697467431,1.31514803073219e-05,-0.43954419236214,FALSE,0.00267765843007347,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.599017749892499,0.0315796637879932,0.598753177754141,0.538496554058037,0.662591771555818,0.17044632132107,0.17044632132107,0.0290519484518854,0.397708083082496,FALSE,0.124095217497782,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.411829754220066,0.0173638266924235,0.411876564080852,0.377750008773229,0.44569878170059,0.111829754220065,0.111829754220065,0.0125058939289203,0.372765847400218,FALSE,0.0679487729273608,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",0.855104598769614,0.0260126607108334,0.854908838725703,0.804114312370414,0.906412404137454,-0.144895401230386,0.144895401230386,0.0209946772977144,-0.144895401230386,FALSE,0.10229809176704,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",2,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.412529278931576,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.0163045823837547,0.00551233645635705,0.015423162931157,0.00867660049497506,0.0284799989820497,0.00768153684270285,0.00768153684270285,5.90060082658013e-05,0.890814829416503,FALSE,0.0198033984870746,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.358704899311302,0.0209988358839417,0.358405916867803,0.320090335174631,0.401016553960622,-0.0698665292601269,0.0698665292601269,0.00488133191085617,-0.163021901606963,FALSE,0.080926218785991,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.256090917629086,0.0120423522190662,0.25592861643379,0.234289863939925,0.27978316162095,-0.0439090823709143,0.0439090823709143,0.00192800751465574,-0.146363607903048,FALSE,0.0454932976810252,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.04145755339119,0.0221491171122382,1.0414659015934,1.00010206703675,1.08614055732894,0.041457553391188,0.041457553391188,0.0017187287331832,0.041457553391188,FALSE,0.0860384902921947,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.00330047254537069,0.000489461300807419,0.00325529936992048,0.00246435108900681,0.00439368492065281,-0.00532257299568117,0.00532257299568117,2.83297832943545e-05,-0.617249783773253,FALSE,0.001929333831646,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.393418824128239,0.0225537180263809,0.39324568543528,0.351061202041662,0.437866621304228,-0.0351526044431895,0.0351526044431895,0.00123570559913934,-0.0820227437007754,TRUE,0.086805419262566,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.281027557078116,0.0130909857999151,0.281000123050948,0.255653972217464,0.306329505533154,-0.0189724429218836,0.0189724429218836,0.000359953590424131,-0.0632414764062787,TRUE,0.0506755333156902,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",1.00602601801917,0.0221206504048138,1.00560150517881,0.964449042731911,1.05048724079847,0.00602601801917257,0.00602601801917257,3.63128931673926e-05,0.00602601801917258,TRUE,0.0860381980665547,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.00975860807613405,0.00247465267858342,0.00934703900052527,0.00613154297892608,0.0153145011881161,0.00113556253508218,0.00113556253508218,1.28950227108227e-06,0.131689265663284,TRUE,0.00918295820918998,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.387363103101314,0.0229889568466068,0.386283067629169,0.345423468188353,0.432365910898136,-0.0412083254701147,0.0412083254701147,0.00169812608805091,-0.0961527594302676,TRUE,0.0869424427097829,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.276472274879638,0.0137331881460516,0.275803459783782,0.250054576694056,0.303782464664202,-0.0235277251203623,0.0235277251203623,0.000553553849339329,-0.0784257504012077,TRUE,0.0537278879701461,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.01328439102437,0.0233272061487454,1.01323529175225,0.967040687355103,1.06150611665194,0.0132843910243666,0.0132843910243666,0.000176475044888273,0.0132843910243666,TRUE,0.0944654292968408,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesc","st_csr_sbayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00862304554105187,"realized_quantity",0.0041346925998167,0.000634921814098163,0.00408273390965386,0.00306070169637506,0.00556023583259843,-0.00448835294123517,0.00448835294123517,2.01453121250944e-05,-0.520506695675837,FALSE,0.00249953413622337,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.511508099448926,0.0298950890707326,0.51110322537111,0.452735995581108,0.570650802243779,0.0829366708774968,0.0829366708774968,0.00687849137624223,0.193518898714159,FALSE,0.117914806662671,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.36526800209029,0.0178748873120653,0.365161989382909,0.329870100020262,0.399781053547698,0.0652680020902899,0.0652680020902899,0.00425991209685808,0.217560006967633,FALSE,0.0699109535274355,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","residual_variance","Residual variance",1,"realized_quantity",0.888451533022702,0.0267666405319553,0.888345423034868,0.835845396756731,0.940997128791548,-0.111548466977298,0.111548466977298,0.0124430604849854,-0.111548466977298,FALSE,0.105151732034817,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",3,"st_csr_sbayesr","st_csr_sbayesr","BayesR","misspecified","total_marker_effect_variance","Total marker-effect variance",0.431152277052593,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","effect_variance","Nonzero effect variance",0.00872129062404772,"realized_quantity",0.0151913130223599,0.00424308798756256,0.0146122965371277,0.00885595601057635,0.025690244219825,0.00647002239831217,0.00647002239831217,4.18611898346612e-05,0.741865244172922,FALSE,0.0168342882092486,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.409759288536137,0.0233724172133133,0.409386348017127,0.366447212704824,0.456206013713563,-0.0188121400352914,0.0188121400352914,0.000353896612707414,-0.04389499341568,TRUE,0.0897588010087399,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","heritability","Heritability",0.3,"realized_quantity",0.282006529422014,0.0127143448335927,0.282213549026369,0.258055391402906,0.307144160755144,-0.0179934705779861,0.0179934705779861,0.000323764983440852,-0.0599782352599537,TRUE,0.0490887693522378,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","residual_variance","Residual variance",1,"realized_quantity",1.0426825075687,0.0217055097332013,1.04280547934525,1.00169605921674,1.08722772416418,0.0426825075686978,0.0426825075686978,0.00182179645235195,0.0426825075686978,FALSE,0.0855316649474374,1000,4,250,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","causal_proportion","Causal proportion",0.00131610118185886,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesc","st_bed_bayesc","BayesC","matched","total_marker_effect_variance","Total marker-effect variance",0.436064531202386,"realized_quantity",,,,,,,,,,,,0,4,0,"unavailable","aligned draw-level posterior component is not retained"
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","effect_variance","Nonzero effect variance",0.00872129062404772,"realized_quantity",0.00364376155016061,0.000527976315240752,0.00360472737190956,0.00273873767661923,0.00481350432047023,-0.00507752907388711,0.00507752907388711,2.57813014961689e-05,-0.582199274484277,FALSE,0.002074766643851,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","genetic_variance","Genetic variance",0.428571428571429,"realized_quantity",0.441964141429878,0.0242964216179522,0.441612482590456,0.395730346152773,0.490229013659085,0.0133927128584497,0.0133927128584497,0.000179364757708883,0.0312496633363826,TRUE,0.0944986675063112,8000,4,2000,"ok",""
"03_parameter_estimation","sparse_homogeneous",4,"st_bed_bayesr","st_bed_bayesr","BayesR","misspecified","heritability","Heritability",0.3,"realized_quantity",0.30451120098697,0.0132895347369546,0.304340515700262,0.278633259400392,0.330426083719779,0.00451120098697044,0.00451120098697044,2.03509343448431e-05,0.0150373366232348,TRUE,0.0517928243193871,8000,4,2000,"ok",""
